id,title,runtime,rating_cat,genre_cat,popularity_cat,budget_cat,budget_efficiency,budget_efficiency_cat,age,score,is_acclaimed,is_panned,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
2477,Spy Game,126.0,R,Action,very-high,very-high,1.2439092173913044,mid,23,7.1,False,False,57.0,9,True,False,3.5366016331409966,65.0,8,True,False,3.098936955974969
2478,Lara Croft: Tomb Raider,100.0,PG-13,Action,very-high,very-high,2.388724695652174,mid,23,5.8,False,False,40.0,2,False,False,2.2813404301754385,26.0,0,False,False,0.0
2479,American Pie 2,108.0,R,Comedy,very-high,high,9.585119833333334,high,23,6.4,False,False,35.0,0,False,False,0.0,23.0,2,False,True,5.46011765
2480,Frailty,100.0,R,Crime,high,mid,1.583911818181818,mid,23,7.2,False,False,46.0,0,False,False,0.0,46.0,3,True,False,0.6842831042328043
2481,Along Came a Spider,104.0,R,Drama,high,very-high,1.7529760166666666,mid,23,6.4,False,False,51.0,2,False,False,0.9205974114942528,64.0,6,True,False,4.281302025751162
2482,Rush Hour 2,90.0,PG-13,Action,very-high,very-high,3.8591755777777776,high,23,6.6,False,False,32.0,3,False,False,3.810392991616162,47.0,7,True,False,3.675371118181818
2483,Save the Last Dance,112.0,PG-13,Drama,high,mid,10.0,high,23,6.2,False,False,48.0,1,False,False,0.5818236545454546,20.0,0,False,False,0.0
2484,Domestic Disturbance,89.0,PG-13,Crime,mid,very-high,0.72332392,low,23,5.6,False,False,73.0,5,False,False,2.555494106992481,47.0,16,True,True,2.595614441840369
2485,Riding in Cars with Boys,132.0,PG-13,Biography,mid,high,0.74465225,low,23,6.5,False,False,58.0,5,True,False,3.048563130322581,26.0,7,False,True,1.601870994139194
2486,The Animal,84.0,PG-13,Comedy,high,high,1.8125773191489365,mid,23,4.8,False,True,29.0,0,False,False,0.0,38.0,1,False,False,5.466985588235295
2487,How High,93.0,R,Comedy,high,mid,1.564187,mid,23,6.3,False,False,35.0,0,False,False,0.0,30.0,0,False,False,0.0
2488,Joy Ride,97.0,R,Action,high,mid,1.5931668695652177,mid,23,6.6,False,False,45.0,5,False,False,0.9573820983333332,34.0,0,False,False,0.0
2489,3000 Miles to Graceland,125.0,R,Action,mid,very-high,0.3019383064516129,low,23,6.0,False,False,31.0,0,False,False,0.0,50.0,12,True,False,1.7939126048388652
2490,The Score,124.0,R,Action,very-high,very-high,1.6801787352941175,mid,23,6.8,False,False,57.0,6,False,False,1.906601328377178,58.0,22,True,True,1.3993142172977044
2491,Jason X,92.0,R,Action,high,mid,1.5525347272727272,mid,23,4.4,False,True,41.0,1,False,True,0.5796323333333333,46.0,0,False,False,0.0
2492,Jay and Silent Bob Strike Back,104.0,R,Comedy,very-high,mid,1.5358255,mid,23,6.8,False,False,31.0,4,True,False,5.85206328125,27.0,0,False,False,0.0
2493,The Mexican,123.0,R,Adventure,very-high,high,2.59377250877193,mid,23,6.1,False,False,37.0,1,False,False,3.2215102368421054,38.0,7,True,False,2.0859121575963724
2494,From Hell,122.0,R,Horror,very-high,high,2.1302318571428573,mid,23,6.8,False,False,29.0,2,True,False,5.194797807142857,38.0,11,True,False,1.235221323562758
2495,Crocodile Dundee in Los Angeles,95.0,PG,Action,mid,mid,1.864712718676123,mid,23,4.8,False,True,58.0,4,False,True,2.365949564130435,62.0,4,False,True,5.26603106987074
2496,Heist,109.0,R,Action,mid,high,0.731042358974359,low,23,6.5,False,False,54.0,1,False,False,0.9593903,71.0,11,True,True,1.852026545086072
2497,Serendipity,90.0,PG-13,Comedy,very-high,mid,2.7684394285714284,mid,23,6.9,False,False,45.0,0,False,False,0.0,35.0,11,True,False,1.097166550858233
2498,Brotherhood of the Wolf,142.0,R,Action,high,mid,2.4397553103448275,mid,23,7.0,False,False,41.0,0,False,False,0.0,36.0,0,False,False,0.0
2499,The Pledge,124.0,R,Crime,high,high,0.8405511714285714,low,23,6.8,False,False,41.0,2,False,False,0.0619283968253968,64.0,13,True,True,1.4004072446642442
2500,American Outlaws,94.0,PG-13,Action,mid,high,0.3908260857142857,low,23,6.0,False,False,42.0,3,False,True,3.283246137637363,25.0,1,False,False,0.0148701
2501,Ghosts of Mars,98.0,R,Action,high,mid,0.5003868571428571,low,23,4.9,False,True,53.0,13,True,False,2.372381281261385,27.0,1,False,False,3.2392600857142857
2502,The Man Who Wasn't There,116.0,R,Crime,very-high,mid,0.94583115,low,23,7.5,True,False,47.0,8,True,False,2.9173756774496336,46.0,1,True,False,10.0
2503,Rock Star,105.0,R,Drama,mid,high,0.3391955263157895,low,23,6.3,False,False,43.0,7,False,True,3.800547146438924,30.0,3,True,False,1.6631378794871796
2504,Osmosis Jones,95.0,PG,Animation,mid,very-high,0.2003774,low,23,6.3,False,False,43.0,3,False,False,4.617892061728395,40.0,6,False,True,1.0819955657672884
2505,Saving Silverman,90.0,PG-13,Comedy,mid,mid,1.1857593636363637,mid,23,5.9,False,False,55.0,4,False,True,4.818827986622806,23.0,2,False,True,5.46011765
2506,The Glass House,106.0,PG-13,Crime,mid,high,0.7873203,low,23,5.8,False,False,39.0,0,False,False,0.0,36.0,1,False,False,0.3393328571428571
2507,The Wedding Planner,103.0,PG-13,Comedy,high,high,2.7065294,mid,23,5.3,False,True,37.0,0,False,False,0.0,32.0,2,False,False,2.4601636833333336
2508,Heartbreakers,123.0,PG-13,Comedy,high,high,1.6501830857142856,mid,23,6.2,False,False,46.0,0,False,False,0.0,52.0,6,True,False,2.8455115387428336
2509,Session 9,97.0,R,Horror,high,low,1.0748393333333333,mid,23,6.4,False,False,37.0,0,False,False,0.0,45.0,2,False,True,0.285296375
2510,Out Cold,89.0,PG-13,Comedy,mid,mid,0.6159448333333334,low,23,6.3,False,False,30.0,0,False,False,0.0,31.0,0,False,False,0.0
2511,Hedwig and the Angry Inch,95.0,R,Comedy,mid,low,0.6075178333333333,low,23,7.7,True,False,38.0,0,False,False,0.0,38.0,0,False,False,0.0
2512,Baby Boy,130.0,R,Crime,mid,mid,1.8363530625,mid,23,6.4,False,False,33.0,4,True,False,3.4202379422814144,30.0,0,False,False,0.0
2513,K-PAX,120.0,PG-13,Drama,very-high,very-high,0.9559041911764706,low,23,7.4,True,False,43.0,1,False,False,0.3781864,42.0,6,True,False,3.7438903420634926
2514,Freddy Got Fingered,87.0,R,Comedy,mid,mid,1.024502,mid,23,4.6,False,True,30.0,0,False,False,0.0,30.0,0,False,False,0.0
2515,Sweet November,119.0,PG-13,Drama,high,high,1.6438557,mid,23,6.7,False,False,58.0,0,False,False,0.0,37.0,10,True,False,3.1616917696314504
2516,Kate & Leopold,118.0,PG-13,Comedy,high,high,1.5837301666666668,mid,23,6.4,False,False,38.0,2,False,False,2.0997837958333334,40.0,2,False,False,1.8808204415384613
2517,Don't Say a Word,113.0,R,Drama,high,high,2.00040184,mid,23,6.3,False,False,36.0,2,False,False,1.1587269656084658,57.0,15,True,False,3.874303386521494
2518,Ali,157.0,R,Biography,high,very-high,0.8206797102803738,low,23,6.8,False,False,58.0,6,True,False,1.4548993776094277,33.0,6,False,True,3.7605437143626017
2519,Life as a House,125.0,R,Drama,mid,mid,0.8853255925925926,low,23,7.5,True,False,70.0,3,False,False,1.9038112934343436,20.0,0,False,False,0.0
2520,Ichi the Killer,129.0,R,Action,high,low,0.0575935714285714,low,23,7.0,False,False,41.0,0,False,False,0.0,28.0,0,False,False,0.0
2521,Tomcats,95.0,R,Comedy,mid,mid,2.130069636363636,mid,23,5.4,False,True,40.0,0,False,False,0.0,28.0,0,False,False,0.0
2522,Bandits,123.0,PG-13,Comedy,high,very-high,0.9017587066666668,low,23,6.5,False,False,59.0,14,True,True,3.069077990811622,46.0,20,True,True,2.604421789047004
2523,Monkeybone,93.0,PG-13,Animation,mid,very-high,0.1016315333333333,low,23,4.8,False,True,49.0,2,True,False,2.922293619883041,33.0,6,False,True,2.0607629311387687
2524,In the Bedroom,131.0,R,Crime,mid,low,10.0,high,23,7.4,True,False,37.0,0,False,False,0.0,53.0,0,False,False,0.0
2525,Pootie Tang,81.0,PG-13,Action,mid,low,0.473369,low,23,5.3,False,True,34.0,0,False,False,0.0,36.0,1,False,False,2.992296333333333
2526,Bubble Boy,84.0,PG-13,Adventure,mid,mid,0.3852229230769231,low,23,5.6,False,False,45.0,0,False,False,0.0,21.0,1,True,False,1.38795012
2527,Josie and the Pussycats,98.0,PG-13,Comedy,mid,high,0.3811798717948718,low,23,5.5,False,False,33.0,1,False,False,2.5605015,22.0,0,False,False,0.0
2528,The Devil's Backbone,106.0,R,Drama,high,low,1.462681111111111,mid,23,7.4,True,False,37.0,2,False,False,0.58002805,55.0,0,False,False,0.0
2529,Shaolin Soccer,87.0,PG,Action,high,mid,4.277676,high,23,7.3,False,False,39.0,0,False,False,0.0,39.0,0,False,False,0.0
2530,Jimmy Neutron: Boy Genius,82.0,G,Animation,mid,high,3.433084533333333,high,23,6.0,False,False,40.0,0,False,False,0.0,41.0,0,False,False,0.0
2531,Driven,116.0,PG-13,Action,mid,very-high,0.582390829787234,low,23,4.6,False,True,42.0,9,False,True,1.9161498313793452,55.0,22,True,True,2.984280249147901
2532,Get Over It,87.0,PG-13,Comedy,mid,mid,0.9045620909090908,low,23,5.7,False,False,33.0,0,False,False,0.0,19.0,5,False,False,2.38659528564491
2533,Exit Wounds,101.0,R,Action,mid,high,1.59917198,mid,23,5.6,False,False,51.0,1,False,False,3.6414704,49.0,9,False,True,2.5142306938800707
2534,The Majestic,152.0,PG,Drama,high,very-high,0.5183010138888889,low,23,6.9,False,False,42.0,2,True,False,2.96635727,39.0,10,True,False,5.400542529104249
2535,Valentine,96.0,R,Horror,mid,mid,1.2649702068965518,mid,23,4.8,False,True,30.0,1,False,False,5.1805425,30.0,0,False,False,0.0
2536,Final Fantasy: The Spirits Within,106.0,PG-13,Animation,high,very-high,0.6214002189781022,low,23,6.4,False,False,39.0,0,False,False,0.0,43.0,6,True,True,1.8006618157894738
2537,The One,87.0,PG-13,Action,high,high,1.510320224489796,mid,23,5.9,False,False,42.0,1,False,False,4.907838869565217,38.0,1,False,False,3.6414704
2538,Sugar & Spice,81.0,PG-13,Comedy,mid,mid,0.626805962962963,low,23,5.7,False,False,36.0,0,False,False,0.0,21.0,0,False,False,0.0
2539,Cats & Dogs,87.0,PG,Action,high,very-high,3.3447915333333333,high,23,5.1,False,True,35.0,0,False,False,0.0,43.0,6,True,True,1.8006618157894738
2540,Hearts in Atlantis,101.0,PG-13,Drama,mid,high,0.9974004838709676,low,23,6.9,False,False,48.0,2,True,False,3.6019236272727277,64.0,7,True,False,0.7562413945779222
2541,America's Sweethearts,102.0,PG-13,Comedy,high,high,3.006688543478261,high,23,5.7,False,False,53.0,0,False,False,0.0,34.0,8,True,False,4.850350298964459
2542,Kiss of the Dragon,98.0,R,Action,high,mid,2.57751388,mid,23,6.6,False,False,33.0,0,False,False,0.0,38.0,1,False,False,3.6414704
2543,Captain Corelli's Mandolin,131.0,R,Drama,mid,high,1.0896999122807018,mid,23,5.9,False,False,52.0,1,False,False,10.0,37.0,15,True,True,2.9329772515081647
2544,The Believer,98.0,R,Drama,mid,low,0.8728773333333333,low,23,7.1,False,False,56.0,0,False,False,0.0,21.0,0,False,False,0.0
2545,Someone Like You,97.0,PG-13,Comedy,mid,mid,1.682171304347826,mid,23,6.1,False,False,41.0,1,False,False,0.3393328571428571,33.0,2,False,False,1.8961949678571428
2546,The Tailor of Panama,109.0,R,Comedy,mid,mid,1.3337362857142858,mid,23,6.2,False,False,68.0,3,True,False,1.167654654808959,48.0,5,False,False,3.140557864177116
2547,Formula 51,93.0,R,Action,mid,mid,0.4770964814814815,low,23,6.3,False,False,51.0,2,False,True,1.1071593885714286,53.0,4,False,False,1.4976849557246377
2548,15 Minutes,120.0,R,Action,mid,very-high,0.939333,low,23,6.1,False,False,54.0,1,False,True,1.689068,58.0,22,True,True,1.3993142172977044
2549,Iris,91.0,R,Biography,mid,low,2.9370823636363634,mid,23,7.0,False,False,58.0,0,False,False,0.0,67.0,0,False,False,0.0
2550,Crazy/Beautiful,99.0,PG-13,Drama,mid,mid,1.5336913846153846,mid,23,6.4,False,False,40.0,0,False,False,0.0,19.0,5,False,False,2.38659528564491
2551,Angel Eyes,102.0,R,Drama,mid,high,0.5606718113207547,low,23,5.6,False,False,47.0,1,False,False,1.4860002,32.0,2,False,False,2.4601636833333336
2552,Kabhi Khushi Kabhie Gham...,210.0,Unrated,Drama,mid,low,1.5112729333333332,mid,23,7.4,True,False,29.0,0,False,False,0.0,36.0,0,False,False,0.0
2553,Buffalo Soldiers,98.0,R,Comedy,mid,mid,0.1533789333333333,low,23,6.8,False,False,35.0,0,False,False,0.0,27.0,1,False,False,0.22426075
2554,The Musketeer,104.0,PG-13,Action,mid,high,0.81334505,low,23,4.8,False,True,58.0,7,False,False,1.6471884234448222,31.0,0,False,False,0.0
2555,O,95.0,R,Drama,mid,low,3.8521074,high,23,6.1,False,False,37.0,0,False,False,0.0,27.0,0,False,False,0.0
2556,Birthday Girl,93.0,R,Comedy,mid,mid,1.2439306153846157,mid,23,6.1,False,False,32.0,0,False,False,0.0,34.0,2,False,False,0.9083152057692307
2557,Made,95.0,R,Comedy,mid,low,1.0961306,mid,23,6.4,False,False,35.0,0,False,False,0.0,31.0,2,False,True,5.309755458333333
2558,One Night at McCool's,93.0,R,Comedy,mid,mid,0.7543436666666666,low,23,6.1,False,False,36.0,0,False,False,0.0,24.0,0,False,False,0.0
2559,Dr. Dolittle 2,87.0,PG,Comedy,mid,very-high,2.515776342857143,mid,23,4.7,False,True,39.0,1,False,False,5.438848,40.0,17,True,True,3.705358463489887
2560,Max Keeble's Big Move,86.0,PG,Comedy,low,mid,0.74538616,low,23,5.4,False,True,43.0,1,False,False,0.9301505,12.0,1,False,True,2.47132859375
