id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
1391,The Shawshank Redemption,30,R,Drama,142.0,2400000.0,9.3,25000000.0,1.15269164,35.0,0,False,False,0.0,36.0,2,True,False,1.8790083325
1392,Pulp Fiction,30,R,Crime,154.0,1900000.0,8.9,8000000.0,10.0,31.0,1,True,False,2.428036666666667,40.0,6,True,True,2.742558889021797
1393,Forrest Gump,30,PG-13,Drama,142.0,1900000.0,8.8,55000000.0,10.0,42.0,6,True,False,6.752941877759741,38.0,12,True,False,5.1884446908248085
1394,True Lies,30,R,Action,141.0,243000.0,7.2,115000000.0,3.2946296608695653,40.0,4,True,False,5.869182848959043,47.0,14,True,True,4.50883400075597
1395,The Lion King,30,G,Animation,88.0,970000.0,8.5,45000000.0,10.0,45.0,0,False,False,0.0,32.0,7,True,False,3.2957619936507934
1396,The Mask,30,PG-13,Action,101.0,357000.0,6.9,23000000.0,10.0,36.0,2,False,False,5.194075798245614,32.0,0,False,False,0.0
1397,Speed,30,R,Action,116.0,339000.0,7.2,30000000.0,10.0,51.0,0,False,False,0.0,30.0,3,False,False,2.0305652904761904
1398,Stargate,30,PG-13,Action,116.0,180000.0,7.1,55000000.0,3.5739502181818184,39.0,1,False,False,1.578256434782609,43.0,7,True,False,1.9413264250340132
1399,The Little Rascals,30,PG,Comedy,82.0,45000.0,6.3,23000000.0,2.926447043478261,49.0,2,False,True,5.725537475,6.0,0,False,False,0.0
1400,Dumb and Dumber,30,PG-13,Comedy,107.0,361000.0,7.3,17000000.0,10.0,38.0,0,False,False,0.0,32.0,0,False,False,0.0
1401,Legends of the Fall,30,R,Drama,133.0,154000.0,7.5,30000000.0,5.354629433333334,42.0,2,True,False,3.0260277483660127,31.0,2,False,False,0.2231593888888889
1402,Natural Born Killers,30,R,Action,118.0,222000.0,7.3,34000000.0,1.4789283235294115,48.0,7,True,False,4.2869883553998624,33.0,0,False,False,0.0
1403,The Crow,30,R,Action,102.0,170000.0,7.6,23000000.0,2.204049086956522,31.0,0,False,False,0.0,29.0,1,False,False,1.4356479
1404,Interview with the Vampire: the Vampire Chronicles,30,R,Drama,123.0,301000.0,7.5,60000000.0,3.7277434666666656,44.0,3,False,False,1.0756787411764706,31.0,2,False,False,0.2231593888888889
1405,Four Weddings and a Funeral,30,R,Comedy,117.0,144000.0,7.1,4400000.0,10.0,52.0,0,False,False,0.0,34.0,1,False,False,0.372561
1406,The Flintstones,30,PG,Comedy,91.0,77000.0,4.9,46000000.0,7.426765391304348,42.0,1,False,True,2.1803133333333333,42.0,2,False,True,1.507672525083612
1407,Ace Ventura: Pet Detective,30,PG-13,Comedy,86.0,284000.0,6.9,15000000.0,7.1478264,36.0,0,False,False,0.0,32.0,0,False,False,0.0
1408,Little Women,30,PG,Drama,115.0,54000.0,7.3,18000000.0,2.782423111111111,44.0,1,False,False,0.3986647272727273,48.0,1,True,False,2.7549263636363635
1409,Street Fighter,30,PG-13,Action,102.0,67000.0,4.0,35000000.0,2.8409081714285715,47.0,0,False,False,0.0,34.0,9,False,True,5.249177404482019
1410,Clear and Present Danger,30,PG-13,Action,141.0,93000.0,6.9,62000000.0,3.482059951612903,44.0,4,False,True,1.971452586217949,52.0,11,True,False,5.691539323961039
1411,Heavenly Creatures,30,R,Biography,99.0,60000.0,7.3,5000000.0,0.609827,33.0,1,True,False,0.0808743333333333,17.0,0,False,False,0.0
1412,Clerks,30,R,Comedy,92.0,214000.0,7.7,27000.0,10.0,24.0,0,False,False,0.0,25.0,0,False,False,0.0
1413,Maverick,30,PG,Action,127.0,104000.0,7.0,75000000.0,2.44041696,64.0,8,True,False,4.302828982084232,38.0,11,True,False,4.392363999109875
1414,Wyatt Earp,30,PG-13,Adventure,191.0,47000.0,6.7,63000000.0,0.3976507936507936,45.0,2,False,False,4.144066572115385,39.0,10,True,False,5.118699092839828
1415,The Last Seduction,30,R,Crime,110.0,22000.0,7.1,2500000.0,2.3370412,38.0,2,False,False,0.1918711874999999,36.0,0,False,False,0.0
1416,Little Giants,30,PG,Comedy,107.0,27000.0,6.4,20000000.0,0.9653181,42.0,0,False,False,0.0,41.0,3,False,True,4.341961033333333
1417,Ed Wood,30,R,Biography,127.0,168000.0,7.8,18000000.0,0.3270809444444444,36.0,5,True,False,5.882428926666667,31.0,4,True,False,1.4926697622607654
1418,Star Trek: Generations,30,PG,Action,118.0,78000.0,6.6,35000000.0,3.3734607142857143,46.0,0,False,False,0.0,54.0,0,False,False,0.0
1419,Disclosure,30,R,Drama,128.0,48000.0,6.1,55000000.0,3.891183436363636,52.0,9,True,True,3.382144843240638,50.0,8,True,False,5.315969789275394
1420,Angels in the Outfield,30,PG,Comedy,102.0,30000.0,6.2,24000000.0,2.0932012916666665,50.0,1,False,False,4.9998613,48.0,3,True,False,2.8711085428571432
1421,In the Mouth of Madness,30,R,Drama,95.0,64000.0,7.2,8000000.0,1.115568625,46.0,9,True,False,3.0858105145997783,47.0,2,True,False,7.0471382
1422,Richie Rich,30,PG,Comedy,95.0,66000.0,5.4,40000000.0,0.9521939,40.0,1,False,False,2.1322021666666666,14.0,3,True,False,7.8551570196078435
1423,Beverly Hills Cop III,30,R,Action,104.0,78000.0,5.6,50000000.0,2.38417978,44.0,10,True,False,2.987753676408665,33.0,9,True,False,5.194004180691901
1424,Reality Bites,30,PG-13,Comedy,99.0,47000.0,6.6,11500000.0,2.900135391304348,29.0,0,False,False,0.0,23.0,2,True,False,0.4831102619047619
1425,Naked Gun 33 1/3: the Final Insult,30,PG-13,Comedy,83.0,100000.0,6.5,30000000.0,1.7044199333333334,32.0,0,False,False,0.0,68.0,2,True,False,5.171298918478261
1426,Junior,30,PG-13,Comedy,109.0,66000.0,4.6,60000000.0,1.80718925,48.0,7,True,False,6.973220004003494,47.0,14,True,True,4.50883400075597
1427,New Nightmare,30,R,Other,112.0,53000.0,6.5,8000000.0,2.465217625,55.0,5,True,False,4.929274481904761,30.0,2,True,False,9.977024666666669
1428,Baby's Day Out,30,PG,Adventure,99.0,48000.0,6.2,48000000.0,0.350570875,32.0,1,False,True,5.123191,24.0,0,False,False,0.0
1429,The River Wild,30,PG-13,Adventure,111.0,43000.0,6.4,45000000.0,2.093696511111111,49.0,4,False,True,2.7572953359371555,45.0,8,True,False,2.528788675213832
1430,Texas Chainsaw Massacre: The Next Generation,30,R,Comedy,87.0,21000.0,3.3,600000.0,0.30983,48.0,0,False,False,0.0,25.0,0,False,False,0.0
1431,The Next Karate Kid,30,PG,Action,107.0,28000.0,4.5,12000000.0,1.3230294166666667,51.0,3,False,False,2.2743195463869466,62.0,0,False,False,0.0
1432,Blown Away,30,R,Action,121.0,29000.0,6.2,28000000.0,1.0770000714285717,36.0,3,False,True,1.9744146714285715,45.0,11,True,False,1.1797167593373283
1433,Color of Night,30,R,Other,121.0,23000.0,5.2,40000000.0,0.49315125,65.0,1,False,False,2.018253142857143,39.0,6,True,False,1.870978222504756
1434,North,30,PG,Adventure,87.0,13000.0,4.5,40000000.0,0.179568675,47.0,7,True,False,4.173638845470383,13.0,1,False,False,3.708245230769231
1435,Muriel's Wedding,30,R,Comedy,106.0,37000.0,7.2,9000000.0,1.720253,32.0,0,False,False,0.0,22.0,0,False,False,0.0
1436,The Client,30,PG-13,Crime,119.0,62000.0,6.7,45000000.0,2.613671355555556,55.0,6,True,False,2.677154470819088,48.0,1,True,False,2.7549263636363635
1437,It Could Happen to You,30,PG,Comedy,101.0,37000.0,6.4,20000000.0,1.89698785,49.0,2,False,False,1.5983687883333333,30.0,6,False,True,2.9570792574760767
1438,Wolf,30,R,Drama,125.0,54000.0,6.2,70000000.0,1.8714656714285716,63.0,6,False,False,2.430741510281385,57.0,8,True,True,1.0569750056133072
1439,Mary Shelley's Frankenstein,30,R,Drama,123.0,53000.0,6.4,45000000.0,2.4890288,34.0,4,True,False,1.6312722378787878,51.0,14,True,False,1.3022173010382945
1440,Exit to Eden,30,R,Comedy,113.0,6600.0,4.3,25000000.0,0.2736628,60.0,4,False,False,3.712905845768025,38.0,0,False,False,0.0
1441,The Jungle Book,30,PG,Adventure,111.0,17000.0,6.0,27000000.0,1.6011075555555556,32.0,1,False,False,3.708245230769231,28.0,1,False,False,4.536695928571429
1442,The Hudsucker Proxy,30,PG,Comedy,111.0,78000.0,7.2,40000000.0,0.07041295,40.0,4,True,False,2.182224672619048,36.0,2,True,False,1.8790083325
1443,Timecop,30,R,Action,99.0,57000.0,5.9,27000000.0,3.764688185185185,51.0,3,False,False,0.9860829448809524,34.0,9,False,True,5.249177404482019
1444,The Santa Clause,30,PG,Comedy,97.0,102000.0,6.5,22000000.0,8.660879863636364,49.0,0,False,False,0.0,41.0,0,False,False,0.0
1445,The Specialist,30,R,Action,110.0,63000.0,5.6,45000000.0,3.785835155555556,43.0,0,False,False,0.0,48.0,16,True,True,3.4196891337350075
1446,The Pagemaster,30,G,Animation,80.0,22000.0,6.1,27000000.0,0.5063217777777778,33.0,0,False,False,0.0,14.0,3,True,False,7.8551570196078435
1447,Shallow Grave,30,R,Crime,89.0,58000.0,7.3,2500000.0,0.8318276,38.0,0,False,False,0.0,28.0,0,False,False,0.0
1448,Serial Mom,30,R,Comedy,95.0,28000.0,6.8,13000000.0,0.6015913846153846,48.0,2,False,False,2.044000863636364,40.0,2,False,False,1.4060651944444444
1449,Bad Girls,30,R,Action,99.0,12000.0,5.2,25000000.0,0.6096174,47.0,4,False,False,1.0367763736263735,36.0,2,False,False,0.7912955454545455
1450,The Shadow,30,PG-13,Action,108.0,24000.0,6.1,25000000.0,1.9225374,41.0,2,False,True,0.4436695833333333,36.0,2,True,False,3.635802533333333
1451,Blue Sky,30,PG-13,Drama,101.0,7000.0,6.4,16000000.0,0.2099665625,21.0,2,False,False,0.4819181772727272,45.0,1,False,False,0.5744679090909091
1452,Quiz Show,30,PG-13,Biography,133.0,66000.0,7.5,31000000.0,0.8007296451612903,58.0,3,True,False,4.458763393939393,32.0,0,False,False,0.0
1453,Surviving the Game,30,R,Action,96.0,11000.0,6.2,7400000.0,1.0442237837837838,43.0,1,False,False,4.029376,50.0,4,False,False,0.7542872125457876
1454,Nell,30,PG-13,Drama,112.0,28000.0,6.5,24500000.0,4.354441510204081,53.0,6,False,True,1.5153783316378069,32.0,3,True,False,4.225769563636364
1455,Major League II,30,PG,Comedy,105.0,25000.0,5.6,25000000.0,1.22504728,49.0,4,False,True,2.2034314915060573,29.0,9,True,False,3.384705368320672
1456,Don Juan DeMarco,30,PG-13,Comedy,97.0,49000.0,6.7,25000000.0,2.75170124,53.0,0,False,False,0.0,31.0,4,True,False,1.4926697622607654
1457,Clifford,30,PG,Comedy,90.0,7100.0,5.5,19000000.0,0.3899339473684211,49.0,0,False,False,0.0,44.0,1,False,False,1.4663121105232215
1458,Thumbelina,30,G,Animation,86.0,16000.0,6.4,28000000.0,0.4061964642857142,57.0,4,True,False,2.8658437416873705,33.0,1,True,False,5.283586975
1459,Double Dragon,30,PG-13,Action,96.0,12000.0,3.8,7850000.0,0.2982559235668789,41.0,0,False,False,0.0,36.0,0,False,False,0.0
1460,Death and the Maiden,30,R,Drama,103.0,23000.0,7.3,12000000.0,0.258643,61.0,3,False,False,0.4318347083333333,45.0,3,True,False,4.353383154152334
1461,PCU,30,PG-13,Comedy,79.0,12000.0,6.6,8000000.0,0.5412525,38.0,0,False,False,0.0,29.0,0,False,False,0.0
1462,The Postman,30,PG,Biography,108.0,34000.0,7.7,3000000.0,7.29964,48.0,1,False,False,0.5863303773584906,41.0,0,False,False,0.0
1463,8 Seconds,30,PG-13,Biography,105.0,4900.0,6.6,7000000.0,2.803342285714286,59.0,5,True,True,3.9446252662745103,28.0,0,False,False,0.0
1464,The Madness of King George,30,PG-13,Biography,110.0,16000.0,7.2,65897768.0,0.2312474225227173,38.0,0,False,False,0.0,65.0,0,False,False,0.0
1465,Nobody's Fool,30,R,Comedy,110.0,19000.0,7.4,20000000.0,1.97459875,62.0,3,False,False,0.4649196708333333,69.0,6,True,True,1.9556135696805008
1466,The Secret of Roan Inish,30,PG,Drama,103.0,7400.0,7.5,3000000.0,2.0530896666666667,44.0,7,True,False,2.712343694980695,13.0,0,False,False,0.0
1467,Above the Rim,30,R,Crime,96.0,15000.0,6.6,3500000.0,4.626377142857143,35.0,0,False,False,0.0,29.0,0,False,False,0.0
1468,Police Academy: Mission to Moscow,30,PG,Comedy,83.0,32000.0,3.5,6200000.0,0.0203624193548387,52.0,1,False,False,8.296181818181818,50.0,0,False,False,0.0
1469,On Deadly Ground,30,R,Action,101.0,23000.0,4.6,50000000.0,0.77180916,42.0,0,False,False,0.0,42.0,5,False,False,3.878961584761905
1470,Ready to Wear,30,R,Comedy,133.0,15000.0,5.2,18000000.0,0.6278140555555556,69.0,4,True,True,1.5495090284138655,60.0,0,False,False,0.0
1471,Bullets Over Broadway,30,R,Comedy,98.0,36000.0,7.4,20000000.0,0.66918735,59.0,13,True,False,1.1013186440595346,28.0,5,False,False,1.0413871275757574
1472,Crooklyn,30,PG-13,Comedy,115.0,9700.0,7.0,14000000.0,0.9744900714285716,37.0,6,True,False,4.030852291869242,42.0,0,False,False,0.0
1473,Spanking the Monkey,30,Unrated,Comedy,100.0,6000.0,6.3,200000.0,6.79868,36.0,0,False,False,0.0,25.0,0,False,False,0.0
1474,The Legend of Drunken Master,30,R,Action,102.0,44000.0,7.6,10000000.0,1.155543,58.0,0,False,False,0.0,40.0,3,False,False,3.677445033333333
1475,Intersection,30,R,Drama,98.0,7900.0,5.4,45000000.0,0.4745754,65.0,2,False,False,0.6091967166666666,45.0,11,False,True,2.9331730647795977
1476,The Swan Princess,30,G,Animation,90.0,23000.0,6.5,45000000.0,0.2171479555555555,43.0,0,False,False,0.0,75.0,0,False,False,0.0
1477,Renaissance Man,30,PG-13,Comedy,128.0,17000.0,6.2,40000000.0,0.6083081,51.0,3,True,False,4.477312558870968,50.0,2,False,False,2.394407032967033
1478,Jason's Lyric,30,R,Crime,119.0,3800.0,6.6,7000000.0,2.9787887142857143,42.0,0,False,False,0.0,26.0,0,False,False,0.0
1479,The Cowboy Way,30,PG-13,Action,102.0,7900.0,5.9,35000000.0,0.5794290285714285,38.0,0,False,False,0.0,33.0,0,False,False,0.0
1480,No Escape,30,R,Action,118.0,19000.0,6.1,20000000.0,0.7669515,51.0,0,False,False,0.0,40.0,1,False,False,0.3542210555555555
1481,The Road to Wellville,30,R,Comedy,118.0,12000.0,5.9,25000000.0,0.26250052,50.0,7,True,False,1.0514545645458184,57.0,2,True,False,1.3619237833333333
1482,Highlander: The Final Dimension,30,PG-13,Action,99.0,20000.0,4.5,26000000.0,0.4731953846153846,36.0,0,False,False,0.0,37.0,6,False,True,0.6602861486111111
1483,Cemetery Man,30,R,Comedy,105.0,20000.0,7.1,4000000.0,0.0634965,37.0,0,False,False,0.0,35.0,0,False,False,0.0
1484,Cabin Boy,30,PG-13,Adventure,80.0,8200.0,5.3,9000000.0,0.4069398888888889,24.0,0,False,False,0.0,34.0,0,False,False,0.0
1485,Guarding Tess,30,PG-13,Comedy,96.0,16000.0,6.2,20000000.0,1.3529152,51.0,1,False,False,10.0,60.0,2,True,False,8.225317066666667
1486,Drop Zone,30,R,Action,101.0,19000.0,5.6,45000000.0,0.6385625555555555,55.0,6,False,False,3.5943991645784767,32.0,5,False,True,2.9930748599206347
1487,Death Wish: The Face of Death,30,R,Action,95.0,7200.0,4.9,5000000.0,0.3404788,45.0,0,False,False,0.0,73.0,8,False,True,2.401134897569044
1488,City Slickers II: the Legend of Curly's Gold,30,PG-13,Comedy,116.0,19000.0,5.5,40000000.0,1.09055375,41.0,1,False,True,0.1923022916666666,46.0,4,True,False,3.2747112993916883
1489,The Ref,30,R,Comedy,96.0,24000.0,6.9,11000000.0,1.0399266363636364,31.0,0,False,False,0.0,37.0,0,False,False,0.0
1490,I.Q.,30,PG,Comedy,100.0,24000.0,6.2,25000000.0,1.05524884,55.0,7,False,False,0.9545208440625124,36.0,2,True,False,1.8790083325
1491,3 Ninjas Kick Back,30,PG,Action,93.0,8600.0,4.6,20000000.0,0.5899427,36.0,0,False,False,0.0,67.0,1,False,True,4.461584769230769
1492,The Favor,30,R,Comedy,97.0,2700.0,5.2,13000000.0,0.2411062307692307,40.0,1,False,False,2.1322021666666666,37.0,0,False,False,0.0
1493,The Paper,30,R,Comedy,112.0,13000.0,6.6,6000000.0,8.0707235,40.0,7,False,False,4.241923714115646,43.0,7,True,True,3.1551916324561406
1494,Terminal Velocity,30,PG-13,Action,102.0,13000.0,5.5,50000000.0,0.32974698,36.0,1,False,False,4.21337175,29.0,9,True,False,3.384705368320672
1495,China Moon,30,R,Crime,99.0,6200.0,6.3,15000000.0,0.2025666,52.0,0,False,False,0.0,44.0,1,True,False,1.2857156857142855
1496,Little Odessa,30,R,Crime,98.0,7600.0,6.7,2300000.0,0.4764717391304348,25.0,0,False,False,0.0,33.0,0,False,False,0.0
1497,Fresh,30,R,Crime,114.0,12000.0,7.6,3500000.0,2.3127474285714285,29.0,0,False,False,0.0,14.0,0,False,False,0.0
1498,Leprechaun 2,30,R,Comedy,85.0,9300.0,4.6,2000000.0,1.130311,32.0,0,False,False,0.0,24.0,1,False,True,9.507711111111112
1499,Love Affair,30,PG-13,Comedy,108.0,4500.0,6.0,60000000.0,0.3045482333333333,40.0,0,False,False,0.0,57.0,4,False,True,1.6557462431989445
1500,Mixed Nuts,30,PG-13,Comedy,97.0,11000.0,5.4,15000000.0,0.45479,53.0,1,False,False,10.0,49.0,7,True,False,2.708863103210123
1501,Silent Fall,30,R,Drama,101.0,3700.0,5.9,30000000.0,0.1060224666666666,54.0,3,True,True,3.792532927272728,47.0,6,False,False,1.1849182100662852
1502,The Air Up There,30,PG,Comedy,107.0,8500.0,5.5,17080000.0,1.230170843091335,51.0,2,False,False,0.985615022349936,36.0,4,False,False,3.025282216990022
1503,A Low Down Dirty Shame,30,R,Action,108.0,6700.0,6.0,10000000.0,2.9392418,36.0,1,False,False,4.343352333333334,36.0,1,False,False,4.343352333333334
1504,Swimming with Sharks,30,R,Comedy,93.0,22000.0,7.1,700000.0,0.54704,28.0,0,False,False,0.0,35.0,0,False,False,0.0
1505,I Love Trouble,30,PG,Action,123.0,12000.0,5.3,45000000.0,0.6845820888888889,53.0,1,False,False,2.069035,53.0,9,False,False,2.0832282818098142
1506,Blankman,30,PG-13,Action,92.0,9200.0,5.0,30000000.0,0.2647325666666666,36.0,1,False,False,1.656101111111111,34.0,1,False,False,4.0227006
1507,Mrs. Parker and the Vicious Circle,30,R,Biography,125.0,4300.0,6.4,7000000.0,0.306381,51.0,3,False,False,2.085784215659341,32.0,0,False,False,0.0
1508,Barcelona,30,PG-13,Comedy,101.0,5800.0,7.0,3200000.0,2.2709290625,42.0,1,True,False,10.0,35.0,0,False,False,0.0
1509,Pred dozhdot,30,Unrated,Drama,113.0,14000.0,8.0,1900000.0,0.4020247368421052,35.0,0,False,False,0.0,33.0,0,False,False,0.0
1510,Burnt by the Sun,30,R,Drama,135.0,15000.0,7.9,2800000.0,0.8262360714285715,49.0,0,False,False,0.0,49.0,0,False,False,0.0
1511,There Goes My Baby,30,R,Comedy,99.0,1000.0,6.4,10500000.0,0.0117627619047619,53.0,1,False,False,2.5,31.0,1,False,False,0.1300506666666666
1512,Radioland Murders,30,PG,Comedy,108.0,3400.0,6.2,15000000.0,0.087791,42.0,0,False,False,0.0,38.0,0,False,False,0.0
1513,Being Human,30,PG-13,Comedy,122.0,3800.0,5.4,40000000.0,0.03798415,48.0,1,False,False,0.3129363333333333,43.0,9,True,True,4.19035127183521
1514,Jimmy Hollywood,30,R,Crime,112.0,3100.0,5.3,30000000.0,0.1261001,52.0,9,True,True,3.382144843240638,51.0,3,True,False,2.176933009090909
1515,Squanto: A Warrior's Tale,30,PG,Adventure,102.0,1100.0,6.0,19200000.0,0.1740741145833333,50.0,0,False,False,0.0,22.0,0,False,False,0.0
1516,My Summer Story,30,PG,Comedy,85.0,1500.0,5.6,15000000.0,0.0047290666666666,55.0,5,True,True,4.518065226110556,59.0,1,False,True,7.882871066666667
1517,Getting Even with Dad,30,PG,Comedy,109.0,7600.0,4.8,30000000.0,0.6289864666666667,44.0,3,False,False,2.2208585462962964,14.0,3,True,False,7.8551570196078435
1518,Rapa Nui,30,R,Action,107.0,4700.0,6.4,20000000.0,0.0152535,42.0,3,False,False,2.722836797619048,28.0,1,False,False,4.536695928571429
1519,Heat,29,R,Crime,170.0,596000.0,8.2,60000000.0,3.123946966666667,52.0,4,True,False,1.2338903469696971,55.0,9,True,True,2.324110216029549
1520,Clueless,29,PG-13,Comedy,97.0,193000.0,6.8,12000000.0,4.719297666666667,41.0,3,False,False,6.3081470784313725,19.0,0,False,False,0.0
1521,Se7en,29,R,Crime,127.0,1500000.0,8.6,33000000.0,9.919198757575758,33.0,1,False,False,3.19628996,58.0,2,True,False,6.5953227000000005
1522,Braveheart,29,R,Biography,178.0,978000.0,8.3,72000000.0,2.961336333333333,39.0,0,False,False,0.0,39.0,12,True,False,4.229701745850719
1523,Apollo 13,29,PG,Adventure,140.0,277000.0,7.6,52000000.0,6.831498711538462,41.0,8,False,False,4.720523687351191,39.0,13,True,False,5.558564329992132
1524,The Usual Suspects,29,R,Crime,106.0,1000000.0,8.5,6000000.0,3.890261333333333,30.0,0,False,False,0.0,36.0,1,False,False,0.54704
1525,Jumanji,29,PG,Adventure,104.0,318000.0,7.0,65000000.0,4.043414461538462,45.0,2,False,False,5.6672008,44.0,10,True,True,3.775114559651689
1526,Casino,29,R,Crime,178.0,480000.0,8.2,52000000.0,2.2329302884615383,53.0,8,True,False,2.1095105160082004,52.0,15,True,False,1.3813380676357414
1527,Congo,29,PG-13,Action,109.0,43000.0,5.2,50000000.0,3.04044202,49.0,2,False,False,1.783244146306818,31.0,0,False,False,0.0
1528,Batman Forever,29,PG-13,Action,121.0,239000.0,5.4,100000000.0,3.36567158,56.0,7,True,False,2.668085454352869,36.0,6,False,False,1.3359635790692008
1529,Kids,29,Other,Drama,91.0,75000.0,7.1,1500000.0,4.941477333333333,52.0,0,False,False,0.0,17.0,0,False,False,0.0
1530,Toy Story,29,G,Animation,81.0,913000.0,8.3,30000000.0,10.0,38.0,0,False,False,0.0,39.0,13,True,False,5.558564329992132
1531,Desperado,29,R,Action,104.0,175000.0,7.2,7000000.0,3.6293492857142855,27.0,1,False,False,10.0,35.0,0,False,False,0.0
1532,Die Hard with a Vengeance,29,R,Action,128.0,370000.0,7.6,90000000.0,4.067796288888889,44.0,5,True,False,4.209007720378152,40.0,7,True,True,1.6741457978612198
1533,Mortal Kombat,29,PG-13,Action,101.0,112000.0,5.8,18000000.0,6.788662222222222,30.0,0,False,False,0.0,38.0,7,False,True,0.6335588966117216
1534,Mallrats,29,R,Comedy,94.0,118000.0,7.1,8000000.0,0.265320125,25.0,1,True,False,10.0,24.0,0,False,False,0.0
1535,12 Monkeys,29,R,Other,129.0,589000.0,8.0,29000001.0,5.822050109584479,55.0,4,True,False,2.7639816593292053,40.0,7,True,True,1.6741457978612198
1536,Leaving Las Vegas,29,R,Drama,111.0,117000.0,7.5,3600000.0,8.897202222222223,47.0,4,False,False,0.6624985101449276,31.0,7,False,True,2.8056376278366373
1537,Showgirls,29,Other,Drama,128.0,64000.0,4.9,45000000.0,0.4524138666666666,57.0,3,True,False,5.110820987336473,23.0,0,False,False,0.0
1538,Before Sunrise,29,R,Drama,101.0,282000.0,8.1,2500000.0,2.3949544,35.0,2,True,False,5.579205724637681,25.0,4,False,False,1.161191007633929
1539,Friday,29,R,Comedy,91.0,103000.0,7.3,3500000.0,8.061690857142857,26.0,0,False,False,0.0,26.0,0,False,False,0.0
1540,Sense and Sensibility,29,PG,Drama,136.0,106000.0,7.7,16000000.0,8.4114235,41.0,1,True,False,6.933459,36.0,0,False,False,0.0
1541,Waterworld,29,PG-13,Action,135.0,186000.0,6.2,175000000.0,1.5098184,43.0,4,False,False,2.045940973214286,40.0,11,True,False,4.689512883822643
1542,The Basketball Diaries,29,R,Biography,102.0,105000.0,7.3,2000000.0,1.201219,31.0,0,False,False,0.0,21.0,0,False,False,0.0
1543,Bad Boys,29,R,Action,119.0,247000.0,6.9,19000000.0,7.442474947368421,30.0,0,False,False,0.0,27.0,1,False,False,0.5338265
1544,Billy Madison,29,PG-13,Comedy,89.0,135000.0,6.4,10000000.0,2.6488734,33.0,2,False,False,1.5677206666666668,29.0,0,False,False,0.0
1545,Mighty Morphin Power Rangers: The Movie,29,PG,Action,95.0,26000.0,5.2,20000000.0,3.3216597,31.0,0,False,False,0.0,20.0,0,False,False,0.0
1546,GoldenEye,29,PG-13,Action,130.0,243000.0,7.2,60000000.0,5.869900566666667,52.0,1,False,False,0.7669515,42.0,0,False,False,0.0
1547,Species,29,R,Action,108.0,76000.0,5.8,35000000.0,3.2392600857142857,50.0,4,False,False,2.9241738825000003,21.0,0,False,False,0.0
1548,Outbreak,29,R,Action,127.0,123000.0,6.6,50000000.0,3.7971912,54.0,4,True,False,1.5014488540193605,58.0,5,True,False,4.704952054404761
1549,Four Rooms,29,R,Comedy,98.0,100000.0,6.8,4000000.0,1.0643385,27.0,1,False,False,10.0,34.0,1,False,False,0.4764717391304348
1550,The Quick and the Dead,29,R,Action,107.0,88000.0,6.4,32000000.0,0.58239178125,36.0,5,True,False,2.9263521451659456,37.0,1,False,True,2.9075
1551,Hackers,29,PG-13,Comedy,105.0,66000.0,6.2,20000000.0,0.3781864,37.0,0,False,False,0.0,23.0,0,False,False,0.0
1552,Casper,29,PG,Comedy,100.0,125000.0,6.1,50000000.0,5.75856388,32.0,0,False,False,0.0,42.0,2,False,False,1.8066338214285715
1553,Tank Girl,29,R,Action,104.0,31000.0,5.4,25000000.0,0.1625798,37.0,2,False,True,1.7970469507575757,32.0,0,False,False,0.0
1554,Pocahontas,29,G,Animation,81.0,175000.0,6.7,55000000.0,6.292359509090909,41.0,0,False,False,0.0,39.0,12,True,False,4.229701745850719
1555,A Goofy Movie,29,G,Animation,78.0,48000.0,6.9,18000000.0,1.9638109444444445,33.0,0,False,False,0.0,43.0,0,False,False,0.0
1556,Dangerous Minds,29,R,Biography,99.0,50000.0,6.5,23000000.0,7.805191347826087,52.0,0,False,False,0.0,37.0,3,False,True,1.1181345363636364
1557,Crimson Tide,29,R,Action,116.0,105000.0,7.3,53000000.0,2.969569716981132,51.0,6,True,False,4.288993823312282,65.0,9,True,True,1.5108566646049992
1558,To Die For,29,R,Comedy,106.0,45000.0,6.8,20000000.0,1.0642257,43.0,3,False,True,1.555294775,28.0,1,False,False,0.7524047115384616
1559,Sabrina,29,PG,Comedy,127.0,38000.0,6.3,58000000.0,0.9253806896551724,61.0,5,True,False,5.169192863978496,53.0,12,True,False,5.507416042932028
1560,While You Were Sleeping,29,PG,Comedy,103.0,95000.0,6.7,17000000.0,10.0,32.0,2,False,True,7.230792384615384,31.0,0,False,False,0.0
1561,Get Shorty,29,R,Comedy,105.0,78000.0,6.9,30250000.0,3.805012297520661,42.0,3,False,False,2.598595745153664,65.0,9,True,True,1.5108566646049992
1562,Babe,29,G,Comedy,91.0,119000.0,6.8,30000000.0,8.471163666666667,43.0,0,False,False,0.0,55.0,0,False,False,0.0
1563,Dead Man Walking,29,R,Crime,122.0,90000.0,7.5,11000000.0,3.5785122727272727,37.0,0,False,False,0.0,49.0,3,True,False,2.717006943434343
1564,The Brady Bunch Movie,29,PG-13,Comedy,90.0,21000.0,6.1,12000000.0,3.881344666666666,48.0,0,False,False,0.0,46.0,1,False,False,0.4727135
