id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
39,Willie & Phil,44,R,Comedy,115.0,415.0,5.9,5500000.0,0.8,50.0,0,False,False,0.0,34.0,0,False,False,0.0
40,Phobia,44,R,Drama,94.0,546.0,4.0,5100000.0,0.011601372549019608,74.0,0,False,False,0.0,37.0,0,False,False,0.0
41,Indiana Jones and the Raiders of the Lost Ark,43,PG,Action,115.0,905000.0,8.4,18000000.0,10.0,35.0,0,False,False,0.0,39.0,0,False,False,0.0
42,An American Werewolf in London,43,R,Comedy,97.0,97000.0,7.5,10000000.0,3.0669378,31.0,1,True,False,4.267773703703703,30.0,0,False,False,0.0
43,Escape from New York,43,R,Action,99.0,131000.0,7.2,6000000.0,4.207437666666666,33.0,1,False,False,10.0,30.0,0,False,False,0.0
44,The Evil Dead,43,Other,Horror,85.0,192000.0,7.5,350000.0,8.447514285714286,22.0,0,False,False,0.0,23.0,0,False,False,0.0
45,Porky's,43,R,Comedy,94.0,40000.0,6.2,2500000.0,10.0,42.0,0,False,False,0.0,26.0,0,False,False,0.0
46,Blow Out,43,R,Crime,108.0,47000.0,7.4,18000000.0,0.6666666666666666,41.0,1,False,False,4.907538461538461,27.0,0,False,False,0.0
47,Clash of the Titans,43,PG,Action,118.0,42000.0,6.9,15000000.0,2.739488533333333,55.0,0,False,False,0.0,74.0,0,False,False,0.0
48,Excalibur,43,R,Adventure,140.0,59000.0,7.4,11000000.0,3.1791941818181817,48.0,0,False,False,0.0,36.0,0,False,False,0.0
49,Mad Max 2,43,R,Action,96.0,170000.0,7.6,3000000.0,7.889456333333333,36.0,0,False,False,0.0,25.0,0,False,False,0.0
50,Stripes,43,R,Comedy,106.0,68000.0,6.9,10000000.0,8.5297,35.0,0,False,False,0.0,31.0,0,False,False,0.0
51,The Cannonball Run,43,PG,Action,95.0,34000.0,6.2,18000000.0,4.009976611111111,50.0,0,False,False,0.0,45.0,0,False,False,0.0
52,Thief,43,R,Action,123.0,27000.0,7.4,5500000.0,2.0896209090909093,38.0,0,False,False,0.0,41.0,0,False,False,0.0
53,Time Bandits,43,PG,Adventure,110.0,60000.0,7.0,5000000.0,8.473605,41.0,0,False,False,0.0,51.0,0,False,False,0.0
54,Friday the 13th Part 2,43,R,Horror,87.0,61000.0,6.1,1250000.0,10.0,30.0,0,False,False,0.0,55.0,1,False,False,10.0
55,For Your Eyes Only,43,PG,Action,127.0,94000.0,6.7,28000000.0,1.9576150714285714,49.0,0,False,False,0.0,54.0,0,False,False,0.0
56,Halloween II,43,R,Horror,92.0,77000.0,6.5,2500000.0,10.0,32.0,0,False,False,0.0,23.0,0,False,False,0.0
57,Taps,43,PG,Drama,126.0,17000.0,6.8,14000000.0,2.561146642857143,53.0,0,False,False,0.0,54.0,0,False,False,0.0
58,Reds,43,PG,Biography,195.0,21000.0,7.3,32000000.0,1.26195809375,44.0,0,False,False,0.0,44.0,0,False,False,0.0
59,The Fox and the Hound,43,G,Animation,83.0,87000.0,7.3,12000000.0,5.2880823333333336,62.0,0,False,False,0.0,61.0,0,False,False,0.0
60,Chariots of Fire,43,PG,Biography,125.0,56000.0,7.2,5500000.0,10.0,45.0,0,False,False,0.0,34.0,0,False,False,0.0
61,Absence of Malice,43,PG,Drama,116.0,12000.0,6.9,12000000.0,3.39308025,47.0,0,False,False,0.0,56.0,1,False,True,0.1881994
62,Tarzan the Ape Man,43,Other,Adventure,115.0,5300.0,3.4,6500000.0,5.625427692307692,55.0,0,False,False,0.0,25.0,0,False,False,0.0
63,Victory,43,PG,Drama,116.0,29000.0,6.7,10000000.0,1.0853418,75.0,1,False,True,0.011601372549019608,48.0,2,False,True,2.810969867132867
64,Arthur,43,PG,Comedy,97.0,27000.0,6.9,7000000.0,10.0,43.0,0,False,False,0.0,46.0,0,False,False,0.0
65,History of the World: Part I,43,R,Comedy,92.0,47000.0,6.9,11000000.0,2.8793551818181817,55.0,0,False,False,0.0,55.0,0,False,False,0.0
66,The Howling,43,R,Horror,91.0,32000.0,6.6,1000000.0,10.0,35.0,0,False,False,0.0,33.0,0,False,False,0.0
67,Dragonslayer,43,PG,Action,109.0,16000.0,6.7,18000000.0,0.7838896111111111,36.0,0,False,False,0.0,27.0,0,False,False,0.0
68,Cutter's Way,43,R,Crime,109.0,5300.0,6.9,3000000.0,0.5842113333333333,48.0,0,False,False,0.0,32.0,0,False,False,0.0
69,Quest for Fire,43,R,Adventure,100.0,21000.0,7.3,12500000.0,1.6770092,38.0,0,False,False,0.0,36.0,0,False,False,0.0
70,The Final Conflict,43,R,Horror,108.0,19000.0,5.6,5000000.0,4.0942764,43.0,0,False,False,0.0,34.0,0,False,False,0.0
71,Mommie Dearest,43,R,Biography,129.0,15000.0,6.7,5000000.0,3.8064522,51.0,0,False,False,0.0,40.0,0,False,False,0.0
72,Private Lessons,43,R,Comedy,87.0,3400.0,5.2,2800000.0,9.385357142857142,45.0,0,False,False,0.0,29.0,0,False,False,0.0
73,The Postman Always Rings Twice,43,R,Crime,122.0,22000.0,6.6,12000000.0,1.0313854166666667,48.0,0,False,False,0.0,44.0,1,True,False,2.4736195789473685
74,Deadly Blessing,43,R,Horror,100.0,5200.0,5.6,2500000.0,3.3116168,42.0,0,False,False,0.0,25.0,0,False,False,0.0
75,Eyewitness,43,R,Crime,103.0,4500.0,6.0,8500000.0,0.7529411764705882,52.0,0,False,False,0.0,31.0,0,False,False,0.0
76,Outland,43,R,Action,109.0,28000.0,6.6,16000000.0,1.0859121875,38.0,0,False,False,0.0,51.0,0,False,False,0.0
77,S.O.B.,43,R,Comedy,122.0,5700.0,6.4,12000000.0,1.2389238333333332,59.0,0,False,False,0.0,46.0,0,False,False,0.0
78,The Beyond,43,R,Horror,87.0,21000.0,6.8,400000.0,0.3096075,54.0,0,False,False,0.0,27.0,0,False,False,0.0
79,One from the Heart,43,R,Drama,107.0,5700.0,6.5,26000000.0,0.024492153846153848,42.0,0,False,False,0.0,45.0,0,False,False,0.0
80,True Confessions,43,R,Crime,108.0,7500.0,6.3,10000000.0,1.2850276,52.0,0,False,False,0.0,38.0,1,True,False,1.3001348333333334
81,Nighthawks,43,R,Action,99.0,18000.0,6.4,5000000.0,3.9810718,47.0,0,False,False,0.0,35.0,0,False,False,0.0
82,Neighbors,43,R,Comedy,94.0,7600.0,5.6,8500000.0,3.5195537647058823,46.0,0,False,False,0.0,32.0,1,True,False,4.267773703703703
83,Wolfen,43,R,Horror,115.0,9400.0,6.3,17000000.0,0.6251014705882353,42.0,0,False,False,0.0,45.0,0,False,False,0.0
84,Prince of the City,43,R,Crime,167.0,7600.0,7.5,8600000.0,0.9446810465116279,57.0,0,False,False,0.0,30.0,0,False,False,0.0
85,Eyes of a Stranger,43,R,Horror,84.0,2400.0,6.0,800000.0,1.3982925,36.0,0,False,False,0.0,28.0,0,False,False,0.0
86,Under the Rainbow,43,PG,Comedy,98.0,2600.0,5.4,20000000.0,0.9413245,31.0,0,False,False,0.0,38.0,2,False,True,3.83853425
87,Carbon Copy,43,PG,Comedy,92.0,2600.0,5.6,6000000.0,1.5944321666666668,43.0,0,False,False,0.0,47.0,0,False,False,0.0
88,Modern Problems,43,PG,Comedy,93.0,4900.0,5.1,8000000.0,3.269276375,39.0,0,False,False,0.0,38.0,2,False,True,3.83853425
89,Pennies from Heaven,43,R,Drama,108.0,5300.0,6.5,22000000.0,0.41687677272727275,54.0,0,False,False,0.0,36.0,0,False,False,0.0
90,The Legend of the Lone Ranger,43,PG,Action,98.0,2000.0,5.1,18000000.0,0.7009913888888889,58.0,0,False,False,0.0,31.0,0,False,False,0.0
91,Sphinx,43,PG,Adventure,118.0,1300.0,5.2,14000000.0,0.14448364285714285,61.0,0,False,False,0.0,27.0,0,False,False,0.0
92,Zoot Suit,43,R,Drama,103.0,1100.0,6.8,2700000.0,1.2059562962962962,41.0,0,False,False,0.0,32.0,0,False,False,0.0
93,Buddy Buddy,43,R,Comedy,96.0,4500.0,6.5,10000000.0,0.7258543,75.0,0,False,False,0.0,56.0,0,False,False,0.0
94,Bustin' Loose,43,R,Comedy,94.0,2900.0,6.1,11000000.0,2.8419335454545456,32.0,0,False,False,0.0,41.0,0,False,False,0.0
95,Heartbeeps,43,PG,Comedy,78.0,1300.0,4.3,12000000.0,0.179558,33.0,0,False,False,0.0,32.0,0,False,False,0.0
96,Take This Job and Shove It,43,PG,Comedy,100.0,761.0,5.0,3500000.0,5.019722,44.0,0,False,False,0.0,34.0,1,True,False,10.0
97,Whose Life Is It Anyway?,43,R,Comedy,119.0,2700.0,7.3,13000000.0,0.6312419230769231,42.0,0,False,False,0.0,34.0,0,False,False,0.0
98,Inchon,43,PG,Drama,140.0,659.0,2.7,46000000.0,0.11306491304347827,66.0,0,False,False,0.0,74.0,0,False,False,0.0
99,All Night Long,43,R,Comedy,87.0,1700.0,5.5,14000000.0,0.31816392857142856,51.0,0,False,False,0.0,51.0,1,False,False,2.003439
100,The Pursuit of D.B. Cooper,43,PG,Adventure,100.0,1100.0,5.6,12000000.0,0.3085023333333333,36.0,0,False,False,0.0,50.0,0,False,False,0.0
101,Rollover,43,R,Drama,116.0,1100.0,5.4,16000000.0,0.6782038125,53.0,0,False,False,0.0,44.0,1,False,False,10.0
102,Honky Tonk Freeway,43,PG,Action,107.0,928.0,5.2,24000000.0,0.08353091666666666,55.0,0,False,False,0.0,37.0,0,False,False,0.0
103,King of the Mountain,43,PG,Action,90.0,384.0,5.5,2000000.0,0.8955735,38.0,0,False,False,0.0,30.0,0,False,False,0.0
104,Fast Times at Ridgemont High,42,R,Comedy,90.0,98000.0,7.2,4500000.0,6.02064,28.0,0,False,False,0.0,22.0,0,False,False,0.0
105,Blade Runner,42,R,Action,117.0,710000.0,8.1,28000000.0,1.4884599285714286,45.0,0,False,False,0.0,40.0,1,True,False,10.0
106,The Thing,42,R,Horror,109.0,382000.0,8.1,15000000.0,1.3088035333333334,34.0,2,False,False,7.103718833333334,31.0,1,False,False,4.207437666666666
107,Conan the Barbarian,42,R,Action,129.0,141000.0,6.9,20000000.0,3.44257375,38.0,0,False,False,0.0,35.0,0,False,False,0.0
108,E.T. the Extra-Terrestrial,42,PG,Other,115.0,381000.0,7.8,10500000.0,10.0,36.0,1,True,False,10.0,11.0,0,False,False,0.0
109,First Blood,42,R,Action,93.0,234000.0,7.7,15000000.0,8.347526933333333,51.0,0,False,False,0.0,36.0,1,False,False,3.9810718
110,An Officer and a Gentleman,42,R,Drama,124.0,52000.0,7.0,7500000.0,10.0,38.0,0,False,False,0.0,33.0,1,False,False,4.738265416666667
111,Grease 2,42,PG,Comedy,115.0,34000.0,4.4,13200000.0,1.1493542424242424,48.0,0,False,False,0.0,24.0,0,False,False,0.0
112,Annie,42,PG,Comedy,127.0,41000.0,6.6,50000000.0,1.14127722,76.0,2,False,True,0.5484715862745098,11.0,0,False,False,0.0
113,Poltergeist,42,PG,Horror,114.0,148000.0,7.3,10700000.0,7.209568971962617,39.0,0,False,False,0.0,34.0,0,False,False,0.0
114,48 Hrs.,42,R,Action,96.0,73000.0,6.9,12000000.0,6.572375666666667,40.0,1,False,False,1.5795189,41.0,0,False,False,0.0
115,Star Trek II: The Wrath of Khan,42,PG,Action,113.0,115000.0,7.7,11200000.0,7.0458002678571425,37.0,0,False,False,0.0,51.0,0,False,False,0.0
116,Sophie's Choice,42,R,Drama,150.0,44000.0,7.6,12000000.0,2.503,54.0,1,False,True,0.6782038125,33.0,0,False,False,0.0
117,Gandhi,42,PG,Biography,191.0,220000.0,8.0,22000000.0,2.3985404090909093,59.0,0,False,False,0.0,39.0,0,False,False,0.0
118,Tootsie,42,PG,Comedy,116.0,100000.0,7.4,21000000.0,8.438095238095238,48.0,1,False,False,3.39308025,45.0,0,False,False,0.0
119,Tron,42,PG,Action,96.0,115000.0,6.8,17000000.0,1.9412073529411764,31.0,0,False,False,0.0,33.0,1,False,False,0.5842113333333333
120,The Secret of NIMH,42,G,Animation,82.0,37000.0,7.6,7000000.0,2.095104714285714,45.0,0,False,False,0.0,39.0,0,False,False,0.0
121,The King of Comedy,42,PG,Comedy,109.0,94000.0,7.8,20000000.0,0.1268121,40.0,1,True,False,1.3001348333333334,39.0,2,True,False,1.2925812166666666
122,Rocky III,42,PG,Drama,99.0,179000.0,6.8,17000000.0,7.356040352941177,36.0,0,False,False,0.0,36.0,1,False,False,3.9810718
123,The Beastmaster,42,PG,Action,118.0,22000.0,6.2,8000000.0,1.757066,28.0,0,False,False,0.0,34.0,0,False,False,0.0
124,Creepshow,42,R,Comedy,120.0,44000.0,6.9,8000000.0,2.628594375,42.0,0,False,False,0.0,57.0,0,False,False,0.0
125,The Man from Snowy River,42,PG,Adventure,102.0,8200.0,7.3,3500000.0,5.902692285714286,37.0,1,True,False,7.889456333333333,66.0,1,False,False,1.3873166666666668
126,Pink Floyd: The Wall,42,R,Drama,95.0,78000.0,8.0,12000000.0,1.85548025,38.0,0,False,False,0.0,31.0,0,False,False,0.0
127,Cat People,42,R,Other,118.0,20000.0,6.2,18000000.0,0.3888888888888889,36.0,1,False,False,4.738265416666667,21.0,0,False,False,0.0
128,Fanny and Alexander,42,R,Drama,188.0,59000.0,8.1,6000000.0,1.1326285,64.0,0,False,False,0.0,12.0,0,False,False,0.0
129,Friday the 13th Part III,42,R,Horror,95.0,49000.0,5.7,2300000.0,10.0,31.0,1,False,False,10.0,23.0,0,False,False,0.0
130,Firefox,42,PG,Action,136.0,26000.0,6.0,18000000.0,2.594904222222222,52.0,1,False,False,3.7331783076923077,52.0,2,False,False,4.222833953846154
131,Halloween III: Season of the Witch,42,R,Horror,98.0,45000.0,5.0,2500000.0,5.76,33.0,0,False,False,0.0,47.0,0,False,False,0.0
132,The Dark Crystal,42,PG,Adventure,93.0,63000.0,7.2,15000000.0,2.7753620666666667,46.0,0,False,False,0.0,46.0,0,False,False,0.0
133,The Verdict,42,R,Drama,129.0,37000.0,7.7,16000000.0,3.374608625,58.0,1,True,False,0.9446810465116279,57.0,2,False,True,1.790639825
134,Pieces,42,Unrated,Horror,85.0,9300.0,6.1,300000.0,6.77437,47.0,0,False,False,0.0,51.0,0,False,False,0.0
135,The World According to Garp,42,R,Comedy,136.0,25000.0,7.2,17000000.0,1.7477748235294117,61.0,0,False,False,0.0,31.0,1,False,True,2.49115185
136,Diner,42,R,Comedy,110.0,19000.0,7.1,5000000.0,2.8199906,40.0,0,False,False,0.0,24.0,0,False,False,0.0
137,The Best Little Whorehouse in Texas,42,R,Comedy,114.0,10000.0,6.0,35000000.0,1.9914753428571428,41.0,1,False,False,10.0,46.0,1,False,False,4.009976611111111
138,The Year of Living Dangerously,42,PG,Drama,115.0,20000.0,7.1,13000000.0,0.7906596153846154,38.0,0,False,False,0.0,26.0,1,True,False,7.889456333333333
139,The Last Unicorn,42,G,Animation,92.0,25000.0,7.4,3500000.0,1.84438,47.0,0,False,False,0.0,33.0,1,False,False,0.5842113333333333
140,The Entity,42,R,Drama,125.0,15000.0,6.7,9000000.0,1.4752842222222222,49.0,0,False,False,0.0,34.0,0,False,False,0.0
141,Airplane II: the Sequel,42,PG,Comedy,85.0,50000.0,6.2,15000000.0,1.8100356,36.0,0,False,False,0.0,35.0,2,True,True,7.509861
142,The Toy,42,PG,Comedy,102.0,11000.0,5.8,17000000.0,2.771650411764706,52.0,0,False,False,0.0,42.0,1,False,False,2.8419335454545456
143,The House on Sorority Row,42,R,Horror,91.0,7800.0,6.0,425000.0,10.0,23.0,0,False,False,0.0,23.0,0,False,False,0.0
144,Evil Under the Sun,42,PG,Crime,117.0,15000.0,7.1,10000000.0,0.611067,60.0,0,False,False,0.0,61.0,0,False,False,0.0
145,Death Wish II,42,R,Action,89.0,15000.0,6.0,2000000.0,8.05,47.0,0,False,False,0.0,61.0,0,False,False,0.0
146,Silent Rage,42,R,Action,103.0,5300.0,5.5,4500000.0,2.3312868888888887,34.0,0,False,False,0.0,42.0,1,False,True,4.74275
147,Megaforce,42,PG,Action,99.0,3400.0,3.7,20000000.0,0.28377995,51.0,1,False,False,4.009976611111111,37.0,0,False,False,0.0
148,Personal Best,42,R,Drama,128.0,2600.0,6.3,16000000.0,0.3545194375,48.0,0,False,False,0.0,21.0,0,False,False,0.0
149,Dead Men Don't Wear Plaid,42,PG,Comedy,88.0,21000.0,6.9,9000000.0,2.0217966666666665,60.0,0,False,False,0.0,37.0,1,False,False,0.41687677272727275
150,Amityville II: The Possession,42,R,Horror,104.0,11000.0,5.5,5000000.0,2.5069634,60.0,0,False,False,0.0,52.0,0,False,False,0.0
151,Missing,42,PG,Biography,122.0,19000.0,7.7,9500000.0,1.4736842105263157,49.0,0,False,False,0.0,57.0,1,False,False,0.7258543
152,Cannery Row,42,PG,Comedy,120.0,3500.0,6.7,11300000.0,0.46916274336283187,37.0,0,False,False,0.0,41.0,0,False,False,0.0
153,Tempest,42,PG,Comedy,140.0,2200.0,6.5,13000000.0,0.38501884615384613,52.0,1,False,False,0.8,53.0,0,False,False,0.0
154,Still of the Night,42,PG,Crime,93.0,4300.0,6.1,10000000.0,0.5979947,50.0,0,False,False,0.0,50.0,0,False,False,0.0
155,Parasite,42,R,Horror,85.0,2300.0,3.9,800000.0,0.0028375,31.0,0,False,False,0.0,41.0,0,False,False,0.0
156,Honkytonk Man,42,PG,Comedy,122.0,8200.0,6.6,2000000.0,2.2424955,52.0,1,False,False,3.7331783076923077,52.0,2,False,False,4.222833953846154
157,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",42,PG,Comedy,109.0,4200.0,7.2,850000.0,0.9893623529411765,57.0,1,False,True,2.49115185,36.0,0,False,False,0.0
158,The Final Option,42,R,Action,125.0,3000.0,6.4,6000000.0,0.4444788333333333,36.0,0,False,False,0.0,36.0,0,False,False,0.0
159,Trail of the Pink Panther,42,PG,Comedy,96.0,9800.0,5.0,6000000.0,1.5093455,60.0,1,False,False,1.2389238333333332,57.0,0,False,False,0.0
160,The Border,42,R,Crime,108.0,6100.0,6.4,22000000.0,0.2781219545454545,9.0,0,False,False,0.0,45.0,2,True,False,1.7525024978070176
161,Best Friends,42,PG,Comedy,116.0,2700.0,5.5,15000000.0,2.4547468666666665,56.0,0,False,False,0.0,46.0,1,False,False,4.009976611111111
162,Shoot the Moon,42,R,Drama,124.0,2500.0,6.9,12000000.0,0.7681275,38.0,0,False,False,0.0,46.0,1,False,False,0.6251014705882353
163,Lookin' to Get Out,42,R,Comedy,105.0,684.0,5.1,17000000.0,0.055674176470588234,53.0,0,False,False,0.0,44.0,0,False,False,0.0
164,Barbarosa,42,PG,Other,90.0,1500.0,6.4,11000000.0,0.15782936363636363,43.0,0,False,False,0.0,49.0,0,False,False,0.0
165,The Soldier,42,R,Action,96.0,1100.0,5.3,4000000.0,1.582204,32.0,0,False,False,0.0,28.0,0,False,False,0.0
166,Wrong Is Right,42,R,Comedy,117.0,1800.0,5.7,10000000.0,0.3583513,70.0,0,False,False,0.0,52.0,2,False,False,4.77975859375
167,Jekyll and Hyde... Together Again,42,R,Other,87.0,1100.0,6.2,5000000.0,0.7584376,44.0,0,False,False,0.0,32.0,0,False,False,0.0
168,Forced Vengeance,42,R,Action,90.0,2900.0,5.6,5000000.0,1.3320666,44.0,0,False,False,0.0,42.0,1,False,True,4.74275
169,Night Crossing,42,PG,Drama,107.0,1300.0,6.5,10000000.0,0.8,62.0,0,False,False,0.0,42.0,0,False,False,0.0
170,Things Are Tough All Over,42,R,Action,90.0,3100.0,6.0,7000000.0,3.0191962857142856,22.0,0,False,False,0.0,34.0,0,False,False,0.0
171,Jinxed!,42,R,Comedy,103.0,984.0,4.7,13400000.0,0.2141520895522388,70.0,0,False,False,0.0,37.0,0,False,False,0.0
172,Five Days One Summer,42,PG,Drama,108.0,1000.0,6.1,15000000.0,0.013271866666666667,75.0,0,False,False,0.0,52.0,2,False,False,4.77975859375
173,Partners,42,R,Comedy,93.0,1200.0,5.3,6000000.0,1.010483,42.0,0,False,False,0.0,41.0,0,False,False,0.0
174,"Yes, Giorgio",42,PG,Comedy,110.0,653.0,3.9,19000000.0,0.11997594736842106,62.0,1,False,True,0.14448364285714285,47.0,0,False,False,0.0
175,Scarface,41,R,Crime,170.0,766000.0,8.3,25000000.0,2.63538812,43.0,2,True,False,2.787102564102564,43.0,1,False,False,1.8013202727272728
176,The Outsiders,41,PG,Crime,91.0,78000.0,7.1,10000000.0,2.5697647,44.0,1,False,False,0.024492153846153848,17.0,0,False,False,0.0
177,Star Wars: Episode VI - Return of the Jedi,41,PG,Action,131.0,973000.0,8.3,32500000.0,10.0,46.0,0,False,False,0.0,32.0,1,True,False,10.0
178,Risky Business,41,R,Comedy,99.0,83000.0,6.8,6200000.0,10.0,34.0,0,False,False,0.0,21.0,0,False,False,0.0
179,National Lampoon's Vacation,41,R,Adventure,98.0,100000.0,7.4,15000000.0,4.093303466666667,39.0,1,False,False,6.641057333333333,40.0,4,False,True,2.97191734375
180,Trading Places,41,R,Comedy,116.0,141000.0,7.5,15000000.0,6.026986666666667,33.0,2,True,False,3.6673557518518516,22.0,0,False,False,0.0
181,Superman III,41,PG,Action,125.0,66000.0,5.0,39000000.0,1.5371954615384615,51.0,1,False,False,2.003439,31.0,1,False,False,1.9038425490196078
182,The Big Chill,41,R,Comedy,105.0,34000.0,7.2,8000000.0,7.049957375,34.0,0,False,False,0.0,34.0,0,False,False,0.0
183,Staying Alive,41,PG,Drama,93.0,15000.0,4.7,22000000.0,2.949666818181818,37.0,1,False,False,7.356040352941177,29.0,1,True,False,0.6666666666666666
184,Jaws 3-D,41,PG,Adventure,99.0,41000.0,3.7,20500000.0,4.2920514634146345,47.0,0,False,False,0.0,29.0,0,False,False,0.0
185,Christine,41,R,Horror,110.0,75000.0,6.7,9700000.0,2.166788556701031,35.0,3,True,False,5.1720804000000005,22.0,0,False,False,0.0
