id,title,rating,genre,runtime,age,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
1475,Intersection,R,Drama,medium,30,low,5.4,False,True,low,False,False,65.0,2,False,False,0.6091967166666666,45.0,11,False,True,2.9331730647795977
1476,The Swan Princess,G,Animation,medium,30,mid,6.5,False,False,low,False,False,43.0,0,False,False,0.0,75.0,0,False,False,0.0
1477,Renaissance Man,PG-13,Comedy,long,30,mid,6.2,False,False,low,False,False,51.0,3,True,False,4.477312558870968,50.0,2,False,False,2.394407032967033
1478,Jason's Lyric,R,Crime,medium,30,low,6.6,False,False,mid,False,True,42.0,0,False,False,0.0,26.0,0,False,False,0.0
1479,The Cowboy Way,PG-13,Action,medium,30,low,5.9,False,False,low,False,False,38.0,0,False,False,0.0,33.0,0,False,False,0.0
1480,No Escape,R,Action,medium,30,mid,6.1,False,False,low,False,False,51.0,0,False,False,0.0,40.0,1,False,False,0.35422105555555555
1481,The Road to Wellville,R,Comedy,medium,30,mid,5.9,False,False,low,False,False,50.0,7,True,False,1.0514545645458184,57.0,2,True,False,1.3619237833333333
1482,Highlander: The Final Dimension,PG-13,Action,medium,30,mid,4.5,False,True,low,False,False,36.0,0,False,False,0.0,37.0,6,False,True,0.6602861486111111
1483,Cemetery Man,R,Comedy,medium,30,mid,7.1,False,False,low,False,True,37.0,0,False,False,0.0,35.0,0,False,False,0.0
1484,Cabin Boy,PG-13,Adventure,short,30,low,5.3,False,True,low,False,True,24.0,0,False,False,0.0,34.0,0,False,False,0.0
1485,Guarding Tess,PG-13,Comedy,medium,30,mid,6.2,False,False,mid,False,False,51.0,1,False,False,10.0,60.0,2,True,False,8.225317066666667
1486,Drop Zone,R,Action,medium,30,mid,5.6,False,False,low,False,False,55.0,6,False,False,3.5943991645784767,32.0,5,False,True,2.9930748599206347
1487,Death Wish: The Face of Death,R,Action,medium,30,low,4.9,False,True,low,False,True,45.0,0,False,False,0.0,73.0,8,False,True,2.401134897569044
1488,City Slickers II: the Legend of Curly's Gold,PG-13,Comedy,medium,30,mid,5.5,False,False,mid,False,False,41.0,1,False,True,0.19230229166666668,46.0,4,True,False,3.2747112993916883
1489,The Ref,R,Comedy,medium,30,mid,6.9,False,False,mid,False,False,31.0,0,False,False,0.0,37.0,0,False,False,0.0
1490,I.Q.,PG,Comedy,medium,30,mid,6.2,False,False,mid,False,False,55.0,7,False,False,0.9545208440625125,36.0,2,True,False,1.8790083325
1491,3 Ninjas Kick Back,PG,Action,medium,30,low,4.6,False,True,low,False,False,36.0,0,False,False,0.0,67.0,1,False,True,4.461584769230769
1492,The Favor,R,Comedy,medium,30,low,5.2,False,True,low,False,False,40.0,1,False,False,2.1322021666666666,37.0,0,False,False,0.0
1493,The Paper,R,Comedy,medium,30,mid,6.6,False,False,high,False,True,40.0,7,False,False,4.241923714115646,43.0,7,True,True,3.1551916324561406
1494,Terminal Velocity,PG-13,Action,medium,30,mid,5.5,False,False,low,False,False,36.0,1,False,False,4.21337175,29.0,9,True,False,3.3847053683206716
1495,China Moon,R,Crime,medium,30,low,6.3,False,False,low,False,False,52.0,0,False,False,0.0,44.0,1,True,False,1.2857156857142857
1496,Little Odessa,R,Crime,medium,30,low,6.7,False,False,low,False,True,25.0,0,False,False,0.0,33.0,0,False,False,0.0
1497,Fresh,R,Crime,medium,30,mid,7.6,True,False,mid,False,True,29.0,0,False,False,0.0,14.0,0,False,False,0.0
1498,Leprechaun 2,R,Comedy,short,30,low,4.6,False,True,mid,False,True,32.0,0,False,False,0.0,24.0,1,False,True,9.507711111111112
1499,Love Affair,PG-13,Comedy,medium,30,low,6.0,False,False,low,False,False,40.0,0,False,False,0.0,57.0,4,False,True,1.6557462431989443
1500,Mixed Nuts,PG-13,Comedy,medium,30,mid,5.4,False,True,low,False,False,53.0,1,False,False,10.0,49.0,7,True,False,2.708863103210123
1501,Silent Fall,R,Drama,medium,30,low,5.9,False,False,low,False,False,54.0,3,True,True,3.7925329272727275,47.0,6,False,False,1.1849182100662852
1502,The Air Up There,PG,Comedy,medium,30,low,5.5,False,False,mid,False,False,51.0,2,False,False,0.985615022349936,36.0,4,False,False,3.0252822169900226
1503,A Low Down Dirty Shame,R,Action,medium,30,low,6.0,False,False,mid,False,False,36.0,1,False,False,4.343352333333334,36.0,1,False,False,4.343352333333334
1504,Swimming with Sharks,R,Comedy,medium,30,mid,7.1,False,False,low,False,True,28.0,0,False,False,0.0,35.0,0,False,False,0.0
1505,I Love Trouble,PG,Action,long,30,mid,5.3,False,True,low,False,False,53.0,1,False,False,2.069035,53.0,9,False,False,2.0832282818098142
1506,Blankman,PG-13,Action,medium,30,low,5.0,False,True,low,False,False,36.0,1,False,False,1.656101111111111,34.0,1,False,False,4.0227006
1507,Mrs. Parker and the Vicious Circle,R,Biography,long,30,low,6.4,False,False,low,False,True,51.0,3,False,False,2.085784215659341,32.0,0,False,False,0.0
1508,Barcelona,PG-13,Comedy,medium,30,low,7.0,False,False,mid,False,True,42.0,1,True,False,10.0,35.0,0,False,False,0.0
1509,Pred dozhdot,Unrated,Drama,medium,30,mid,8.0,True,False,low,False,True,35.0,0,False,False,0.0,33.0,0,False,False,0.0
1510,Burnt by the Sun,R,Drama,long,30,mid,7.9,True,False,low,False,True,49.0,0,False,False,0.0,49.0,0,False,False,0.0
1511,There Goes My Baby,R,Comedy,medium,30,low,6.4,False,False,low,False,False,53.0,1,False,False,2.5,31.0,1,False,False,0.13005066666666668
1512,Radioland Murders,PG,Comedy,medium,30,low,6.2,False,False,low,False,False,42.0,0,False,False,0.0,38.0,0,False,False,0.0
1513,Being Human,PG-13,Comedy,long,30,low,5.4,False,True,low,False,False,48.0,1,False,False,0.3129363333333333,43.0,9,True,True,4.19035127183521
1514,Jimmy Hollywood,R,Crime,medium,30,low,5.3,False,True,low,False,False,52.0,9,True,True,3.382144843240638,51.0,3,True,False,2.176933009090909
1515,Squanto: A Warrior's Tale,PG,Adventure,medium,30,low,6.0,False,False,low,False,False,50.0,0,False,False,0.0,22.0,0,False,False,0.0
1516,My Summer Story,PG,Comedy,short,30,low,5.6,False,False,low,False,False,55.0,5,True,True,4.518065226110556,59.0,1,False,True,7.882871066666667
1517,Getting Even with Dad,PG,Comedy,medium,30,low,4.8,False,True,low,False,False,44.0,3,False,False,2.2208585462962964,14.0,3,True,False,7.8551570196078435
1518,Rapa Nui,R,Action,medium,30,low,6.4,False,False,low,False,False,42.0,3,False,False,2.7228367976190477,28.0,1,False,False,4.536695928571429
1519,Heat,R,Crime,long,29,very-high,8.2,True,False,high,False,False,52.0,4,True,False,1.2338903469696971,55.0,9,True,True,2.3241102160295495
1520,Clueless,PG-13,Comedy,medium,29,very-high,6.8,False,False,high,False,False,41.0,3,False,False,6.3081470784313725,19.0,0,False,False,0.0
1521,Se7en,R,Crime,long,29,very-high,8.6,True,False,high,False,False,33.0,1,False,False,3.19628996,58.0,2,True,False,6.5953227000000005
1522,Braveheart,R,Biography,long,29,very-high,8.3,True,False,mid,False,False,39.0,0,False,False,0.0,39.0,12,True,False,4.229701745850719
1523,Apollo 13,PG,Adventure,long,29,very-high,7.6,True,False,high,False,False,41.0,8,False,False,4.720523687351191,39.0,13,True,False,5.558564329992132
1524,The Usual Suspects,R,Crime,medium,29,very-high,8.5,True,False,high,False,True,30.0,0,False,False,0.0,36.0,1,False,False,0.54704
1525,Jumanji,PG,Adventure,medium,29,very-high,7.0,False,False,high,False,False,45.0,2,False,False,5.6672008,44.0,10,True,True,3.7751145596516893
1526,Casino,R,Crime,long,29,very-high,8.2,True,False,mid,False,False,53.0,8,True,False,2.1095105160082004,52.0,15,True,False,1.3813380676357414
1527,Congo,PG-13,Action,medium,29,mid,5.2,False,True,high,False,False,49.0,2,False,False,1.783244146306818,31.0,0,False,False,0.0
1528,Batman Forever,PG-13,Action,long,29,very-high,5.4,False,True,high,False,False,56.0,7,True,False,2.668085454352869,36.0,6,False,False,1.3359635790692008
1529,Kids,Other,Drama,medium,29,high,7.1,False,False,high,False,True,52.0,0,False,False,0.0,17.0,0,False,False,0.0
1530,Toy Story,G,Animation,short,29,very-high,8.3,True,False,high,False,False,38.0,0,False,False,0.0,39.0,13,True,False,5.558564329992132
1531,Desperado,R,Action,medium,29,very-high,7.2,False,False,high,False,True,27.0,1,False,False,10.0,35.0,0,False,False,0.0
1532,Die Hard with a Vengeance,R,Action,long,29,very-high,7.6,True,False,high,False,False,44.0,5,True,False,4.2090077203781515,40.0,7,True,True,1.6741457978612198
1533,Mortal Kombat,PG-13,Action,medium,29,very-high,5.8,False,False,high,False,False,30.0,0,False,False,0.0,38.0,7,False,True,0.6335588966117216
1534,Mallrats,R,Comedy,medium,29,very-high,7.1,False,False,low,False,True,25.0,1,True,False,10.0,24.0,0,False,False,0.0
1535,12 Monkeys,R,Other,long,29,very-high,8.0,True,False,high,False,False,55.0,4,True,False,2.7639816593292053,40.0,7,True,True,1.6741457978612198
1536,Leaving Las Vegas,R,Drama,medium,29,very-high,7.5,True,False,high,False,True,47.0,4,False,False,0.6624985101449276,31.0,7,False,True,2.8056376278366373
1537,Showgirls,Other,Drama,long,29,high,4.9,False,True,low,False,False,57.0,3,True,False,5.110820987336473,23.0,0,False,False,0.0
1538,Before Sunrise,R,Drama,medium,29,very-high,8.1,True,False,mid,False,True,35.0,2,True,False,5.579205724637681,25.0,4,False,False,1.1611910076339287
1539,Friday,R,Comedy,medium,29,very-high,7.3,False,False,high,False,True,26.0,0,False,False,0.0,26.0,0,False,False,0.0
1540,Sense and Sensibility,PG,Drama,long,29,very-high,7.7,True,False,high,False,False,41.0,1,True,False,6.933459,36.0,0,False,False,0.0
1541,Waterworld,PG-13,Action,long,29,very-high,6.2,False,False,mid,True,False,43.0,4,False,False,2.045940973214286,40.0,11,True,False,4.689512883822643
1542,The Basketball Diaries,R,Biography,medium,29,very-high,7.3,False,False,mid,False,True,31.0,0,False,False,0.0,21.0,0,False,False,0.0
1543,Bad Boys,R,Action,medium,29,very-high,6.9,False,False,high,False,False,30.0,0,False,False,0.0,27.0,1,False,False,0.5338265
1544,Billy Madison,PG-13,Comedy,short,29,very-high,6.4,False,False,mid,False,False,33.0,2,False,False,1.5677206666666668,29.0,0,False,False,0.0
1545,Mighty Morphin Power Rangers: The Movie,PG,Action,medium,29,mid,5.2,False,True,high,False,False,31.0,0,False,False,0.0,20.0,0,False,False,0.0
1546,GoldenEye,PG-13,Action,long,29,very-high,7.2,False,False,high,False,False,52.0,1,False,False,0.7669515,42.0,0,False,False,0.0
1547,Species,R,Action,medium,29,high,5.8,False,False,high,False,False,50.0,4,False,False,2.9241738825000003,21.0,0,False,False,0.0
1548,Outbreak,R,Action,long,29,very-high,6.6,False,False,high,False,False,54.0,4,True,False,1.5014488540193605,58.0,5,True,False,4.704952054404761
1549,Four Rooms,R,Comedy,medium,29,very-high,6.8,False,False,mid,False,True,27.0,1,False,False,10.0,34.0,1,False,False,0.4764717391304348
1550,The Quick and the Dead,R,Action,medium,29,high,6.4,False,False,low,False,False,36.0,5,True,False,2.9263521451659456,37.0,1,False,True,2.9075
1551,Hackers,PG-13,Comedy,medium,29,high,6.2,False,False,low,False,False,37.0,0,False,False,0.0,23.0,0,False,False,0.0
1552,Casper,PG,Comedy,medium,29,very-high,6.1,False,False,high,False,False,32.0,0,False,False,0.0,42.0,2,False,False,1.8066338214285715
1553,Tank Girl,R,Action,medium,29,mid,5.4,False,True,low,False,False,37.0,2,False,True,1.7970469507575757,32.0,0,False,False,0.0
1554,Pocahontas,G,Animation,short,29,very-high,6.7,False,False,high,False,False,41.0,0,False,False,0.0,39.0,12,True,False,4.229701745850719
1555,A Goofy Movie,G,Animation,short,29,mid,6.9,False,False,mid,False,False,33.0,0,False,False,0.0,43.0,0,False,False,0.0
1556,Dangerous Minds,R,Biography,medium,29,high,6.5,False,False,high,False,False,52.0,0,False,False,0.0,37.0,3,False,True,1.1181345363636364
1557,Crimson Tide,R,Action,medium,29,very-high,7.3,False,False,mid,False,False,51.0,6,True,False,4.288993823312282,65.0,9,True,True,1.5108566646049992
1558,To Die For,R,Comedy,medium,29,mid,6.8,False,False,mid,False,False,43.0,3,False,True,1.555294775,28.0,1,False,False,0.7524047115384616
1559,Sabrina,PG,Comedy,long,29,mid,6.3,False,False,low,False,False,61.0,5,True,False,5.169192863978496,53.0,12,True,False,5.507416042932028
1560,While You Were Sleeping,PG,Comedy,medium,29,high,6.7,False,False,high,False,False,32.0,2,False,True,7.230792384615384,31.0,0,False,False,0.0
1561,Get Shorty,R,Comedy,medium,29,high,6.9,False,False,high,False,False,42.0,3,False,False,2.598595745153664,65.0,9,True,True,1.5108566646049992
1562,Babe,G,Comedy,medium,29,very-high,6.8,False,False,high,False,False,43.0,0,False,False,0.0,55.0,0,False,False,0.0
1563,Dead Man Walking,R,Crime,long,29,high,7.5,True,False,high,False,False,37.0,0,False,False,0.0,49.0,3,True,False,2.717006943434343
1564,The Brady Bunch Movie,PG-13,Comedy,medium,29,mid,6.1,False,False,high,False,False,48.0,0,False,False,0.0,46.0,1,False,False,0.4727135
1565,Johnny Mnemonic,R,Action,medium,29,high,5.7,False,False,low,False,False,42.0,0,False,False,0.0,31.0,4,False,False,4.0229239678571425
1566,The Bridges of Madison County,PG-13,Drama,long,29,high,7.6,True,False,high,False,False,65.0,11,True,False,3.4092540544422643,65.0,14,True,True,3.2348756319104597
1567,Strange Days,R,Action,long,29,high,7.2,False,False,low,False,False,44.0,2,False,False,2.077179825,33.0,1,True,False,0.8007296451612903
1568,Cutthroat Island,PG-13,Action,long,29,mid,5.7,False,False,low,False,False,36.0,6,False,True,2.1704562249078463,39.0,1,False,True,0.3916303
1569,Judge Dredd,R,Action,medium,29,very-high,5.6,False,False,mid,False,False,27.0,0,False,False,0.0,49.0,17,True,True,3.441227135018569
1570,The City of Lost Children,R,Other,medium,29,high,7.5,True,False,low,False,False,39.0,0,False,False,0.0,45.0,0,False,False,0.0
1571,Copycat,R,Drama,long,29,high,6.6,False,False,mid,False,False,47.0,1,False,False,0.163091,46.0,4,True,False,3.32969811561425
1572,Powder,PG-13,Drama,medium,29,mid,6.6,False,False,high,False,True,37.0,0,False,False,0.0,42.0,0,False,False,0.0
1573,A Little Princess,G,Drama,medium,29,mid,7.7,True,False,low,False,False,34.0,1,True,False,10.0,11.0,0,False,False,0.0
1574,The American President,PG-13,Comedy,medium,29,high,6.8,False,False,mid,False,False,48.0,8,True,True,3.674380074161585,51.0,9,True,False,5.157660194507421
1575,Under Siege 2: Dark Territory,R,Action,medium,29,mid,5.5,False,False,mid,False,False,57.0,3,False,True,1.6337576777777778,43.0,6,False,True,3.3611028473015874
1576,Mr. Holland's Opus,PG,Drama,long,29,mid,7.3,False,False,high,False,False,37.0,4,False,False,4.376594316666667,48.0,7,False,False,1.0307902467234826
1577,The Prophecy,R,Action,medium,29,mid,6.5,False,False,mid,False,True,37.0,0,False,False,0.0,52.0,4,False,False,0.9059665342767295
1578,Dead Man,R,Adventure,long,29,high,7.6,True,False,low,False,True,42.0,4,True,False,3.1243849139610393,32.0,6,True,False,1.5082435389145843
1579,Ace Ventura: When Nature Calls,PG-13,Adventure,medium,29,very-high,6.4,False,False,high,False,False,34.0,0,False,False,0.0,33.0,3,False,False,9.049275466666666
1580,First Knight,PG-13,Action,long,29,high,6.0,False,False,mid,False,False,45.0,1,False,False,10.0,65.0,9,True,False,2.6011102797354093
1581,Jade,R,Crime,medium,29,mid,5.3,False,True,low,False,False,60.0,4,False,True,1.4572409848484849,39.0,0,False,False,0.0
1582,The Big Green,PG,Comedy,medium,29,low,5.6,False,False,mid,False,False,37.0,0,False,False,0.0,37.0,5,False,False,4.366721575247541
1583,Virtuosity,R,Action,medium,29,mid,5.6,False,False,low,False,False,36.0,1,False,True,3.2100816,41.0,3,True,False,1.092831606095437
1584,Halloween: The Curse of Michael Myers,R,Horror,short,29,mid,4.8,False,True,high,False,True,27.0,0,False,False,0.0,76.0,3,False,True,3.5365665111111113
1585,Father of the Bride Part II,PG,Comedy,medium,29,mid,6.1,False,False,mid,False,False,54.0,2,False,True,1.3768085444444444,50.0,8,True,True,2.4271039653088575
1586,Assassins,R,Action,long,29,high,6.3,False,False,low,False,False,65.0,9,True,False,4.095894312963761,49.0,17,True,True,3.441227135018569
1587,A Walk in the Clouds,PG-13,Drama,medium,29,mid,6.7,False,False,mid,False,False,63.0,1,False,False,10.0,31.0,4,False,False,4.0229239678571425
1588,Rob Roy,R,Adventure,long,29,mid,6.9,False,False,mid,False,False,38.0,3,False,False,1.7306037473084885,43.0,3,True,False,4.509401357142857
1589,Dead Presidents,R,Action,medium,29,mid,6.9,False,False,mid,False,False,23.0,1,True,False,7.974877714285714,20.0,0,False,False,0.0
1590,The Baby-Sitters Club,PG,Comedy,medium,29,low,5.8,False,False,mid,False,True,43.0,0,False,False,0.0,13.0,0,False,False,0.0
1591,Waiting to Exhale,R,Comedy,long,29,mid,6.0,False,False,high,False,False,34.0,0,False,False,0.0,32.0,0,False,False,0.0
1592,Welcome to the Dollhouse,R,Comedy,short,29,mid,7.4,True,False,high,False,True,36.0,0,False,False,0.0,13.0,0,False,False,0.0
1593,The Indian in the Cupboard,PG,Drama,medium,29,mid,6.0,False,False,low,False,False,51.0,3,False,False,2.3431899695970695,11.0,0,False,False,0.0
1594,Rumble in the Bronx,R,Action,short,29,mid,6.8,False,False,high,False,True,35.0,1,False,False,10.0,41.0,4,True,False,3.0469695249999997
1595,Devil in a Blue Dress,R,Crime,medium,29,mid,6.7,False,False,low,False,False,46.0,0,False,False,0.0,41.0,3,True,False,1.092831606095437
1596,How to Make an American Quilt,PG-13,Comedy,medium,29,mid,6.3,False,False,high,False,False,35.0,0,False,False,0.0,24.0,3,True,False,1.2887853050379572
1597,Tales from the Crypt: Demon Knight,R,Action,medium,29,mid,6.7,False,False,mid,False,False,44.0,2,False,False,2.536799891891892,29.0,0,False,False,0.0
1598,The Net,PG-13,Action,medium,29,high,5.9,False,False,high,False,False,64.0,1,False,False,0.3101378,31.0,0,False,False,0.0
1599,Living in Oblivion,R,Comedy,medium,29,mid,7.5,True,False,mid,False,True,42.0,1,False,False,0.180182,38.0,0,False,False,0.0
1600,Dracula: Dead and Loving It,PG-13,Comedy,short,29,mid,5.9,False,False,low,False,False,69.0,4,False,False,1.6652985584374325,69.0,3,True,False,4.015672590096618
1601,Village of the Damned,R,Horror,medium,29,mid,5.7,False,False,low,False,False,47.0,10,True,False,2.8887863256398005,43.0,4,False,True,1.1468183379336352
1602,Wild Bill,R,Action,medium,29,low,5.9,False,False,low,False,False,53.0,10,False,False,1.8602842487580236,46.0,12,True,False,1.1711570353449319
1603,Grumpier Old Men,PG-13,Comedy,medium,29,mid,6.7,False,False,mid,False,False,45.0,4,False,True,1.8228905263888888,75.0,2,False,False,0.6038561458333334
1604,Boys on the Side,R,Comedy,medium,29,mid,6.5,False,False,mid,False,False,68.0,6,False,False,4.6802119810236515,40.0,3,False,True,4.5832172903225805
1605,Tales from the Hood,R,Crime,medium,29,low,6.4,False,False,mid,False,True,35.0,1,False,False,0.2338242338242338,56.0,0,False,False,0.0
1606,Money Train,R,Action,medium,29,mid,5.7,False,False,low,False,False,45.0,2,False,False,6.387972503095975,33.0,6,False,True,2.600656142526455
1607,Candyman: Farewell to the Flesh,R,Horror,medium,29,mid,5.3,False,True,mid,False,True,40.0,1,False,True,0.18586125,41.0,1,False,False,1.389344523809524
1608,The Crossing Guard,R,Drama,medium,29,mid,6.3,False,False,low,False,True,35.0,1,False,False,0.027303571428571427,58.0,9,True,True,1.14747396848167
1609,Nixon,R,Biography,long,29,mid,7.1,False,False,low,False,False,49.0,8,True,False,3.935980851416057,58.0,3,True,False,0.9954493622222222
1610,Hideaway,R,Other,medium,29,low,5.3,False,True,low,False,False,36.0,1,False,True,3.2100816,43.0,3,True,True,2.4620572555555555
1611,Underground,Unrated,Comedy,long,29,high,8.1,True,False,low,False,False,41.0,1,False,False,0.005923526315789474,45.0,0,False,False,0.0
1612,Mighty Aphrodite,R,Comedy,medium,29,mid,7.0,False,False,low,False,False,60.0,14,True,False,1.0704521230552821,60.0,6,True,False,0.7740073454805998
1613,Total Eclipse,R,Biography,medium,29,mid,6.5,False,False,low,False,True,47.0,1,False,False,1.7322970555555555,21.0,0,False,False,0.0
1614,Fair Game,R,Action,medium,29,mid,4.3,False,True,low,False,False,20.0,0,False,False,0.0,32.0,0,False,False,0.0
1615,Lord of Illusions,R,Horror,medium,29,mid,6.1,False,False,mid,False,False,43.0,1,False,False,0.8056685454545455,41.0,1,False,False,1.9448588148148147
1616,The Scarlet Letter,R,Drama,long,29,mid,5.3,False,True,low,False,False,50.0,4,True,False,0.9466877843584656,33.0,2,False,False,3.0642534125
1617,Nick of Time,R,Action,medium,29,mid,6.3,False,False,low,False,False,56.0,7,False,False,3.172136791860917,32.0,6,True,False,1.5082435389145843
1618,Things to Do in Denver When You're Dead,R,Crime,medium,29,mid,6.8,False,False,low,False,True,30.0,0,False,False,0.0,39.0,1,False,False,0.56952395
1619,Safe,R,Drama,medium,29,mid,7.2,False,False,low,False,True,34.0,1,False,False,3.14912,35.0,0,False,False,0.0
1620,Sudden Death,R,Action,medium,29,mid,5.8,False,False,mid,False,False,52.0,4,False,False,1.6807342549570103,35.0,11,False,True,4.8952902724501755
1621,Canadian Bacon,PG,Comedy,medium,29,mid,5.9,False,False,low,False,False,41.0,0,False,False,0.0,45.0,5,False,False,3.4805024511111116
1622,Screamers,R,Horror,medium,29,mid,6.4,False,False,low,False,False,39.0,0,False,False,0.0,48.0,6,True,False,1.4463718564423076
1623,Vampire in Brooklyn,R,Comedy,medium,29,mid,4.6,False,True,low,False,False,56.0,6,True,False,4.518598339087301,34.0,10,True,False,4.91302174062271
1624,A Kid in King Arthur's Court,PG,Adventure,short,29,low,4.7,False,True,low,False,False,50.0,2,False,True,3.7775282666666667,15.0,1,False,False,5.6500758
1625,Othello,R,Drama,long,29,low,6.9,False,False,low,False,False,35.0,0,False,False,0.0,34.0,2,False,False,2.1588985144230772
1626,Clockers,R,Crime,long,29,mid,6.9,False,False,low,False,False,38.0,7,True,False,3.5942291175205745,56.0,3,True,False,1.5310245555555557
1627,Smoke,R,Comedy,medium,29,mid,7.4,True,False,mid,False,True,46.0,2,True,True,1.540715181818182,56.0,3,True,False,1.5310245555555557
1628,Tall Tale,PG,Adventure,medium,29,low,5.9,False,False,low,False,False,40.0,1,True,False,2.7257276296296298,43.0,8,False,True,3.692212678881338
1629,Kiss of Death,R,Crime,medium,29,mid,5.9,False,False,low,False,False,54.0,2,False,False,2.0374718124999998,39.0,0,False,False,0.0
1630,Home for the Holidays,PG-13,Comedy,medium,29,mid,6.6,False,False,low,False,False,33.0,1,False,False,2.5010896,37.0,1,True,False,5.740793714285714
1631,Angels and Insects,R,Drama,medium,29,low,6.8,False,False,low,False,True,41.0,0,False,False,0.0,35.0,0,False,False,0.0
1632,The Hunted,R,Action,medium,29,low,6.0,False,False,low,False,False,35.0,0,False,False,0.0,38.0,7,False,True,0.6335588966117216
1633,Restoration,R,Biography,medium,29,low,6.6,False,False,low,False,False,39.0,1,False,False,1.45959552,30.0,3,True,False,0.6079867299539171
1634,My Family,R,Drama,long,29,low,7.3,False,False,mid,False,True,46.0,0,False,False,0.0,40.0,0,False,False,0.0
1635,The Brothers McMullen,R,Comedy,medium,29,low,6.6,False,False,high,False,True,27.0,0,False,False,0.0,41.0,0,False,False,0.0
1636,The Englishman Who Went Up a Hill But Came Down a Mountain,PG,Comedy,medium,29,mid,6.6,False,False,low,False,False,45.0,0,False,False,0.0,35.0,2,False,False,5.1862805
1637,Blue in the Face,R,Comedy,short,29,low,6.7,False,False,low,False,True,48.0,0,False,False,0.0,56.0,3,True,False,1.5310245555555557
1638,Party Girl,R,Comedy,medium,29,low,6.5,False,False,high,False,True,29.0,0,False,False,0.0,27.0,0,False,False,0.0
1639,Losing Isaiah,R,Drama,medium,29,low,6.4,False,False,low,False,False,46.0,1,False,False,0.1100218,46.0,2,False,False,0.39221723579545453
1640,The Underneath,R,Crime,medium,29,low,6.1,False,False,low,False,True,32.0,3,True,False,3.416019352272727,40.0,0,False,False,0.0
1641,The Pebble and the Penguin,G,Animation,short,29,low,5.6,False,False,low,False,False,58.0,5,True,False,2.373914286207039,45.0,2,False,False,0.9281230289458213
1642,Fluke,PG,Drama,medium,29,low,6.7,False,False,low,False,False,35.0,0,False,False,0.0,36.0,5,True,False,0.8830431680991857
1643,Houseguest,PG,Comedy,medium,29,low,6.0,False,False,mid,False,False,33.0,1,False,False,1.7696150666666666,39.0,0,False,False,0.0
1644,Bad Company,R,Crime,medium,29,low,5.4,False,True,low,False,False,37.0,0,False,False,0.0,41.0,1,False,False,1.1104245
1645,The White Balloon,Unrated,Drama,short,29,low,7.7,True,False,high,False,True,35.0,0,False,False,0.0,7.0,0,False,False,0.0
1646,White Man's Burden,R,Drama,short,29,low,5.3,False,True,low,False,True,42.0,0,False,False,0.0,41.0,7,True,True,3.7793361905901115
1647,Never Talk to Strangers,R,Crime,short,29,low,5.2,False,True,mid,False,True,65.0,0,False,False,0.0,36.0,1,False,False,1.9055185
1648,Top Dog,PG-13,Action,short,29,low,4.2,False,True,low,False,True,44.0,0,False,False,0.0,55.0,10,False,True,3.189604660666264
1649,The Incredibly True Adventure of Two Girls in Love,R,Comedy,medium,29,low,6.5,False,False,high,False,True,33.0,0,False,False,0.0,24.0,0,False,False,0.0
1650,An Awfully Big Adventure,R,Comedy,medium,29,low,5.9,False,False,low,False,True,53.0,1,False,False,10.0,35.0,2,False,False,5.1862805
1651,Dr. Jekyll and Ms. Hyde,PG-13,Comedy,medium,29,low,4.5,False,True,low,False,True,34.0,1,False,True,7.756651111111111,36.0,0,False,False,0.0
1652,Jefferson in Paris,PG-13,Biography,long,29,low,5.7,False,False,low,False,False,67.0,2,True,False,4.2815058666666665,54.0,10,False,True,1.9433636625177215
1653,Three Wishes,PG,Drama,medium,29,low,6.1,False,False,low,False,False,49.0,3,False,False,4.151517280555556,43.0,8,False,True,3.692212678881338
1654,New Jersey Drive,R,Crime,medium,29,low,6.7,False,False,low,False,True,32.0,0,False,False,0.0,22.0,0,False,False,0.0
1655,Beyond Rangoon,R,Action,medium,29,low,6.6,False,False,low,False,False,62.0,2,True,False,1.6264795909090908,27.0,0,False,False,0.0
1656,The Walking Dead,R,Action,short,29,low,4.9,False,True,low,False,False,33.0,0,False,False,0.0,27.0,1,False,False,2.9787887142857143
1657,Space Jam,PG,Animation,short,28,very-high,6.5,False,False,mid,False,False,58.0,1,False,False,0.2762936111111111,33.0,0,False,False,0.0
1658,Independence Day,PG-13,Action,long,28,very-high,7.0,False,False,high,False,False,41.0,2,False,False,2.5761033264822135,28.0,2,False,False,3.9881507236842104
1659,Romeo + Juliet,PG-13,Drama,long,28,very-high,6.7,False,False,high,False,False,34.0,0,False,False,0.0,22.0,2,False,False,0.6218681875000001
1660,Scream,R,Horror,medium,28,very-high,7.3,False,False,high,False,False,57.0,7,True,True,4.014168119217687,23.0,0,False,False,0.0
1661,Sleepers,R,Crime,long,28,very-high,7.6,True,False,high,False,False,54.0,11,True,True,3.132417011411762,53.0,16,True,False,1.4345625814373537
1662,From Dusk Till Dawn,R,Action,medium,28,very-high,7.2,False,False,mid,False,False,28.0,3,False,False,4.897895928571429,57.0,6,True,False,1.1576048263492065
1663,Fargo,R,Crime,medium,28,very-high,8.1,True,False,high,False,True,42.0,5,True,False,1.7598623280952381,46.0,0,False,False,0.0
