id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency_cat,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
2374,Whatever It Takes,24,PG-13,Comedy,94.0,10000.0,5.5,32000000.0,low,39.0,0,False,False,0.0,22.0,0,False,False,0.0
2375,Chuck & Buck,24,R,Comedy,96.0,5300.0,6.6,250000.0,high,35.0,0,False,False,0.0,30.0,0,False,False,0.0
2376,Autumn in New York,24,PG-13,Drama,103.0,25000.0,5.6,65000000.0,mid,39.0,0,False,False,0.0,51.0,14,True,True,2.616280006255398
2377,Pollock,24,R,Biography,122.0,27000.0,7.0,6000000.0,mid,50.0,0,False,False,0.0,50.0,2,True,False,0.7441411428571428
2378,The Art of War,24,R,Action,117.0,29000.0,5.7,60000000.0,low,44.0,1,False,False,0.28558475,38.0,10,False,True,1.979541415679272
2379,Left Behind: The Movie,24,PG-13,Action,96.0,9200.0,4.5,4000000.0,mid,55.0,0,False,False,0.0,30.0,0,False,False,0.0
2380,Psycho Beach Party,24,Unrated,Comedy,95.0,5700.0,6.2,1500000.0,low,31.0,0,False,False,0.0,22.0,0,False,False,0.0
2381,Bait,24,R,Action,119.0,11000.0,5.8,51000000.0,low,35.0,1,False,False,0.6401643,33.0,0,False,False,0.0
2382,Saving Grace,24,R,Comedy,93.0,18000.0,6.9,10000000.0,mid,41.0,0,False,False,0.0,54.0,0,False,False,0.0
2383,Hamlet,24,R,Drama,112.0,9200.0,6.0,2000000.0,mid,41.0,0,False,False,0.0,30.0,8,True,False,1.28327169562252
2384,The Isle,24,Unrated,Drama,90.0,13000.0,7.0,1000000.0,low,40.0,0,False,False,0.0,28.0,0,False,False,0.0
2385,Highlander: Endgame,24,R,Action,87.0,20000.0,4.6,25000000.0,low,35.0,0,False,False,0.0,43.0,9,False,True,1.2837841720560303
2386,Dr. T & the Women,24,R,Comedy,122.0,18000.0,4.6,23000000.0,low,75.0,8,True,True,1.0070502261513772,51.0,14,True,True,2.616280006255398
2387,The Yards,24,R,Crime,115.0,20000.0,6.4,24000000.0,low,31.0,1,False,False,0.4764717391304348,29.0,2,True,False,2.475456069230769
2388,Urban Legends: Final Cut,24,R,Horror,97.0,16000.0,4.3,14000000.0,mid,36.0,0,False,False,0.0,21.0,0,False,False,0.0
2389,Woman on Top,24,R,Comedy,92.0,10000.0,5.3,8000000.0,mid,49.0,0,False,False,0.0,26.0,0,False,False,0.0
2390,Ready to Rumble,24,PG-13,Comedy,107.0,14000.0,5.4,24000000.0,low,37.0,2,False,False,3.01408128125,29.0,0,False,False,0.0
2391,The Ladies Man,24,R,Comedy,84.0,13000.0,5.2,24000000.0,low,39.0,2,False,False,6.560148142857143,39.0,0,False,False,0.0
2392,The Contender,24,R,Drama,126.0,23000.0,6.9,20000000.0,mid,38.0,0,False,False,0.0,44.0,0,False,False,0.0
2393,Nine Queens,24,R,Crime,114.0,51000.0,7.9,1500000.0,high,41.0,0,False,False,0.0,43.0,0,False,False,0.0
2394,The Broken Hearts Club: A Romantic Comedy,24,R,Comedy,94.0,7300.0,7.0,1000000.0,mid,28.0,0,False,False,0.0,32.0,0,False,False,0.0
2395,The in Crowd,24,PG-13,Drama,105.0,4400.0,4.7,24000000.0,low,49.0,2,False,True,3.566979964673913,27.0,0,False,False,0.0
2396,Girlfight,24,R,Drama,110.0,9400.0,6.8,1000000.0,mid,32.0,0,False,False,0.0,22.0,0,False,False,0.0
2397,Gossip,24,R,Drama,90.0,15000.0,5.9,24000000.0,low,37.0,0,False,False,0.0,27.0,1,False,False,1.167665333333333
2398,Waking the Dead,24,R,Drama,105.0,6900.0,6.5,8500000.0,low,39.0,1,False,False,0.3053394,32.0,2,False,False,0.27596186
2399,My Dog Skip,24,PG,Comedy,95.0,20000.0,7.0,6000000.0,high,40.0,0,False,False,0.0,15.0,0,False,False,0.0
2400,Duets,24,R,Comedy,112.0,9200.0,6.1,21000000.0,low,57.0,0,False,False,0.0,50.0,0,False,False,0.0
2401,The Weight of Water,24,R,Crime,114.0,9100.0,5.9,16000000.0,low,49.0,3,False,False,1.4479555261904762,28.0,1,False,False,0.569158875
2402,Lucky Numbers,24,R,Comedy,105.0,9900.0,5.0,63000000.0,low,59.0,3,False,True,4.771194076923076,46.0,14,True,True,2.924983538554681
2403,Animal Factory,24,R,Crime,94.0,13000.0,6.6,3600000.0,low,43.0,1,False,False,0.5767238461538462,45.0,5,True,False,0.4991849347619048
2404,Bless the Child,24,R,Crime,107.0,14000.0,5.1,65000000.0,low,42.0,4,False,False,5.702776804122807,47.0,2,False,False,1.3322253525641026
2405,Rugrats in Paris,24,G,Animation,78.0,12000.0,6.2,30000000.0,high,38.0,0,False,False,0.0,37.0,0,False,False,0.0
2406,Small Time Crooks,24,PG,Comedy,94.0,38000.0,6.7,25000000.0,mid,65.0,19,True,False,0.8955375878343359,65.0,10,True,False,0.773336849431217
2407,Bounce,24,PG-13,Drama,106.0,20000.0,5.7,35000000.0,mid,45.0,1,False,False,1.1762734,28.0,3,False,False,4.761669333333333
2408,Brother,24,R,Crime,114.0,22000.0,7.1,10000000.0,mid,53.0,0,False,False,0.0,53.0,0,False,False,0.0
2409,Nurse Betty,24,R,Comedy,110.0,33000.0,6.2,35000000.0,low,37.0,2,False,False,5.4714658,31.0,1,False,True,0.30983
2410,The House of Mirth,24,PG,Other,135.0,7200.0,7.0,10000000.0,low,55.0,0,False,False,0.0,32.0,1,False,False,0.1985039
2411,Beautiful,24,PG-13,Comedy,112.0,3700.0,5.6,14000000.0,low,54.0,0,False,False,0.0,30.0,0,False,False,0.0
2412,Here on Earth,24,PG-13,Drama,96.0,8300.0,5.2,15000000.0,low,33.0,0,False,False,0.0,21.0,0,False,False,0.0
2413,The Million Dollar Hotel,24,R,Drama,122.0,21000.0,5.9,8000000.0,low,55.0,2,False,False,0.0566284213250517,31.0,1,False,False,6.79868
2414,The Tigger Movie,24,G,Animation,77.0,18000.0,6.4,30000000.0,high,31.0,0,False,False,0.0,48.0,0,False,False,0.0
2415,What Planet Are You From?,24,R,Comedy,105.0,9100.0,5.6,60000000.0,low,69.0,9,False,False,2.5814943440435907,51.0,0,False,False,0.0
2416,Committed,24,R,Comedy,98.0,3700.0,5.1,3000000.0,low,39.0,1,False,False,1.004626,30.0,0,False,False,0.0
2417,Harrison's Flowers,24,R,Drama,121.0,6100.0,7.1,8000000.0,low,50.0,0,False,False,0.0,42.0,1,False,True,0.0253694166666666
2418,The Specials,24,R,Action,82.0,2200.0,5.8,1000000.0,low,29.0,0,False,False,0.0,36.0,5,False,True,1.6767782616418874
2419,Love's Labour's Lost,24,PG,Other,93.0,4400.0,6.0,13000000.0,low,40.0,6,True,False,1.5465216808080806,28.0,1,False,False,0.0039737142857142
2420,Lost Souls,24,R,Drama,97.0,11000.0,4.8,50000000.0,low,41.0,0,False,False,0.0,29.0,5,True,False,1.8390226080227745
2421,The Golden Bowl,24,R,Drama,130.0,4200.0,5.9,15000000.0,low,72.0,4,True,False,2.216509138690476,30.0,1,False,True,0.213609125
2422,Digimon: The Movie,24,PG,Animation,82.0,7000.0,6.1,5000000.0,high,33.0,0,False,False,0.0,33.0,0,False,False,0.0
2423,The Next Best Thing,24,PG-13,Comedy,108.0,11000.0,4.7,25000000.0,low,74.0,5,False,True,1.3586835763247864,42.0,3,False,True,1.1455551689245396
2424,Gun Shy,24,R,Comedy,101.0,7000.0,5.7,14000000.0,low,41.0,0,False,False,0.0,48.0,6,True,True,2.886414447678572
2425,Harry Potter and the Sorcerer's Stone,23,PG,Adventure,152.0,685000.0,7.6,125000000.0,high,43.0,7,True,False,5.628862560078494,12.0,0,False,False,0.0
2426,The Fast and the Furious,23,PG-13,Action,106.0,362000.0,6.8,38000000.0,high,52.0,4,False,False,2.500143895762845,34.0,0,False,False,0.0
2427,The Lord of the Rings: The Fellowship of the Ring,23,PG-13,Action,178.0,1700000.0,8.8,93000000.0,high,40.0,3,True,False,0.5564472888888888,20.0,2,False,True,1.9439069528846156
2428,Legally Blonde,23,PG-13,Comedy,96.0,195000.0,6.3,18000000.0,high,28.0,0,False,False,0.0,25.0,1,False,False,0.0984976666666666
2429,Mulholland Dr.,23,R,Drama,147.0,331000.0,7.9,15000000.0,mid,55.0,6,True,False,0.8415739881578946,33.0,0,False,False,0.0
2430,"Monsters, Inc.",23,G,Animation,92.0,838000.0,8.1,115000000.0,high,33.0,0,False,False,0.0,53.0,5,True,False,2.8378797895133507
2431,Spirited Away,23,PG,Animation,125.0,679000.0,8.6,19000000.0,high,60.0,2,True,False,8.496755702702703,11.0,0,False,False,0.0
2432,Donnie Darko,23,R,Drama,113.0,755000.0,8.0,6000000.0,mid,26.0,0,False,False,0.0,21.0,1,True,False,1.38795012
2433,Not Another Teen Movie,23,R,Comedy,89.0,100000.0,5.7,15000000.0,high,31.0,0,False,False,0.0,19.0,0,False,False,0.0
2434,Scary Movie 2,23,R,Comedy,83.0,152000.0,5.3,45000000.0,high,43.0,3,False,False,5.760864711111111,25.0,1,False,False,10.0
2435,Ocean's Eleven,23,PG-13,Crime,116.0,531000.0,7.7,85000000.0,high,38.0,9,True,False,2.397406954568117,40.0,5,True,False,2.0755823720622706
2436,Shrek,23,PG,Animation,90.0,630000.0,7.9,60000000.0,high,35.0,0,False,False,0.0,38.0,5,False,False,4.8992418277272725
2437,Black Hawk Down,23,R,Drama,144.0,372000.0,7.7,92000000.0,mid,64.0,9,True,False,1.7842637986399466,23.0,0,False,False,0.0
2438,A Beautiful Mind,23,PG-13,Biography,135.0,871000.0,8.2,58000000.0,high,47.0,12,True,False,4.321746466834554,37.0,3,True,False,1.835235362996353
2439,The Mummy Returns,23,PG-13,Action,130.0,307000.0,6.4,98000000.0,high,39.0,4,False,False,2.68936912366453,33.0,6,False,True,2.0607629311387687
2440,Pearl Harbor,23,PG-13,Action,183.0,317000.0,6.2,140000000.0,high,36.0,3,True,False,5.288348824995823,29.0,5,False,False,3.3154745542857142
2441,The Royal Tenenbaums,23,R,Comedy,110.0,273000.0,7.6,21000000.0,high,32.0,2,True,False,0.995343984126984,71.0,11,True,True,1.852026545086072
2442,Amélie,23,R,Comedy,122.0,717000.0,8.3,10000000.0,high,48.0,1,False,False,2.15168092,25.0,0,False,False,0.0
2443,Training Day,23,R,Crime,122.0,403000.0,7.7,45000000.0,mid,36.0,2,False,False,0.4717681205882353,47.0,12,True,False,1.5596662528412966
2444,A.I. Artificial Intelligence,23,PG-13,Drama,146.0,295000.0,7.2,100000000.0,mid,55.0,13,True,False,6.950898209288822,13.0,0,False,False,0.0
2445,Ghost World,23,R,Comedy,111.0,115000.0,7.3,7000000.0,mid,52.0,0,False,False,0.0,44.0,2,True,False,1.400151923076923
2446,Super Troopers,23,R,Comedy,100.0,98000.0,7.1,3000000.0,high,33.0,0,False,False,0.0,33.0,0,False,False,0.0
2447,A Knight's Tale,23,PG-13,Action,132.0,176000.0,6.9,65000000.0,mid,40.0,1,False,False,1.7958457888888888,22.0,1,False,False,1.7826193
2448,Blow,23,R,Biography,124.0,246000.0,7.6,53000000.0,mid,38.0,2,False,False,0.9791837431818182,38.0,11,True,False,1.235221323562758
2449,Hannibal,23,R,Crime,131.0,261000.0,6.8,87000000.0,high,64.0,9,True,False,1.7842637986399466,64.0,7,True,False,0.7562413945779222
2450,The Princess Diaries,23,G,Comedy,111.0,133000.0,6.4,26000000.0,high,67.0,8,False,True,2.5831411805138824,66.0,1,False,False,1.2389238333333332
2451,Moulin Rouge!,23,PG-13,Drama,127.0,271000.0,7.6,50000000.0,high,39.0,1,False,False,10.0,34.0,2,False,False,0.9083152057692307
2452,Vanilla Sky,23,R,Other,136.0,253000.0,6.9,68000000.0,mid,44.0,2,True,False,3.130411645,39.0,16,True,True,4.945490146840802
2453,Thir13en Ghosts,23,R,Other,91.0,81000.0,5.6,42000000.0,mid,41.0,0,False,False,0.0,48.0,1,False,False,2.928872195121951
2454,Planet of the Apes,23,PG-13,Action,119.0,213000.0,5.7,100000000.0,high,43.0,8,True,False,4.156012247936508,30.0,3,True,False,1.6631378794871796
2455,The Others,23,PG-13,Horror,104.0,346000.0,7.6,17000000.0,high,29.0,0,False,False,0.0,34.0,2,False,False,0.9083152057692307
2456,Joe Dirt,23,PG-13,Adventure,91.0,53000.0,6.0,17700000.0,mid,48.0,0,False,False,0.0,37.0,2,True,True,0.957512685
2457,Atlantis: The Lost Empire,23,PG,Animation,95.0,109000.0,6.9,120000000.0,mid,41.0,2,True,False,6.626694255,40.0,11,True,False,4.022296622955874
2458,Rat Race,23,PG-13,Action,112.0,111000.0,6.4,48000000.0,mid,51.0,2,False,False,6.160003954545455,27.0,1,False,False,7.484642375
2459,Summer Catch,23,PG-13,Comedy,104.0,15000.0,5.1,34000000.0,low,46.0,0,False,False,0.0,25.0,4,False,True,3.336129120454545
2460,Wet Hot American Summer,23,R,Comedy,97.0,55000.0,6.6,5000000.0,low,32.0,0,False,False,0.0,37.0,0,False,False,0.0
2461,Shallow Hal,23,PG-13,Comedy,114.0,129000.0,5.9,40000000.0,high,43.0,3,False,False,4.617892061728395,32.0,0,False,False,0.0
2462,Zoolander,23,PG-13,Comedy,90.0,251000.0,6.5,28000000.0,mid,36.0,2,False,False,2.543959142460684,36.0,5,False,True,2.225871342974808
2463,Jurassic Park III,23,PG-13,Action,92.0,301000.0,5.9,93000000.0,high,51.0,4,True,False,4.191441545384615,54.0,3,True,False,5.069948341666667
2464,Enemy at the Gates,23,R,Drama,131.0,249000.0,7.6,68000000.0,mid,58.0,2,False,False,1.777488042857143,29.0,1,False,False,0.1904474666666666
2465,Gosford Park,23,R,Comedy,131.0,82000.0,7.2,19800000.0,high,76.0,9,True,True,1.0055146502988088,67.0,2,False,False,4.106973958333333
2466,Swordfish,23,R,Action,99.0,179000.0,6.5,102000000.0,mid,52.0,2,False,False,1.4508589388888888,47.0,16,True,True,2.595614441840369
2467,Jeepers Creepers,23,R,Horror,90.0,115000.0,6.2,10000000.0,high,43.0,1,False,False,3.248648,31.0,0,False,False,0.0
2468,Hardball,23,R,Drama,106.0,29000.0,6.4,32000000.0,mid,38.0,3,False,True,2.182336993055556,37.0,10,True,False,3.1616917696314504
2469,Evolution,23,PG-13,Comedy,101.0,122000.0,6.1,80000000.0,mid,55.0,10,True,True,5.3311027817520245,41.0,3,False,False,1.57965635479798
2470,Original Sin,23,R,Drama,116.0,55000.0,6.1,42000000.0,low,56.0,0,False,False,0.0,41.0,3,False,False,2.216527812014411
2471,Monster's Ball,23,R,Drama,111.0,84000.0,7.0,4000000.0,high,32.0,0,False,False,0.0,46.0,1,True,False,10.0
2472,Spy Kids,23,PG,Action,88.0,111000.0,5.5,35000000.0,high,33.0,5,False,False,3.747818093283208,13.0,0,False,False,0.0
2473,Behind Enemy Lines,23,PG-13,Action,106.0,100000.0,6.4,40000000.0,mid,31.0,0,False,False,0.0,71.0,11,True,True,1.852026545086072
2474,Bridget Jones's Diary,23,R,Comedy,97.0,232000.0,6.7,25000000.0,high,41.0,0,False,False,0.0,32.0,2,False,True,0.5744148428571428
2475,I Am Sam,23,PG-13,Drama,132.0,145000.0,7.6,22000000.0,high,46.0,0,False,False,0.0,41.0,10,False,True,1.6352449884207882
2476,The Last Castle,23,R,Action,131.0,75000.0,7.0,72000000.0,low,39.0,1,False,False,1.1214495,65.0,8,True,False,3.098936955974969
2477,Spy Game,23,R,Action,126.0,149000.0,7.1,115000000.0,mid,57.0,9,True,False,3.5366016331409966,65.0,8,True,False,3.098936955974969
2478,Lara Croft: Tomb Raider,23,PG-13,Action,100.0,201000.0,5.8,115000000.0,mid,40.0,2,False,False,2.2813404301754385,26.0,0,False,False,0.0
2479,American Pie 2,23,R,Comedy,108.0,244000.0,6.4,30000000.0,high,35.0,0,False,False,0.0,23.0,2,False,True,5.46011765
2480,Frailty,23,R,Crime,100.0,79000.0,7.2,11000000.0,mid,46.0,0,False,False,0.0,46.0,3,True,False,0.6842831042328043
2481,Along Came a Spider,23,R,Drama,104.0,79000.0,6.4,60000000.0,mid,51.0,2,False,False,0.9205974114942528,64.0,6,True,False,4.281302025751162
2482,Rush Hour 2,23,PG-13,Action,90.0,205000.0,6.6,90000000.0,high,32.0,3,False,False,3.810392991616162,47.0,7,True,False,3.675371118181818
2483,Save the Last Dance,23,PG-13,Drama,112.0,59000.0,6.2,13000000.0,high,48.0,1,False,False,0.5818236545454546,20.0,0,False,False,0.0
2484,Domestic Disturbance,23,PG-13,Crime,89.0,25000.0,5.6,75000000.0,low,73.0,5,False,False,2.555494106992481,47.0,16,True,True,2.595614441840369
2485,Riding in Cars with Boys,23,PG-13,Biography,132.0,27000.0,6.5,48000000.0,low,58.0,5,True,False,3.048563130322581,26.0,7,False,True,1.601870994139194
2486,The Animal,23,PG-13,Comedy,84.0,58000.0,4.8,47000000.0,mid,29.0,0,False,False,0.0,38.0,1,False,False,5.466985588235295
2487,How High,23,R,Comedy,93.0,55000.0,6.3,20000000.0,mid,35.0,0,False,False,0.0,30.0,0,False,False,0.0
2488,Joy Ride,23,R,Action,97.0,66000.0,6.6,23000000.0,mid,45.0,5,False,False,0.9573820983333332,34.0,0,False,False,0.0
2489,3000 Miles to Graceland,23,R,Action,125.0,45000.0,6.0,62000000.0,low,31.0,0,False,False,0.0,50.0,12,True,False,1.7939126048388652
2490,The Score,23,R,Action,124.0,124000.0,6.8,68000000.0,mid,57.0,6,False,False,1.906601328377178,58.0,22,True,True,1.3993142172977044
2491,Jason X,23,R,Action,92.0,52000.0,4.4,11000000.0,mid,41.0,1,False,True,0.5796323333333333,46.0,0,False,False,0.0
2492,Jay and Silent Bob Strike Back,23,R,Comedy,104.0,150000.0,6.8,22000000.0,mid,31.0,4,True,False,5.85206328125,27.0,0,False,False,0.0
2493,The Mexican,23,R,Adventure,123.0,105000.0,6.1,57000000.0,mid,37.0,1,False,False,3.2215102368421054,38.0,7,True,False,2.0859121575963724
2494,From Hell,23,R,Horror,122.0,149000.0,6.8,35000000.0,mid,29.0,2,True,False,5.194797807142857,38.0,11,True,False,1.235221323562758
2495,Crocodile Dundee in Los Angeles,23,PG,Action,95.0,24000.0,4.8,21150000.0,mid,58.0,4,False,True,2.365949564130435,62.0,4,False,True,5.26603106987074
2496,Heist,23,R,Action,109.0,34000.0,6.5,39000000.0,low,54.0,1,False,False,0.9593903,71.0,11,True,True,1.852026545086072
2497,Serendipity,23,PG-13,Comedy,90.0,106000.0,6.9,28000000.0,mid,45.0,0,False,False,0.0,35.0,11,True,False,1.097166550858233
2498,Brotherhood of the Wolf,23,R,Action,142.0,64000.0,7.0,29000000.0,mid,41.0,0,False,False,0.0,36.0,0,False,False,0.0
2499,The Pledge,23,R,Crime,124.0,55000.0,6.8,35000000.0,low,41.0,2,False,False,0.0619283968253968,64.0,13,True,True,1.4004072446642442
2500,American Outlaws,23,PG-13,Action,94.0,14000.0,6.0,35000000.0,low,42.0,3,False,True,3.283246137637363,25.0,1,False,False,0.0148701
2501,Ghosts of Mars,23,R,Action,98.0,52000.0,4.9,28000000.0,low,53.0,13,True,False,2.372381281261385,27.0,1,False,False,3.2392600857142857
2502,The Man Who Wasn't There,23,R,Crime,116.0,106000.0,7.5,20000000.0,low,47.0,8,True,False,2.9173756774496336,46.0,1,True,False,10.0
2503,Rock Star,23,R,Drama,105.0,42000.0,6.3,57000000.0,low,43.0,7,False,True,3.800547146438924,30.0,3,True,False,1.6631378794871796
2504,Osmosis Jones,23,PG,Animation,95.0,33000.0,6.3,70000000.0,low,43.0,3,False,False,4.617892061728395,40.0,6,False,True,1.0819955657672884
2505,Saving Silverman,23,PG-13,Comedy,90.0,39000.0,5.9,22000000.0,mid,55.0,4,False,True,4.818827986622806,23.0,2,False,True,5.46011765
2506,The Glass House,23,PG-13,Crime,106.0,34000.0,5.8,30000000.0,low,39.0,0,False,False,0.0,36.0,1,False,False,0.3393328571428571
2507,The Wedding Planner,23,PG-13,Comedy,103.0,78000.0,5.3,35000000.0,mid,37.0,0,False,False,0.0,32.0,2,False,False,2.4601636833333336
2508,Heartbreakers,23,PG-13,Comedy,123.0,52000.0,6.2,35000000.0,mid,46.0,0,False,False,0.0,52.0,6,True,False,2.8455115387428336
2509,Session 9,23,R,Horror,97.0,56000.0,6.4,1500000.0,mid,37.0,0,False,False,0.0,45.0,2,False,True,0.285296375
2510,Out Cold,23,PG-13,Comedy,89.0,17000.0,6.3,24000000.0,low,30.0,0,False,False,0.0,31.0,0,False,False,0.0
2511,Hedwig and the Angry Inch,23,R,Comedy,95.0,33000.0,7.7,6000000.0,low,38.0,0,False,False,0.0,38.0,0,False,False,0.0
2512,Baby Boy,23,R,Crime,130.0,14000.0,6.4,16000000.0,mid,33.0,4,True,False,3.4202379422814144,30.0,0,False,False,0.0
2513,K-PAX,23,PG-13,Drama,120.0,177000.0,7.4,68000000.0,low,43.0,1,False,False,0.3781864,42.0,6,True,False,3.7438903420634926
2514,Freddy Got Fingered,23,R,Comedy,87.0,47000.0,4.6,14000000.0,mid,30.0,0,False,False,0.0,30.0,0,False,False,0.0
2515,Sweet November,23,PG-13,Drama,119.0,87000.0,6.7,40000000.0,mid,58.0,0,False,False,0.0,37.0,10,True,False,3.1616917696314504
2516,Kate & Leopold,23,PG-13,Comedy,118.0,80000.0,6.4,48000000.0,mid,38.0,2,False,False,2.0997837958333334,40.0,2,False,False,1.8808204415384613
2517,Don't Say a Word,23,R,Drama,113.0,50000.0,6.3,50000000.0,mid,36.0,2,False,False,1.1587269656084658,57.0,15,True,False,3.874303386521494
2518,Ali,23,R,Biography,157.0,95000.0,6.8,107000000.0,low,58.0,6,True,False,1.4548993776094277,33.0,6,False,True,3.7605437143626017
2519,Life as a House,23,R,Drama,125.0,43000.0,7.5,27000000.0,low,70.0,3,False,False,1.9038112934343436,20.0,0,False,False,0.0
2520,Ichi the Killer,23,R,Action,129.0,53000.0,7.0,1400000.0,low,41.0,0,False,False,0.0,28.0,0,False,False,0.0
2521,Tomcats,23,R,Comedy,95.0,18000.0,5.4,11000000.0,mid,40.0,0,False,False,0.0,28.0,0,False,False,0.0
2522,Bandits,23,PG-13,Comedy,123.0,66000.0,6.5,75000000.0,low,59.0,14,True,True,3.069077990811622,46.0,20,True,True,2.604421789047004
2523,Monkeybone,23,PG-13,Animation,93.0,17000.0,4.8,75000000.0,low,49.0,2,True,False,2.922293619883041,33.0,6,False,True,2.0607629311387687
2524,In the Bedroom,23,R,Crime,131.0,38000.0,7.4,1700000.0,high,37.0,0,False,False,0.0,53.0,0,False,False,0.0
2525,Pootie Tang,23,PG-13,Action,81.0,14000.0,5.3,7000000.0,low,34.0,0,False,False,0.0,36.0,1,False,False,2.992296333333333
2526,Bubble Boy,23,PG-13,Adventure,84.0,31000.0,5.6,13000000.0,low,45.0,0,False,False,0.0,21.0,1,True,False,1.38795012
2527,Josie and the Pussycats,23,PG-13,Comedy,98.0,22000.0,5.5,39000000.0,low,33.0,1,False,False,2.5605015,22.0,0,False,False,0.0
2528,The Devil's Backbone,23,R,Drama,106.0,63000.0,7.4,4500000.0,mid,37.0,2,False,False,0.58002805,55.0,0,False,False,0.0
2529,Shaolin Soccer,23,PG,Action,87.0,76000.0,7.3,10000000.0,high,39.0,0,False,False,0.0,39.0,0,False,False,0.0
2530,Jimmy Neutron: Boy Genius,23,G,Animation,82.0,32000.0,6.0,30000000.0,high,40.0,0,False,False,0.0,41.0,0,False,False,0.0
2531,Driven,23,PG-13,Action,116.0,40000.0,4.6,94000000.0,low,42.0,9,False,True,1.9161498313793452,55.0,22,True,True,2.984280249147901
2532,Get Over It,23,PG-13,Comedy,87.0,18000.0,5.7,22000000.0,low,33.0,0,False,False,0.0,19.0,5,False,False,2.38659528564491
2533,Exit Wounds,23,R,Action,101.0,33000.0,5.6,50000000.0,mid,51.0,1,False,False,3.6414704,49.0,9,False,True,2.5142306938800707
2534,The Majestic,23,PG,Drama,152.0,53000.0,6.9,72000000.0,low,42.0,2,True,False,2.96635727,39.0,10,True,False,5.400542529104249
2535,Valentine,23,R,Horror,96.0,26000.0,4.8,29000000.0,mid,30.0,1,False,False,5.1805425,30.0,0,False,False,0.0
2536,Final Fantasy: The Spirits Within,23,PG-13,Animation,106.0,81000.0,6.4,137000000.0,low,39.0,0,False,False,0.0,43.0,6,True,True,1.8006618157894738
2537,The One,23,PG-13,Action,87.0,89000.0,5.9,49000000.0,mid,42.0,1,False,False,4.907838869565217,38.0,1,False,False,3.6414704
2538,Sugar & Spice,23,PG-13,Comedy,81.0,14000.0,5.7,27000000.0,low,36.0,0,False,False,0.0,21.0,0,False,False,0.0
2539,Cats & Dogs,23,PG,Action,87.0,57000.0,5.1,60000000.0,high,35.0,0,False,False,0.0,43.0,6,True,True,1.8006618157894738
2540,Hearts in Atlantis,23,PG-13,Drama,101.0,37000.0,6.9,31000000.0,low,48.0,2,True,False,3.6019236272727277,64.0,7,True,False,0.7562413945779222
2541,America's Sweethearts,23,PG-13,Comedy,102.0,55000.0,5.7,46000000.0,high,53.0,0,False,False,0.0,34.0,8,True,False,4.850350298964459
2542,Kiss of the Dragon,23,R,Action,98.0,62000.0,6.6,25000000.0,mid,33.0,0,False,False,0.0,38.0,1,False,False,3.6414704
2543,Captain Corelli's Mandolin,23,R,Drama,131.0,33000.0,5.9,57000000.0,mid,52.0,1,False,False,10.0,37.0,15,True,True,2.9329772515081647
2544,The Believer,23,R,Drama,98.0,37000.0,7.1,1500000.0,low,56.0,0,False,False,0.0,21.0,0,False,False,0.0
2545,Someone Like You,23,PG-13,Comedy,97.0,24000.0,6.1,23000000.0,mid,41.0,1,False,False,0.3393328571428571,33.0,2,False,False,1.8961949678571428
2546,The Tailor of Panama,23,R,Comedy,109.0,28000.0,6.2,21000000.0,mid,68.0,3,True,False,1.167654654808959,48.0,5,False,False,3.140557864177116
2547,Formula 51,23,R,Action,93.0,48000.0,6.3,27000000.0,low,51.0,2,False,True,1.1071593885714286,53.0,4,False,False,1.4976849557246377
2548,15 Minutes,23,R,Action,120.0,49000.0,6.1,60000000.0,low,54.0,1,False,True,1.689068,58.0,22,True,True,1.3993142172977044
2549,Iris,23,R,Biography,91.0,18000.0,7.0,5500000.0,mid,58.0,0,False,False,0.0,67.0,0,False,False,0.0
2550,Crazy/Beautiful,23,PG-13,Drama,99.0,24000.0,6.4,13000000.0,mid,40.0,0,False,False,0.0,19.0,5,False,False,2.38659528564491
2551,Angel Eyes,23,R,Drama,102.0,23000.0,5.6,53000000.0,low,47.0,1,False,False,1.4860002,32.0,2,False,False,2.4601636833333336
2552,Kabhi Khushi Kabhie Gham...,23,Unrated,Drama,210.0,46000.0,7.4,7500000.0,mid,29.0,0,False,False,0.0,36.0,0,False,False,0.0
2553,Buffalo Soldiers,23,R,Comedy,98.0,24000.0,6.8,15000000.0,low,35.0,0,False,False,0.0,27.0,1,False,False,0.22426075
2554,The Musketeer,23,PG-13,Action,104.0,14000.0,4.8,40000000.0,low,58.0,7,False,False,1.6471884234448222,31.0,0,False,False,0.0
2555,O,23,R,Drama,95.0,19000.0,6.1,5000000.0,high,37.0,0,False,False,0.0,27.0,0,False,False,0.0
2556,Birthday Girl,23,R,Comedy,93.0,25000.0,6.1,13000000.0,mid,32.0,0,False,False,0.0,34.0,2,False,False,0.9083152057692307
2557,Made,23,R,Comedy,95.0,18000.0,6.4,5000000.0,mid,35.0,0,False,False,0.0,31.0,2,False,True,5.309755458333333
2558,One Night at McCool's,23,R,Comedy,93.0,29000.0,6.1,18000000.0,low,36.0,0,False,False,0.0,24.0,0,False,False,0.0
2559,Dr. Dolittle 2,23,PG,Comedy,87.0,42000.0,4.7,70000000.0,mid,39.0,1,False,False,5.438848,40.0,17,True,True,3.705358463489887
