id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency_cat,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
3731,Be Kind Rewind,16,PG-13,Comedy,102.0,89000.0,6.4,20000000.0,mid,45.0,1,True,False,3.70183575,36.0,4,False,False,2.7013036625000004
3732,The Express,16,PG,Biography,130.0,20000.0,7.3,40000000.0,low,43.0,5,False,False,1.1887137542433863,39.0,0,False,False,0.0
3733,What Just Happened,16,R,Comedy,104.0,27000.0,5.6,25000000.0,low,66.0,16,True,True,2.764450092376836,24.0,28,True,True,1.4366081808704652
3734,Meet Dave,16,PG,Adventure,90.0,39000.0,5.0,60000000.0,low,45.0,6,False,True,1.810207315625,65.0,23,True,True,3.206156050612607
3735,Igor,16,PG,Animation,87.0,23000.0,6.0,25000000.0,mid,41.0,0,False,False,0.0,47.0,15,True,False,1.6476843572325452
3736,The Wackness,16,R,Comedy,99.0,30000.0,7.0,6000000.0,low,32.0,0,False,False,0.0,42.0,0,False,False,0.0
3737,Shorts,16,PG,Adventure,89.0,7000.0,4.7,40000000.0,low,40.0,10,False,True,3.614897640541008,22.0,0,False,False,0.0
3738,Frozen River,16,R,Crime,97.0,25000.0,7.1,1000000.0,high,44.0,0,False,False,0.0,12.0,0,False,False,0.0
3739,"Surfer, Dude",16,R,Comedy,85.0,8500.0,4.7,6000000.0,low,38.0,0,False,False,0.0,48.0,9,True,False,1.4584927403456769
3740,"Welcome Home, Roscoe Jenkins",16,PG-13,Comedy,114.0,14000.0,5.5,35000000.0,mid,38.0,2,False,False,2.752855015555556,39.0,8,False,True,2.4183276639456
3741,Surveillance,16,R,Crime,97.0,17000.0,6.3,3500000.0,low,40.0,0,False,False,0.0,43.0,1,False,False,0.0677972285714285
3742,Inglourious Basterds,15,R,Adventure,153.0,1300000.0,8.3,70000000.0,high,46.0,6,True,False,4.546852988764512,43.0,15,True,False,2.559377496249577
3743,Star Trek,15,PG-13,Action,127.0,585000.0,7.9,150000000.0,mid,43.0,1,False,False,2.65652998,46.0,1,False,False,0.925954
3744,Avatar,15,PG-13,Action,162.0,1100000.0,7.8,175000000.0,high,55.0,6,True,False,6.128560176117623,29.0,0,False,False,0.0
3745,Jennifer's Body,15,R,Comedy,102.0,121000.0,5.3,16000000.0,mid,41.0,2,False,False,1.263027491935484,33.0,0,False,False,0.0
3746,Watchmen,15,R,Action,162.0,520000.0,7.6,130000000.0,mid,43.0,2,True,False,5.475115084615385,23.0,0,False,False,0.0
3747,Fast & Furious,15,PG-13,Action,107.0,271000.0,6.6,85000000.0,high,38.0,2,False,False,5.935085941176471,48.0,7,False,False,2.3621111157096037
3748,G.I. Joe: The Rise of Cobra,15,PG-13,Action,118.0,202000.0,5.8,175000000.0,mid,47.0,6,False,False,2.85945604379506,42.0,15,False,True,1.9197760185575408
3749,The Hangover,15,R,Comedy,100.0,733000.0,7.7,35000000.0,high,39.0,3,False,False,4.651033847222222,55.0,0,False,False,0.0
3750,Harry Potter and the Half-Blood Prince,15,PG,Action,153.0,492000.0,7.6,175000000.0,high,46.0,1,True,False,6.281149306666666,40.0,5,True,False,7.048864836471795
3751,He's Just Not That Into You,15,PG-13,Comedy,129.0,165000.0,6.4,40000000.0,high,52.0,4,False,True,1.1270805002380953,20.0,0,False,False,0.0
3752,2012,15,PG-13,Action,158.0,360000.0,5.8,175000000.0,high,54.0,7,False,True,3.85934463199449,31.0,16,True,False,1.621938797405511
3753,The Lovely Bones,15,PG-13,Drama,135.0,162000.0,6.7,65000000.0,mid,48.0,7,True,False,4.93363267269695,43.0,1,False,False,0.2765382
3754,Zombieland,15,R,Adventure,88.0,534000.0,7.6,23600000.0,high,35.0,0,False,False,0.0,39.0,0,False,False,0.0
3755,500 Days of Summer,15,PG-13,Comedy,95.0,483000.0,7.7,7500000.0,high,35.0,0,False,False,0.0,26.0,1,False,False,0.2319944
3756,Sherlock Holmes,15,PG-13,Action,128.0,596000.0,7.6,90000000.0,high,41.0,2,False,True,0.7668499722222223,29.0,8,True,False,1.172880927750576
3757,District 9,15,R,Action,112.0,648000.0,7.9,30000000.0,high,30.0,0,False,False,0.0,44.0,0,False,False,0.0
3758,The Blind Side,15,PG-13,Biography,129.0,303000.0,7.6,29000000.0,high,53.0,2,False,False,1.9545980460917587,36.0,0,False,False,0.0
3759,Up,15,PG,Animation,96.0,962000.0,8.2,175000000.0,high,41.0,1,True,False,5.040936852173913,25.0,0,False,False,0.0
3760,X-Men Origins: Wolverine,15,PG-13,Action,107.0,477000.0,6.6,150000000.0,mid,46.0,1,False,False,0.9842320727272728,80.0,4,False,False,1.0660029049646451
3761,Fantastic Mr. Fox,15,PG,Animation,87.0,208000.0,7.9,40000000.0,mid,40.0,5,True,False,1.6591749612460318,41.0,13,True,False,2.4310705326979947
3762,Brothers,15,R,Action,105.0,115000.0,7.1,26000000.0,mid,60.0,2,True,True,3.112698050961538,48.0,7,True,False,2.2951665631746034
3763,Fanboys,15,PG-13,Adventure,90.0,57000.0,6.6,3900000.0,low,33.0,0,False,False,0.0,29.0,0,False,False,0.0
3764,Transformers: Revenge of the Fallen,15,PG-13,Action,149.0,390000.0,6.0,175000000.0,high,44.0,7,True,False,3.885860763799884,33.0,7,True,False,2.792715401412313
3765,Up in the Air,15,R,Comedy,109.0,324000.0,7.4,25000000.0,high,32.0,2,True,False,8.02484823076923,23.0,13,True,False,2.4310705326979947
3766,The Twilight Saga: New Moon,15,PG-13,Adventure,130.0,271000.0,4.7,50000000.0,high,40.0,3,False,True,2.643830206938776,48.0,2,False,True,5.706320916666667
3767,Antichrist,15,Unrated,Drama,108.0,119000.0,6.6,11000000.0,low,53.0,3,True,False,1.6153732038732391,19.0,6,True,False,0.4180154548941799
3768,Friday the 13th,15,R,Horror,97.0,100000.0,5.5,19000000.0,high,46.0,2,False,True,5.344273144444444,54.0,0,False,False,0.0
3769,The Princess and the Frog,15,G,Animation,97.0,130000.0,7.1,105000000.0,mid,56.0,5,True,False,4.360329621806723,27.0,0,False,False,0.0
3770,Terminator Salvation,15,PG-13,Action,115.0,348000.0,6.5,175000000.0,mid,41.0,3,False,True,1.889857160049628,37.0,11,True,False,2.081931082099567
3771,Coraline,15,PG,Animation,100.0,204000.0,7.7,60000000.0,mid,57.0,3,True,True,1.982072924366472,35.0,3,False,False,1.806581626737968
3772,Moon,15,R,Drama,97.0,342000.0,7.8,5000000.0,mid,38.0,0,False,False,0.0,15.0,3,True,False,0.813749
3773,"I Love You, Man",15,R,Comedy,105.0,197000.0,7.0,40000000.0,mid,39.0,1,False,False,4.245517357142857,41.0,2,False,False,1.7577810357142858
3774,Public Enemies,15,R,Biography,140.0,287000.0,7.0,100000000.0,mid,66.0,9,True,False,1.5724083526286377,40.0,11,True,False,2.081931082099567
3775,Law Abiding Citizen,15,R,Action,109.0,279000.0,7.4,50000000.0,mid,40.0,6,False,False,3.257864935900469,35.0,4,True,True,2.88177953462556
3776,The Proposal,15,PG-13,Comedy,108.0,303000.0,6.7,40000000.0,high,43.0,2,False,False,7.469161766666667,40.0,13,False,True,3.1135528690806544
3777,Mr. Nobody,15,R,Drama,141.0,222000.0,7.8,47000000.0,low,52.0,0,False,False,0.0,45.0,2,False,False,2.62710275
3778,Enter the Void,15,Unrated,Drama,161.0,74000.0,7.3,16000000.0,low,46.0,0,False,False,0.0,38.0,0,False,False,0.0
3779,17 Again,15,PG-13,Comedy,102.0,187000.0,6.4,20000000.0,high,44.0,1,False,False,0.7687997777777777,21.0,1,False,True,10.0
3780,Knowing,15,PG-13,Action,121.0,225000.0,6.2,50000000.0,high,46.0,3,True,False,2.051416893800322,22.0,28,True,True,2.3388169241779173
3781,Fired Up!,15,PG-13,Comedy,90.0,43000.0,6.1,20000000.0,low,31.0,0,False,False,0.0,45.0,0,False,False,0.0
3782,Angels & Demons,15,PG-13,Action,138.0,280000.0,6.7,150000000.0,high,55.0,17,True,False,3.904282204844984,32.0,27,True,False,4.960547239684898
3783,The Road,15,R,Drama,111.0,228000.0,7.2,25000000.0,mid,48.0,1,False,False,0.25243465,53.0,2,True,False,1.499344750625
3784,Whip It,15,PG-13,Drama,111.0,65000.0,6.9,15000000.0,mid,34.0,0,False,False,0.0,51.0,1,True,False,10.0
3785,The Secret in Their Eyes,15,R,Drama,129.0,198000.0,8.2,2000000.0,high,50.0,0,False,False,0.0,22.0,1,True,False,8.275925333333333
3786,Pandorum,15,R,Action,108.0,146000.0,6.7,33000000.0,low,35.0,0,False,False,0.0,52.0,15,False,True,1.9197760185575408
3787,Monsters vs. Aliens,15,PG,Animation,94.0,151000.0,6.4,175000000.0,mid,39.0,0,False,False,0.0,55.0,8,False,True,2.8033400431621542
3788,Underworld: Rise of the Lycans,15,R,Action,92.0,154000.0,6.6,35000000.0,mid,52.0,0,False,False,0.0,33.0,1,False,False,0.7490877
3789,Couples Retreat,15,PG-13,Comedy,113.0,104000.0,5.5,70000000.0,mid,38.0,0,False,False,0.0,33.0,4,False,True,3.1735062516666668
3790,Ondine,15,PG-13,Drama,111.0,20000.0,6.8,12000000.0,low,59.0,8,True,False,1.1585660196233711,39.0,7,True,False,2.020163068305922
3791,Drag Me to Hell,15,PG-13,Horror,99.0,192000.0,6.5,30000000.0,high,50.0,12,True,False,3.029104697046526,33.0,1,False,False,1.4595727333333333
3792,The Last House on the Left,15,R,Horror,110.0,88000.0,6.5,15000000.0,high,40.0,0,False,False,0.0,30.0,0,False,False,0.0
3793,The Girl with the Dragon Tattoo,15,R,Crime,152.0,211000.0,7.8,13000000.0,high,48.0,0,False,False,0.0,45.0,0,False,False,0.0
3794,The Stepfather,15,PG-13,Crime,101.0,33000.0,5.6,20000000.0,mid,52.0,1,False,True,2.8598938,49.0,0,False,False,0.0
3795,Where the Wild Things Are,15,PG,Adventure,101.0,102000.0,6.7,100000000.0,mid,40.0,2,True,False,1.7519067246963562,23.0,0,False,False,0.0
3796,Sorority Row,15,R,Horror,101.0,29000.0,5.1,12500000.0,mid,31.0,0,False,False,0.0,12.0,0,False,False,0.0
3797,Gamer,15,R,Action,95.0,131000.0,5.8,50000000.0,low,36.0,1,False,False,3.57758675,23.0,4,True,True,2.88177953462556
3798,The Imaginarium of Doctor Parnassus,15,PG-13,Adventure,123.0,146000.0,6.8,30000000.0,mid,69.0,8,True,False,2.3351778441660818,40.0,0,False,False,0.0
3799,Night at the Museum: Battle of the Smithsonian,15,PG,Adventure,105.0,183000.0,6.0,150000000.0,mid,41.0,5,False,False,4.242260349065656,80.0,16,False,True,3.1062423255385463
3800,Year One,15,PG-13,Comedy,97.0,94000.0,4.9,60000000.0,mid,65.0,8,True,True,2.737765150090373,44.0,6,True,False,2.865628513461539
3801,Precious,15,R,Drama,110.0,107000.0,7.3,10000000.0,high,50.0,0,False,False,0.0,40.0,0,False,False,0.0
3802,The Time Traveler's Wife,15,PG-13,Drama,107.0,144000.0,7.1,39000000.0,mid,41.0,1,False,False,4.061587254545454,26.0,2,True,False,1.830787967831074
3803,Cloudy with a Chance of Meatballs,15,PG,Animation,90.0,212000.0,6.9,100000000.0,mid,34.0,0,False,False,0.0,41.0,5,False,True,4.902915074388888
3804,A Perfect Getaway,15,R,Drama,98.0,69000.0,6.5,14000000.0,mid,54.0,4,False,False,1.011101284391822,33.0,5,False,True,2.220257206238859
3805,Invictus,15,PG-13,Biography,134.0,153000.0,7.3,60000000.0,mid,79.0,23,True,False,3.3827885273591725,34.0,9,True,False,3.384134172270068
3806,Mother,15,R,Crime,129.0,56000.0,7.8,5000000.0,high,40.0,1,True,False,0.4152117857142857,72.0,0,False,False,0.0
3807,The Ugly Truth,15,R,Comedy,96.0,209000.0,6.4,38000000.0,high,36.0,4,False,False,4.258873630545488,68.0,1,False,False,5.421845033333334
3808,The Invention of Lying,15,PG-13,Comedy,100.0,133000.0,6.4,18500000.0,mid,48.0,0,False,False,0.0,31.0,1,False,False,1.35450795
3809,The Fourth Kind,15,PG-13,Horror,98.0,75000.0,5.9,10000000.0,high,32.0,0,False,False,0.0,48.0,5,False,True,2.220257206238859
3810,A Serious Man,15,R,Comedy,106.0,137000.0,7.1,7000000.0,high,52.0,3,True,False,4.493542042676963,34.0,0,False,False,0.0
3811,Extract,15,R,Comedy,92.0,46000.0,6.1,8000000.0,mid,47.0,2,True,False,3.17134555,41.0,1,False,True,2.6295676666666665
3812,The Collector,15,R,Horror,90.0,61000.0,6.4,6000000.0,mid,34.0,0,False,False,0.0,40.0,0,False,False,0.0
3813,Ninja Assassin,15,R,Action,99.0,70000.0,6.3,40000000.0,mid,42.0,1,True,False,2.4539080555555555,32.0,0,False,False,0.0
3814,The Men Who Stare at Goats,15,R,Comedy,94.0,129000.0,6.2,25000000.0,mid,46.0,0,False,False,0.0,27.0,8,True,True,2.2694938503998445
3815,Land of the Lost,15,PG-13,Action,102.0,68000.0,5.3,100000000.0,low,46.0,4,False,False,2.839556139426407,38.0,9,True,False,2.4574421280819454
3816,A Single Man,15,R,Drama,99.0,108000.0,7.5,7000000.0,high,48.0,0,False,False,0.0,42.0,2,False,True,0.3786251835497835
3817,Pirate Radio,15,R,Comedy,117.0,108000.0,7.4,50000000.0,low,53.0,1,True,False,6.130079175,49.0,4,True,False,2.199460620436508
3818,Dragonball Evolution,15,PG,Action,85.0,71000.0,2.5,30000000.0,mid,50.0,3,False,False,3.724589991351671,42.0,1,False,False,0.8936704333333333
3819,Case 39,15,R,Horror,109.0,81000.0,6.2,26000000.0,mid,35.0,0,False,False,0.0,27.0,6,False,True,4.293923007804232
3820,The Taking of Pelham 123,15,R,Action,106.0,189000.0,6.4,100000000.0,mid,65.0,13,True,False,2.908424599226615,40.0,22,True,False,1.8724057720728864
3821,It's Complicated,15,R,Comedy,120.0,88000.0,6.5,85000000.0,mid,60.0,3,False,False,3.694276154831933,55.0,16,True,False,2.594456782214692
3822,Halloween II,15,R,Horror,105.0,50000.0,4.8,15000000.0,mid,44.0,3,False,False,3.584754590476191,60.0,1,False,False,5.3640632
3823,The Final Destination,15,R,Action,82.0,99000.0,5.2,40000000.0,high,57.0,3,False,True,2.5614411801554,20.0,0,False,False,0.0
3824,Chloe,15,R,Drama,96.0,71000.0,6.3,14000000.0,low,49.0,1,False,False,0.13950712,31.0,6,True,False,1.2494091748440748
3825,Agora,15,R,Adventure,127.0,67000.0,7.2,70000000.0,low,37.0,1,True,False,10.0,49.0,1,False,False,0.2765382
3826,The Joneses,15,R,Comedy,96.0,39000.0,6.4,10000000.0,low,42.0,0,False,False,0.0,39.0,7,False,True,1.988697052987013
3827,Daybreakers,15,R,Action,98.0,124000.0,6.4,20000000.0,mid,33.0,0,False,False,0.0,47.0,12,True,False,1.9606068665261245
3828,An Education,15,PG-13,Drama,100.0,131000.0,7.3,7500000.0,high,50.0,0,False,False,0.0,39.0,0,False,False,0.0
3829,Crazy Heart,15,R,Drama,112.0,86000.0,7.2,7000000.0,high,39.0,0,False,False,0.0,24.0,18,True,False,1.0979944930434815
3830,Ice Age: Dawn of the Dinosaurs,15,PG,Animation,94.0,230000.0,6.9,90000000.0,high,44.0,1,False,False,8.338681325,60.0,2,False,False,4.176246893269231
3831,Crank: High Voltage,15,R,Action,96.0,143000.0,6.2,20000000.0,mid,36.0,1,False,False,3.57758675,52.0,7,False,True,2.4621243245890025
3832,The International,15,R,Action,118.0,93000.0,6.5,50000000.0,mid,44.0,2,True,False,1.3183822,42.0,4,False,False,1.3347386774080086
3833,My Bloody Valentine,15,R,Horror,101.0,55000.0,5.4,15000000.0,high,45.0,1,False,True,0.871363425925926,45.0,0,False,False,0.0
3834,Julie & Julia,15,PG-13,Biography,123.0,111000.0,7.0,40000000.0,high,68.0,5,False,True,3.206526624193061,31.0,2,False,False,3.039135248529412
3835,Race to Witch Mountain,15,PG,Action,98.0,57000.0,5.7,65000000.0,mid,46.0,2,False,False,4.790788106818182,35.0,6,False,True,2.222303788035728
3836,9,15,PG-13,Animation,79.0,135000.0,7.1,30000000.0,mid,38.0,0,False,False,0.0,37.0,7,True,True,5.414046302772825
3837,The Young Victoria,15,PG,Biography,105.0,59000.0,7.3,35000000.0,low,46.0,0,False,False,0.0,28.0,0,False,False,0.0
3838,Splice,15,R,Drama,104.0,95000.0,5.7,30000000.0,low,40.0,0,False,False,0.0,26.0,4,True,False,1.3800965227011497
3839,A Prophet,15,R,Crime,155.0,95000.0,7.9,13000000.0,mid,57.0,0,False,False,0.0,36.0,0,False,False,0.0
3840,My Sister's Keeper,15,PG-13,Drama,109.0,91000.0,7.4,30000000.0,high,50.0,3,True,False,2.435749706896552,28.0,5,False,True,4.216738188862216
3841,Bride Wars,15,PG,Comedy,89.0,102000.0,5.5,30000000.0,high,48.0,2,False,False,2.179713141335453,37.0,5,False,False,2.246076083619294
3842,Surrogates,15,PG-13,Action,89.0,171000.0,6.3,80000000.0,mid,48.0,3,False,False,1.9762838785492407,30.0,28,True,True,2.349680936725335
3843,Funny People,15,R,Comedy,146.0,116000.0,6.3,75000000.0,low,42.0,2,False,False,7.076501405128205,54.0,17,True,True,2.971871267763347
3844,Saw VI,15,R,Horror,90.0,105000.0,6.0,11000000.0,high,44.0,0,False,False,0.0,43.0,2,False,False,10.0
3845,Fish Tank,15,Unrated,Drama,123.0,60000.0,7.3,3000000.0,low,48.0,0,False,False,0.0,67.0,0,False,False,0.0
3846,Push,15,PG-13,Action,111.0,107000.0,6.1,38000000.0,mid,46.0,2,True,False,1.4051170222222222,18.0,3,False,True,2.487993847619048
3847,After.Life,15,R,Drama,104.0,37000.0,5.9,4500000.0,low,34.0,0,False,False,0.0,23.0,4,False,True,1.0233440166666663
3848,Nine,15,PG-13,Drama,118.0,43000.0,5.8,80000000.0,low,49.0,2,False,False,4.363000720261438,29.0,7,True,False,1.7768556117733243
3849,Obsessed,15,PG-13,Drama,108.0,31000.0,5.0,20000000.0,high,52.0,0,False,False,0.0,52.0,1,False,False,2.220433357142857
3850,Paul Blart: Mall Cop,15,PG,Action,91.0,105000.0,5.2,26000000.0,high,47.0,4,False,True,2.8059121075798443,28.0,1,False,False,2.289315294117647
3851,The Box,15,PG-13,Drama,115.0,90000.0,5.6,30000000.0,mid,34.0,2,True,True,0.5928206862745099,44.0,5,False,True,4.216738188862216
3852,Everybody's Fine,15,PG-13,Adventure,99.0,60000.0,7.1,21000000.0,low,45.0,2,True,False,7.46553614,37.0,30,True,True,1.3940124037013233
3853,Brüno,15,R,Comedy,81.0,146000.0,5.8,42000000.0,high,53.0,1,False,False,10.0,66.0,1,False,False,10.0
3854,"I Love You, Beth Cooper",15,PG-13,Comedy,102.0,34000.0,5.3,18000000.0,low,51.0,10,True,False,5.704557244854945,38.0,0,False,False,0.0
3855,The Unborn,15,PG-13,Drama,88.0,50000.0,4.8,16000000.0,high,44.0,2,False,False,1.4620498628205127,20.0,0,False,False,0.0
3856,Thirst,15,R,Drama,134.0,44000.0,7.1,5000000.0,mid,46.0,2,True,False,2.7874132916666667,24.0,3,True,False,1.784282645238095
3857,Notorious,15,R,Biography,122.0,42000.0,6.7,20000000.0,mid,40.0,2,False,False,4.200007442708333,42.0,0,False,False,0.0
3858,All About Steve,15,PG-13,Comedy,99.0,40000.0,4.8,15000000.0,mid,36.0,0,False,False,0.0,34.0,13,False,True,3.1135528690806544
3859,Old Dogs,15,PG,Comedy,88.0,37000.0,5.3,35000000.0,mid,41.0,1,False,False,7.6550966,45.0,23,True,True,3.121233479328085
3860,The Girlfriend Experience,15,R,Drama,77.0,16000.0,5.5,1700000.0,low,46.0,15,True,True,2.4783036311634654,58.0,0,False,False,0.0
3861,Ghosts of Girlfriends Past,15,PG-13,Comedy,100.0,86000.0,5.8,37500000.0,mid,45.0,6,False,False,3.441547707887139,21.0,11,True,True,1.3385580182914845
3862,The Haunting in Connecticut,15,PG-13,Drama,92.0,60000.0,5.9,10000000.0,high,34.0,0,False,False,0.0,40.0,1,False,False,4.299316166666666
3863,I Love You Phillip Morris,15,R,Biography,98.0,93000.0,6.6,13000000.0,mid,40.0,0,False,False,0.0,48.0,18,True,False,4.280918649227349
3864,Bad Lieutenant: Port of Call New Orleans,15,R,Crime,122.0,75000.0,6.6,25000000.0,low,67.0,1,False,False,0.7177143,47.0,28,True,True,2.3388169241779173
3865,Black Dynamite,15,R,Action,84.0,47000.0,7.4,2900000.0,low,41.0,0,False,False,0.0,45.0,1,False,True,2.19600105
3866,Brooklyn's Finest,15,R,Action,132.0,62000.0,6.7,17000000.0,mid,44.0,6,True,False,1.2820383408077969,42.0,20,True,True,2.3418760596055765
3867,The White Ribbon,15,R,Drama,144.0,70000.0,7.8,18000000.0,mid,67.0,1,False,False,0.5292581333333334,60.0,0,False,False,0.0
3868,The Boondock Saints II: All Saints Day,15,R,Action,118.0,62000.0,6.3,8000000.0,mid,38.0,1,True,False,0.0050785,30.0,0,False,False,0.0
3869,Whatever Works,15,PG-13,Comedy,93.0,72000.0,7.1,15000000.0,mid,74.0,25,True,False,1.3494714293267365,44.0,2,False,False,2.861415122222222
3870,Hannah Montana: The Movie,15,G,Comedy,102.0,41000.0,4.6,30000000.0,high,53.0,2,False,False,3.085504314285714,22.0,0,False,False,0.0
3871,Alvin and the Chipmunks: the Squeakquel,15,PG,Animation,88.0,45000.0,4.5,75000000.0,high,62.0,6,False,True,2.579572790333676,17.0,2,False,True,3.480408625
3872,12 Rounds,15,PG-13,Action,108.0,28000.0,5.6,22000000.0,low,50.0,13,False,True,1.6513340682818696,39.0,1,False,True,1.1082804
3873,Survival of the Dead,15,R,Comedy,90.0,21000.0,4.9,4000000.0,low,69.0,6,False,False,1.9061389172619048,32.0,0,False,False,0.0
3874,Fame,15,PG,Comedy,107.0,16000.0,5.1,18000000.0,high,25.0,0,False,False,0.0,38.0,1,False,False,1.2114113548387098
3875,The House of the Devil,15,R,Horror,95.0,42000.0,6.4,900000.0,low,29.0,0,False,False,0.0,54.0,0,False,False,0.0
3876,Middle Men,15,R,Comedy,105.0,37000.0,6.8,20000000.0,low,53.0,0,False,False,0.0,28.0,2,False,False,1.855328261904762
3877,Astro Boy,15,PG,Animation,94.0,34000.0,6.3,65000000.0,low,39.0,1,False,False,1.1965204966442953,38.0,3,True,False,1.763679398794143
3878,My Life in Ruins,15,PG-13,Comedy,95.0,19000.0,5.9,17000000.0,mid,55.0,8,False,True,1.7525142981089743,17.0,1,False,False,10.0
3879,G-Force,15,PG,Animation,88.0,44000.0,5.1,150000000.0,mid,54.0,0,False,False,0.0,47.0,1,False,True,0.1035056
3880,Did You Hear About the Morgans?,15,PG-13,Comedy,103.0,39000.0,4.9,58000000.0,mid,50.0,2,False,False,3.4824008666666666,39.0,10,True,False,3.4677554850322254
3881,Away We Go,15,R,Adventure,98.0,52000.0,7.0,17000000.0,low,44.0,4,True,False,3.945422305257937,49.0,0,False,False,0.0
3882,Love Happens,15,PG-13,Drama,109.0,32000.0,5.7,18000000.0,mid,38.0,0,False,False,0.0,30.0,6,False,False,2.9500798706349207
3883,Youth in Revolt,15,R,Comedy,90.0,73000.0,6.4,18000000.0,mid,44.0,2,False,False,3.41794025,40.0,2,True,False,5.9481447
3884,Observe and Report,15,R,Comedy,86.0,61000.0,5.8,18000000.0,mid,33.0,0,False,False,0.0,21.0,3,False,False,4.292437102469136
3885,Bright Star,15,PG,Biography,119.0,26000.0,6.9,8500000.0,mid,55.0,2,True,True,3.859013232142857,27.0,0,False,False,0.0
3886,Harry Brown,15,R,Action,103.0,85000.0,7.2,7300000.0,mid,44.0,0,False,False,0.0,27.0,9,True,True,1.488661996964868
3887,Duplicity,15,PG-13,Comedy,125.0,49000.0,6.2,60000000.0,mid,53.0,1,False,False,3.7196734,76.0,11,True,True,4.154847594108539
3888,The Pink Panther 2,15,PG,Action,92.0,43000.0,5.6,70000000.0,mid,44.0,2,False,True,1.4270970833333334,42.0,18,True,True,2.242730912102111
3889,The Informant!,15,R,Biography,108.0,64000.0,6.4,22000000.0,mid,46.0,15,True,True,2.4783036311634654,64.0,11,True,False,1.8033602820744523
3890,Planet 51,15,PG,Animation,91.0,52000.0,6.0,70000000.0,mid,18.0,0,False,False,0.0,39.0,6,False,True,2.222303788035728
3891,Crossing Over,15,R,Crime,113.0,23000.0,6.7,19000000.0,low,44.0,2,False,False,1.9477907583333331,37.0,22,True,True,3.9197065055804616
3892,A Christmas Carol,15,PG,Animation,96.0,106000.0,6.8,175000000.0,mid,57.0,12,True,False,5.276709162524651,67.0,18,True,False,4.280918649227349
3893,City Island,15,PG-13,Comedy,104.0,31000.0,7.4,6000000.0,mid,45.0,0,False,False,0.0,47.0,3,False,False,0.368124206547619
3894,Coco Before Chanel,15,PG-13,Biography,105.0,39000.0,6.7,23000000.0,mid,50.0,0,False,False,0.0,53.0,2,True,False,5.613289655477032
3895,Dead Snow,15,Unrated,Comedy,91.0,65000.0,6.3,800000.0,mid,30.0,0,False,False,0.0,33.0,0,False,False,0.0
3896,The Messenger,15,R,Drama,113.0,34000.0,7.1,6500000.0,low,43.0,0,False,False,0.0,37.0,0,False,False,0.0
3897,The Soloist,15,PG-13,Biography,117.0,52000.0,6.7,60000000.0,low,37.0,2,True,False,4.355334596428572,29.0,3,True,False,1.5485957232493
3898,Whiteout,15,R,Action,101.0,38000.0,5.5,35000000.0,low,60.0,3,False,False,1.447894237037037,42.0,4,False,False,2.120242466471812
3899,Beyond a Reasonable Doubt,15,PG-13,Crime,106.0,12000.0,5.9,25000000.0,low,66.0,9,False,True,1.3877202585126396,36.0,1,False,False,3.8247097222222224
3900,The Secret of Kells,15,Unrated,Animation,75.0,33000.0,7.6,8000000.0,low,32.0,0,False,False,0.0,31.0,0,False,False,0.0
3901,The Disappearance of Alice Creed,15,R,Crime,100.0,26000.0,6.7,800000.0,mid,36.0,0,False,False,0.0,14.0,0,False,False,0.0
3902,"The Goods: Live Hard, Sell Hard",15,R,Comedy,89.0,21000.0,5.8,10000000.0,mid,36.0,0,False,False,0.0,23.0,2,False,False,1.9539462205882356
3903,Miss March,15,R,Comedy,90.0,21000.0,5.0,6000000.0,low,28.0,0,False,False,0.0,44.0,0,False,False,0.0
3904,Cirque du Freak: the Vampire's Assistant,15,PG-13,Action,109.0,44000.0,5.8,40000000.0,low,44.0,2,False,False,6.17913875,28.0,0,False,False,0.0
3905,Aliens in the Attic,15,PG,Adventure,86.0,21000.0,5.4,45000000.0,mid,80.0,2,False,True,2.366937058823529,17.0,0,False,False,0.0
3906,Street Fighter: The Legend of Chun-Li,15,PG-13,Action,96.0,23000.0,3.7,18000000.0,low,59.0,4,False,True,2.1170233375,24.0,0,False,False,0.0
3907,Broken Embraces,15,R,Drama,127.0,39000.0,7.2,18000000.0,mid,60.0,2,True,False,9.0423279,27.0,1,False,True,1.27428425
3908,The Damned United,15,R,Biography,98.0,42000.0,7.5,10000000.0,low,37.0,0,False,False,0.0,35.0,0,False,False,0.0
3909,Gentlemen Broncos,15,PG-13,Adventure,90.0,11000.0,6.2,10000000.0,low,30.0,2,False,False,6.417935142857143,56.0,0,False,False,0.0
3910,Chéri,15,R,Comedy,86.0,11000.0,6.2,23000000.0,low,68.0,5,True,False,1.2331370454305977,22.0,7,False,True,1.9339425832652637
3911,Tanner Hall,15,R,Drama,96.0,3500.0,5.8,3000000.0,low,41.0,0,False,False,0.0,51.0,0,False,False,0.0
3912,[Rec]²,15,R,Horror,85.0,70000.0,6.5,5600000.0,high,41.0,1,False,True,3.206484528301887,24.0,0,False,False,0.0
3913,Inception,14,PG-13,Action,148.0,2100000.0,8.8,160000000.0,high,40.0,6,True,False,4.330738941561422,41.0,13,True,False,3.752841962417882
3914,Iron Man 2,14,PG-13,Action,124.0,746000.0,7.0,175000000.0,high,44.0,4,True,False,3.266263259303197,36.0,9,True,False,1.6895098110869318
