name,actor_num_movies,actor_profit_mean,actor_profit_std,actor_score_mean,actor_score_std
Andy Kaufman,1,-0.820442,0.0,4.3,0.0
Richard Dreyfuss,9,0.4412703172281676,1.443652203906612,6.5,0.5744562646538027
Robert Duvall,3,1.980567328888889,2.3393479481867443,6.333333333333333,0.8082903768654763
David Rasche,1,-0.9164690833333333,0.0,5.2,0.0
Harry Hamlin,1,-0.1044265,0.0,5.5,0.0
Sean Penn,17,1.0790018187591086,2.5438101858045603,6.647058823529412,1.0920838149260932
Arnold Schwarzenegger,26,2.6845383328044923,3.893752504544731,6.253846153846154,1.0222448901239936
Henry Thomas,1,74.51529085714286,0.0,7.8,0.0
Michelle Pfeiffer,8,0.7431141190527578,2.5406144328929803,6.1875,0.7881941385217222
Aileen Quinn,1,0.14127722,0.0,6.6,0.0
JoBeth Williams,2,3.6836440912444663,3.572197223847251,6.5,1.1313708498984758
Nick Nolte,13,0.6202144527893046,2.0062483138239866,6.43076923076923,0.5618193888083836
William Shatner,5,3.208062977586663,1.9076030212443515,6.88,0.8497058314499201
Meryl Streep,23,2.0057070966005384,2.844176160755077,6.739130434782608,0.5015785358924205
Ben Kingsley,1,1.398540409090909,0.0,8.0,0.0
Dustin Hoffman,8,3.532686233482143,4.781777205223071,6.8,0.6886840453253685
Elizabeth Hartman,1,1.0951047142857142,0.0,7.6,0.0
Marc Singer,2,-0.04902325000000002,1.1399823498331565,5.15,1.4849242404917502
Hal Holbrook,1,1.628594375,0.0,6.9,0.0
Bob Geldof,1,0.85548025,0.0,8.0,0.0
Nastassja Kinski,1,-0.6111111111111112,0.0,6.2,0.0
Bertil Guve,1,0.1326285,0.0,8.1,0.0
Dana Kimmell,1,14.95220304347826,0.0,5.7,0.0
Tom Atkins,2,2.1851736363636363,3.641354364210344,5.5,0.7071067811865476
Jim Henson,1,1.7753620666666667,0.0,7.2,0.0
Christopher George,1,5.77437,0.0,6.1,0.0
Steve Guttenberg,6,4.225976354372951,6.748863873847864,6.233333333333333,0.595538971576728
Barbara Hershey,2,-0.1808123888888889,0.9278607256603596,6.45,0.3535533905932738
Kate McNeil,1,23.952908235294117,0.0,6.0,0.0
Peter Ustinov,2,-0.6144631666666667,0.31894782042426456,6.65,0.6363961030678924
Charles Bronson,9,1.172173108950261,2.315140130065051,5.688888888888889,0.4594682917363406
Barry Bostwick,1,-0.71622005,0.0,3.7,0.0
Mariel Hemingway,3,-0.6515328144841269,0.19404557503332936,6.266666666666667,0.4509249752822896
James Olson,1,1.5069634,0.0,5.5,0.0
John Cassavetes,1,-0.6149811538461538,0.0,6.5,0.0
Roy Scheider,3,0.3214031932900433,0.670968566563668,6.433333333333334,0.35118845842842467
Robert Glaudini,1,-0.9971625,0.0,3.9,0.0
Cher,6,1.8480384427838221,2.2371137885638133,6.866666666666667,0.3444802848737017
Lewis Collins,1,-0.5555211666666666,0.0,6.4,0.0
Peter Sellers,1,0.5093455,0.0,5.0,0.0
Jon Voight,5,-0.010207634928104614,1.1817098816541867,5.24,2.1824298385056964
Willie Nelson,1,-0.8421706363636363,0.0,6.4,0.0
Ken Wahl,2,-0.1841801842105263,1.0838309072987669,5.199999999999999,0.14142135623730964
Mark Blankfield,1,-0.2415624,0.0,6.2,0.0
John Hurt,3,-0.3045828737060041,0.620661151786603,6.166666666666667,0.5773502691896258
Toni Attell,1,2.0191962857142856,0.0,6.0,0.0
Bette Midler,5,1.1522375490093488,2.138270526270827,6.359999999999999,0.9528903399657278
Ryan O'Neal,4,-0.16510632142857143,0.9221481038081082,5.0,0.725718035235908
Luciano Pavarotti,1,-0.8800240526315789,0.0,3.9,0.0
C. Thomas Howell,1,1.5697647,0.0,7.1,0.0
Tom Cruise,34,3.482784989577696,4.20076278025408,6.8500000000000005,0.7308152359460693
Eddie Murphy,27,2.3549395189786413,4.553802382824596,5.707407407407407,1.0015088332211268
Tom Berenger,6,1.2285659577388468,2.881051661335899,6.8999999999999995,0.5440588203494178
Dennis Quaid,17,0.83239656295948,1.484555017798677,6.358823529411765,0.8367039676084753
Keith Gordon,1,1.166788556701031,0.0,6.7,0.0
Jennifer Beals,1,22.23030075,0.0,6.2,0.0
Matthew Broderick,12,3.616162894287749,6.951875179487877,6.6499999999999995,1.1789826122551594
Sam Shepard,1,-0.21509944444444445,0.0,7.8,0.0
Ken Marshall,1,-0.6400719787234043,0.0,6.1,0.0
Christopher Walken,7,-0.13077599898472597,0.8222384144292123,6.6000000000000005,0.5259911279353168
Phoebe Cates,4,0.9390474276748885,1.5582156557837836,5.825,0.457347424467075
Nicolas Cage,40,2.0930871462147818,7.712783557653825,6.2075000000000005,1.0105564600626522
Matt Dillon,5,0.2236609661538461,1.0728180924747686,6.540000000000001,0.7300684899377591
James Woods,5,-0.4903908910847565,0.3282752540243677,6.640000000000001,0.4505552130427525
Shirley MacLaine,4,4.439949539583334,6.0253478394089655,6.7749999999999995,0.6652067347825035
Dan Aykroyd,8,0.6314649401807073,1.1787398794427009,5.6375,0.7190022849159005
Peter Billingsley,1,5.258702121212121,0.0,7.9,0.0
Anthony Perkins,1,5.945,0.0,6.5,0.0
Barbra Streisand,5,0.8214550702857142,1.05404734350101,6.44,0.41593268686170826
Randy Norton,1,-0.3659308333333333,0.0,6.6,0.0
Graham Chapman,1,-0.3384615384615385,0.0,6.0,0.0
John Cleese,3,2.456274259259259,4.271590317874216,7.133333333333333,0.6350852961085881
Rick Hill,1,25.081509846827135,0.0,4.6,0.0
Jason Robards,1,-0.5578947368421052,0.0,6.8,0.0
Peter Keleghan,1,1.60276875,0.0,4.7,0.0
Cliff Gorman,1,4.829521333333333,0.0,5.7,0.0
Mary Beth McDonough,1,16.276004,0.0,5.2,0.0
Linda Blair,1,3.9199864,0.0,5.0,0.0
Peter Strauss,1,0.14432395833333334,0.0,5.5,0.0
Tom Selleck,5,2.750312319617225,6.444991142753481,6.16,0.4449719092257399
Don Francks,1,-0.996202625,0.0,6.5,0.0
Lou Ferrigno,1,3.2704776,0.0,4.0,0.0
Tony Roberts,1,0.0555225,0.0,4.1,0.0
Rutger Hauer,6,-0.2815238387832888,0.36733710804071457,6.333333333333333,0.45460605656619524
Shô Kosugi,1,17.811467142857143,0.0,6.1,0.0
Peter Weller,7,0.28054512695054934,1.4225033238604983,6.371428571428572,0.6499084184567488
David Niven,1,-0.5916376363636363,0.0,4.3,0.0
Max Gail,1,1.016828375,0.0,5.5,0.0
Walter Matthau,3,0.3561508038888889,1.4193651538548717,6.199999999999999,0.4582575694955842
Pia Zadora,1,-0.75536,0.0,3.0,0.0
Cristina Raines,1,0.11178,0.0,5.8,0.0
Rosanna Arquette,3,1.2377077407407409,3.349355125175024,5.666666666666667,0.850490054811538
Malcolm McDowell,2,-0.5669169090909091,0.18931074153508035,5.9,1.1313708498984762
Tommy Lee Jones,12,1.0067910667667748,2.3380516672230063,6.5249999999999995,0.7735690602067089
Martin Yost,1,3.4337,0.0,3.7,0.0
Linda Griffiths,1,4.102796666666666,0.0,6.8,0.0
Robby Benson,1,-0.625,0.0,6.7,0.0
Margot Kidder,1,-0.1391428,0.0,5.3,0.0
Everett Silas,1,-0.47646,0.0,7.2,0.0
Kyle MacLachlan,2,0.36136992500000004,0.8318795557481932,6.75,0.3535533905932738
Ralph Macchio,1,10.389914875,0.0,7.3,0.0
Craig Wasson,1,-0.119806,0.0,6.8,0.0
Heather Langenkamp,3,7.863299541666668,5.928446744529924,6.866666666666667,0.5507570547286104
F. Murray Abraham,1,1.8925995,0.0,8.3,0.0
Patrick Swayze,11,5.342435762998411,11.781732942726146,6.290909090909091,0.704917790177756
Noah Hathaway,1,-0.24994774074074075,0.0,7.4,0.0
Kevin Bacon,12,0.6848933771490221,2.62887029214732,6.358333333333333,0.4756972553924173
Robert Carradine,1,4.1093065,0.0,6.6,0.0
Zach Galligan,3,4.021888278989899,7.751454028150261,6.633333333333333,0.5859465277082313
Michael Douglas,18,3.2060103826568005,5.2132052583923825,6.7333333333333325,0.5800608487351082
Michael Paré,2,-0.5281225369458128,0.12162888010635622,6.4,0.4242640687119289
Molly Ringwald,4,1.3755147789377289,1.9954932112272326,6.050000000000001,0.9882644720249063
Rob Reiner,1,0.8944808,0.0,7.9,0.0
Val Kilmer,15,0.2526277295834801,1.0516942223750956,6.586666666666667,0.5865963161282536
Peter Horton,1,17.21123625,0.0,5.6,0.0
Lance Guest,1,0.9155526666666667,0.0,6.8,0.0
Tom Hanks,38,3.633372451040167,3.171638270470585,7.092105263157895,0.849922597094954
John Getz,1,1.8188613333333334,0.0,7.6,0.0
Sumi Shimamoto,1,7.736506,0.0,8.1,0.0
Erich Anderson,1,11.684953846153846,0.0,6.0,0.0
Rachel Ward,1,0.6683893846153847,0.0,5.9,0.0
Helen Slater,1,-0.5915303428571429,0.0,4.4,0.0
Drew Barrymore,13,0.9386045655941813,1.9992412313601686,5.823076923076924,0.8564985368287231
John Heard,1,2.7235384,0.0,5.6,0.0
Gene Wilder,2,0.7172329188034189,1.5546156997309206,5.85,0.21213203435596412
Harry Dean Stanton,1,-0.914,0.0,6.9,0.0
Sam Waterston,1,1.4097424305555555,0.0,7.8,0.0
Catherine Mary Stewart,1,19.59846,0.0,6.4,0.0
John Lurie,1,26.066666666666666,0.0,7.5,0.0
Robert Urich,1,0.5839778888888889,0.0,5.7,0.0
Judy Davis,1,0.7000929375,0.0,7.3,0.0
Prince,2,4.183570963888889,6.470310688028699,5.5,1.4142135623730951
Rob Lowe,6,0.3995278847015729,1.6999851204840881,5.766666666666666,0.78655366420014
Tanya Roberts,1,-0.76886588,0.0,4.9,0.0
Christopher Lambert,10,0.21878018685042733,1.994132829855135,5.6000000000000005,0.9213516640723501
Matthew Modine,6,-0.21982215991734524,0.6549522862068115,6.95,0.7791020472312985
Sarah Patterson,1,1.194667,0.0,6.7,0.0
Lilyan Chauvin,1,1.3393990610328639,0.0,5.9,0.0
Eric Roberts,3,-0.2871255773809524,0.3260097125311225,6.233333333333334,0.568624070307733
Rae Dawn Chong,1,0.7469253684210526,0.0,6.5,0.0
Teri Garr,2,-0.5366532321428571,0.44975877845379586,5.800000000000001,0.5656854249492379
Howard E. Rollins Jr.,1,2.6368911666666666,0.0,7.2,0.0
Tab Hunter,1,-0.7574536666666667,0.0,6.4,0.0
Steven Bauer,1,0.15944611111111112,0.0,5.8,0.0
Joe Morton,1,9.50631142857143,0.0,6.8,0.0
Geneviève Bujold,1,2.5574757142857143,0.0,6.8,0.0
Tim Matheson,2,1.38402535,2.9792983267179545,5.85,0.07071067811865513
Diane Keaton,8,1.052640016919192,3.422335483225265,5.75,0.5371884479132333
Paul McCartney,1,-0.8451665555555555,0.0,5.2,0.0
Michael O'Keefe,1,-0.790372,0.0,5.4,0.0
Debra Winger,5,-0.18345099266165416,1.0386691858435826,6.08,0.6534523701081818
Gary Busey,2,5.962510790562379,7.349003109119645,6.25,0.21213203435596475
Brooke Adams,1,-0.905,0.0,5.1,0.0
Anthony Michael Hall,2,1.9944759045454548,3.106646059550387,5.6,1.4142135623730951
Sean Astin,3,2.5627181418546368,2.1596138911543394,6.733333333333333,1.0066445913694333
Michael J. Fox,13,3.4086440901731887,5.554560399851228,6.707692307692309,0.8664694055586907
William Petersen,2,0.72964435,1.6332170011561438,7.25,0.0707106781186545
Eileen Brennan,1,-0.023733533333333334,0.0,7.3,0.0
Emilio Estevez,8,7.297888288507325,17.537050738092535,6.4375,0.7689278249614848
Don Ameche,2,2.152515514285714,2.4360113474894125,6.050000000000001,0.9192388155425116
Clu Gulager,1,2.55947,0.0,7.3,0.0
Demi Moore,8,0.8281578588636365,1.3845746944558492,5.875,0.7667184247539268
Jonathan Pryce,1,-0.3366698,0.0,7.9,0.0
Danny Glover,5,1.1764008435070785,2.5816093941819567,6.5,0.7615773105863908
Kevin Kline,9,0.18137241260644488,0.6652479090534795,6.611111111111111,0.5861835131689659
Tatsuya Nakadai,1,-0.6378884347826087,0.0,8.2,0.0
Maggie Smith,5,3.9909708712121215,2.3763278990837917,6.9799999999999995,0.25884358211089564
Chris Sarandon,1,1.7691374444444445,0.0,7.1,0.0
Ethan Hawke,18,4.111256944495993,8.788319849855638,6.783333333333333,0.9419941301178422
Griffin Dunne,1,1.357626888888889,0.0,7.7,0.0
Robert Englund,5,3.9100175579953387,2.858824412495766,5.379999999999999,0.363318042491699
Steve Railsback,1,-0.5358582,0.0,6.2,0.0
Paul Reubens,1,5.823443666666667,0.0,7.0,0.0
Lori Cardille,1,0.42857142857142855,0.0,7.1,0.0
William Katt,1,5.481543666666667,0.0,6.2,0.0
Grant Bardsley,1,-0.5161660909090909,0.0,6.4,0.0
Melanie Kinnaman,1,8.968371818181819,0.0,4.8,0.0
Jeffrey Combs,2,0.26423,1.391597144813944,6.95,0.3535533905932738
Taimak,1,1.5754284,0.0,6.9,0.0
Lauren Hutton,1,2.125,0.0,5.5,0.0
Jeff Goldblum,5,2.334819120456621,3.1567255129927574,6.2,1.0559356040971435
John Cusack,20,0.7856510174799645,1.4796953369601435,6.725,0.6495950155370085
Mikhail Baryshnikov,1,1.10804245,0.0,6.7,0.0
Nicholas Rowe,1,0.09664305555555555,0.0,6.8,0.0
Mickey Rourke,12,0.36420195693173874,2.1872953122516514,6.5249999999999995,0.9964710459689964
Bruno Lawrence,1,1.123135,0.0,6.8,0.0
Ken Ogata,1,-0.8860008,0.0,8.0,0.0
Sally Field,6,2.6034984727777775,5.452990250545008,6.283333333333332,0.5741660619251772
Kevin Costner,27,2.414882829843942,4.627625803968853,6.881481481481482,0.6089316224320436
Richard Chamberlain,2,-0.2534052846153846,0.6477133253436518,4.9,0.4242640687119289
Michael Dudikoff,3,6.699392642857144,5.673736557269968,5.400000000000001,0.4582575694955837
Timothy Hutton,3,-0.1711082585470085,0.5480672616040675,6.3999999999999995,0.3999999999999999
Helen Shaver,1,0.9936704,0.0,7.0,0.0
Mia Farrow,4,1.1268515526041667,2.7606300391989835,7.425000000000001,0.5737304826019505
Louise Lasser,1,-0.9982996666666667,0.0,5.7,0.0
Sting,1,-0.7262562307692307,0.0,5.3,0.0
Raymond Burr,1,1.0581975,0.0,6.2,0.0
Jackie Chan,18,2.4352534696434938,4.320155232841933,6.277777777777778,0.6073622386096198
Sheila E.,1,2.6842376666666667,0.0,6.5,0.0
John Erwin,1,2.8304285,0.0,7.3,0.0
Joe Colligan,1,-0.7759466666666667,0.0,6.5,0.0
Georgia Engel,1,10.467311,0.0,5.7,0.0
Daniel Jenkins,1,-0.9957407142857143,0.0,5.4,0.0
Mario Van Peebles,2,0.63069915,0.2804062346386845,4.8,0.9899494936611668
Sigourney Weaver,8,1.875193039771411,2.08010297924179,6.825,0.7045768740375827
Wil Wheaton,1,5.53592675,0.0,8.1,0.0
Paul Hogan,5,10.467883847683765,16.05074487628614,5.58,0.6572670690061992
David Bowie,1,-0.44336504,0.0,7.4,0.0
Charlie Sheen,13,2.6620706862732857,6.1717563684303505,6.384615384615385,0.7369375299690761
Isabella Rossellini,1,0.436461,0.0,7.7,0.0
Lea Thompson,1,0.02602091891891892,0.0,4.7,0.0
Rick Moranis,4,3.0911915777777774,5.527743512241602,6.175000000000001,0.8958236433584458
Crispin Glover,2,0.4246409657894737,1.4091388914662415,6.55,0.636396103067893
Ally Sheedy,4,1.07557425625,1.3717566187426629,5.6499999999999995,0.714142842854285
Joey Cramer,1,1.0627347777777778,0.0,6.9,0.0
Kathleen Turner,4,0.6128207767094016,1.2588094714039393,5.45,1.8699376103674332
Corey Haim,2,1.0854130208333332,1.016460841968716,6.6,0.4242640687119289
Thom Mathews,1,5.490685666666667,0.0,6.0,0.0
Rodney Dangerfield,1,7.296181818181818,0.0,6.6,0.0
Dennis Hopper,1,0.7076323404255319,0.0,5.6,0.0
Gary Oldman,7,1.5486558241002923,2.242928060553295,6.799999999999999,0.8326663997864531
Michael Rooker,1,4.494945945945946,0.0,7.0,0.0
Jason Lively,1,-0.8817268,0.0,6.8,0.0
Kate Capshaw,2,-0.5011844861111111,0.05649466947814482,5.6,0.14142135623730964
Vincent Price,2,0.3928694485714285,1.9319548969380158,7.15,0.07071067811865513
Orson Welles,1,-0.023233166666666666,0.0,7.3,0.0
Michael Moriarty,1,3.9552863636363638,0.0,4.5,0.0
Jeff Daniels,3,0.5853881038961039,0.7220073735762307,6.7,0.26457513110645897
Daryl Hannah,1,-0.8697512,0.0,5.4,0.0
Tracy Camilla Johns,1,39.78572571428571,0.0,6.8,0.0
Tom Waits,1,0.3675327272727273,0.0,7.7,0.0
Karen Black,1,-0.59294475,0.0,5.6,0.0
Deborah Foreman,1,1.5895526,0.0,6.2,0.0
Helena Bonham Carter,2,-0.9248057823529412,0.06014647785101776,7.15,0.07071067811865513
John Candy,6,2.079763392159692,4.3692594326059755,6.233333333333333,0.5988878581726854
Bryan Brown,3,0.1687197886178862,0.9554084289730363,6.066666666666667,0.5686240703077329
Brian Kerwin,1,-0.528878,0.0,3.9,0.0
Danny DeVito,5,0.3513106397934197,1.5674179935775485,6.16,0.49799598391954936
Richard Jordan,1,-0.9368296,0.0,4.8,0.0
John Lithgow,3,1.771344238888889,2.408219930642423,6.099999999999999,0.1000000000000001
Michael Keaton,14,2.491727459641436,3.726177127664989,6.378571428571428,0.8432342237148324
Stephen Lang,3,4.577519411885688,8.977816246182032,6.533333333333334,0.4932882862316245
Chris Makepeace,1,0.4973081818181818,0.0,5.9,0.0
Burt Lancaster,2,0.1041362833333333,1.4731673410325434,6.4,0.2828427124746186
Todd Allen,1,2.6846865,0.0,5.7,0.0
Blythe Danner,1,-0.33566983333333333,0.0,6.8,0.0
Sissy Spacek,1,-0.5256713,0.0,5.9,0.0
Judd Nelson,2,0.22063922500000002,0.743679086371636,5.15,1.0606601717798212
Scott McGinnis,1,-0.8724722222222222,0.0,4.6,0.0
Mike Norris,1,-0.003926646157319861,0.0,4.1,0.0
Victor Love,1,-0.3494395,0.0,5.8,0.0
Cary Elwes,4,22.144923260416668,42.29923673586346,7.050000000000001,1.014889156509222
Elisabeth Shue,2,3.1879778422619047,1.020785431281012,6.15,1.0606601717798212
Adrian Pasdar,1,-0.3261386,0.0,7.0,0.0
Andrew McCarthy,2,3.4702347380952383,3.747615870394244,5.35,0.7778174593052027
Dolph Lundgren,4,-0.5110789070616883,0.25835768563699,5.700000000000001,0.4690415759823426
Christian Bale,20,1.294181916790573,1.9142788487171762,7.43,0.7233693094780402
Lorraine Gary,1,1.2556962173913044,0.0,3.0,0.0
Timothy Dalton,2,2.079937846875,2.5459823321932666,6.65,0.07071067811865513
Lou Diamond Phillips,3,3.1725566245421244,3.6131169040755533,5.5,1.5099668870541503
Andre Gower,1,-0.6858341666666666,0.0,7.0,0.0
Donald Pleasence,4,2.4082565833333334,1.0125407590075226,5.625000000000001,0.8539125638299667
George Kennedy,1,3.0,0.0,6.1,0.0
Hume Cronyn,1,1.60355188,0.0,6.7,0.0
Jason Bateman,12,2.3079533722728787,3.127324120489034,6.258333333333334,1.029967637032025
Jim Varney,3,3.7327936693121693,1.9681520779817325,5.5,0.09999999999999964
Kim Basinger,4,0.39844592474358975,0.9819921808171721,5.85,0.5802298395176405
Anthony Newley,1,0.576615,0.0,2.6,0.0
Casey Siemaszko,1,-0.38568966666666665,0.0,7.1,0.0
David Paul,1,-0.8,0.0,5.0,0.0
Martin Sheen,1,0.44257215384615384,0.0,6.1,0.0
Denzel Washington,33,1.0549636131365097,1.1204402997823946,6.96060606060606,0.5656519435236842
Madonna,5,-0.09703432264527631,0.979889400793087,4.78,0.973139250056229
Chris Cooper,2,0.45094334999999997,1.45784749549452,7.65,0.3535533905932738
Jon Cryer,1,0.0027772857142857143,0.0,6.4,0.0
Michael E. Knight,1,-0.75137975,0.0,5.7,0.0
Lane Smith,1,-0.913574,0.0,5.8,0.0
Kelly McGillis,2,0.2502037472527473,1.7216058567298826,6.65,0.7778174593052027
Jim Belushi,4,1.1283758473128342,1.7021625256375643,6.15,0.23804761428476162
Tom Hulce,1,-0.909582,0.0,5.3,0.0
Michael Biehn,2,-0.94599035,0.07378341063630088,5.1,1.5556349186104046
Deborah Winters,1,-0.4583025,0.0,5.1,0.0
Bill Cosby,1,-0.8076977083333333,0.0,2.2,0.0
Sarah Miles,1,-0.4136696226415094,0.0,6.3,0.0
Robert Townsend,2,25.3435027,36.688471939793004,6.1,1.2727922061357855
Sy Richardson,1,-0.7898,0.0,5.7,0.0
Jodie Foster,12,2.2094545828591525,3.7757588225936383,6.766666666666667,0.7240458716424147
Julie Walters,1,-0.9123433397605489,0.0,6.4,0.0
Patrick Dempsey,3,0.026181219047619015,1.416651980245668,6.1000000000000005,0.17320508075688762
Elaine Stritch,1,-0.9513566,0.0,6.5,0.0
Eric Stoltz,3,-0.6321883734567901,0.2388353803690386,6.233333333333333,0.7371114795831991
Eddie Deezen,1,-0.9010967,0.0,5.1,0.0
Bruce Willis,34,1.5339112056959532,2.924830316476209,6.514705882352941,0.8367079621371742
Alec Baldwin,10,0.9019943135048278,1.7667118755210809,6.029999999999999,0.8994442728707545
River Phoenix,3,0.01364487142857144,1.3499711731980082,7.033333333333334,0.6506407098647711
Roddy Piper,1,2.252232,0.0,7.3,0.0
Winona Ryder,7,0.7016881478550951,1.4036040389389122,6.685714285714285,0.951189731211342
Bob Hoskins,2,1.5736119842261904,3.0234091751631986,5.9,2.5455844122715714
