director_name,director_num_movies,director_profit_mean,director_profit_std,director_score_mean,director_score_std
Peter Hyams,10,0.2670092646613756,1.0992756773731207,5.78,0.7728734264634367
Blake Edwards,10,0.13275474369987433,0.7706314247375863,5.449999999999999,0.8209073570683169
Lucio Fulci,1,-0.6903925,0.0,6.8,0.0
Francis Ford Coppola,10,0.683176754771172,1.603448617428476,6.859999999999999,0.5501514942874068
Ulu Grosbard,3,-0.01584067865497076,0.2768939782895744,6.400000000000001,0.1000000000000001
Bruce Malmuth,2,3.36107725,0.5374088611656912,6.1,0.4242640687119289
John G. Avildsen,6,2.986063915347806,3.821119453752185,6.566666666666666,0.9136009340333815
Michael Wadleigh,1,-0.3748985294117647,0.0,6.3,0.0
Sidney Lumet,10,0.09617841943443509,1.0213901880772907,6.529999999999999,0.9978309810116475
Ken Wiederhorn,2,0.4415594758064516,0.06118874398835245,5.9,0.14142135623730964
Steve Rash,2,-0.006218350000000001,0.07418561297343979,5.300000000000001,0.14142135623730964
Michael Schultz,3,1.6180327444444444,1.0455539701907874,6.333333333333333,0.6658328118479396
Ken Shapiro,1,2.269276375,0.0,5.1,0.0
Herbert Ross,7,3.1710673306733335,4.2198020051955325,6.457142857142856,0.5287001130355558
William A. Fraker,1,-0.2990086111111111,0.0,5.1,0.0
Franklin J. Schaffner,2,-0.867770204887218,0.01732955767133013,4.55,0.919238815542512
Luis Valdez,2,3.7733947635327634,5.045119863297298,6.85,0.07071067811865513
Billy Wilder,1,-0.2741457,0.0,6.5,0.0
Oz Scott,1,1.8419335454545454,0.0,6.1,0.0
Allan Arkush,3,-0.6437689060606061,0.21103535356847664,4.933333333333334,1.5502687938977984
Gus Trikonis,1,4.019722,0.0,5.0,0.0
John Badham,8,1.806586912575272,2.6305988519253645,6.475,0.5548487567410986
Terence Young,1,-0.8869350869565218,0.0,2.7,0.0
Jean-Claude Tramont,1,-0.6818360714285714,0.0,5.5,0.0
Roger Spottiswoode,9,0.7449902318719364,1.6240205928777447,6.011111111111111,0.7928499928177531
Alan J. Pakula,6,2.390633084743266,3.511436267556358,6.3999999999999995,0.8074651695274537
John Schlesinger,6,0.2946547936039886,0.78157829313367,5.8999999999999995,0.7899367063252599
Noel Nosseck,1,-0.1044265,0.0,5.5,0.0
Amy Heckerling,6,8.028291003104576,15.145273846056169,6.1000000000000005,0.7999999999999999
Ridley Scott,23,1.1392469477786091,1.4739810429841185,6.92608695652174,0.7711958784925868
John Milius,4,0.5594632357142857,1.5714133249359479,6.3500000000000005,0.4509249752822897
Ted Kotcheff,4,1.8418190715517242,3.7517691113166327,6.425,0.899536917900909
Taylor Hackford,10,1.988001608542983,5.135146186866494,6.709999999999999,0.8116512661098839
Patricia Birch,1,0.14935424242424242,0.0,4.4,0.0
Tobe Hooper,4,1.4470995905970372,3.2311932230169678,6.175000000000001,0.8015609770940699
Nicholas Meyer,3,2.4529553226190477,3.4865521380817355,6.833333333333333,1.0969655114602892
Richard Attenborough,5,-0.07821947149208061,0.9077842486654608,7.279999999999999,0.6610597552415363
Steven Lisberger,1,0.9412073529411765,0.0,6.8,0.0
Don Bluth,8,0.9122503436413043,2.181429318056156,6.7125,0.6791538853603064
Sylvester Stallone,6,4.419050988242721,3.0345822887033673,6.5,0.9055385138137415
Don Coscarelli,3,0.8079553333333332,0.5958490885067571,6.566666666666666,0.40414518843273795
George A. Romero,7,0.6476218576530612,1.1947590580603324,6.128571428571428,0.7476948702830715
Alan Parker,11,0.043015108295142324,0.8796608656847069,7.145454545454545,0.6393178182463496
Ingmar Bergman,1,0.1326285,0.0,8.1,0.0
Tommy Lee Wallace,2,2.078918933333333,3.7916212063017243,5.45,0.636396103067893
Jim Henson,2,0.6659985133333334,1.5688769827264086,7.300000000000001,0.14142135623730964
Juan Piquer Simón,1,5.77437,0.0,6.1,0.0
George Roy Hill,2,0.5459195433436532,0.28546647487532073,6.7,0.7071067811865476
Barry Levinson,18,1.7178255235942248,3.672876990846149,6.499999999999999,0.9368281906643979
Peter Weir,8,2.809956708203565,4.6625624933183225,7.275,0.6584614100852293
Jules Bass,1,0.84438,0.0,7.4,0.0
Sidney J. Furie,3,-0.1842890683407866,0.7188880580355463,5.166666666666667,1.501110699893027
Ken Finkleman,1,0.8100356,0.0,6.2,0.0
Richard Donner,14,2.081887014173067,3.052411194119671,6.785714285714285,0.5894680037733409
Mark Rosman,3,9.205913473168215,12.799884621120098,5.8,0.26457513110645914
Guy Hamilton,1,-0.388933,0.0,7.1,0.0
Michael Winner,4,1.522846222222222,3.7675870830918283,5.7,0.6782329983125268
Michael Miller,1,1.331286888888889,0.0,5.5,0.0
Robert Towne,3,-0.2730184460507246,0.9392412445808941,6.533333333333332,0.5859465277082317
Carl Reiner,2,0.5688649895833333,0.6405421205596412,6.15,1.0606601717798212
Damiano Damiani,1,1.5069634,0.0,5.5,0.0
Costa-Gavras,2,0.4162141842105263,0.08127489064572813,7.0,0.9899494936611668
David S. Ward,6,0.8750307668104899,1.4250112611095291,6.25,0.7063993204979746
Robert Benton,6,-0.2431020476914415,0.6162249171330052,6.233333333333333,0.6377042156569666
Charles Band,1,-0.9971625,0.0,3.9,0.0
Ian Sharp,1,-0.5555211666666666,0.0,6.4,0.0
Tony Richardson,3,-0.6087323609848485,0.2572653506733248,6.266666666666667,0.23094010767585052
Norman Jewison,6,1.6176524774074075,1.7797342662298588,6.6499999999999995,0.811788149704096
Hal Ashby,2,-0.9359097450980391,0.011902132259642734,5.449999999999999,0.4949747468305834
Fred Schepisi,9,-0.09865053906249031,0.9596466810430738,6.377777777777777,0.33458099833141225
James Glickenhaus,3,0.1521913,0.829156053204323,5.666666666666667,0.3511884584284247
Richard Brooks,2,-0.7766209928571428,0.19087964710316463,4.9,1.1313708498984762
Jerry Belson,2,-0.43038200000000004,0.26703123916186283,5.800000000000001,0.5656854249492379
James Fargo,1,0.3320666,0.0,5.6,0.0
Delbert Mann,1,-0.2,0.0,6.5,0.0
Thomas K. Avildsen,1,2.0191962857142856,0.0,6.0,0.0
Don Siegel,1,-0.7858479104477611,0.0,4.7,0.0
Fred Zinnemann,1,-0.9867281333333333,0.0,6.1,0.0
James Burrows,1,0.010483,0.0,5.3,0.0
Richard Marquand,2,7.6590313,8.428175854854013,7.4,1.272792206135786
Paul Brickman,1,9.24867370967742,0.0,6.8,0.0
Lawrence Kasdan,5,1.0086381510216906,2.8580489119669164,6.6800000000000015,0.6978538528947161
Joe Alves,1,3.292051463414634,0.0,3.7,0.0
Adrian Lyne,7,7.1364326328146275,10.450787589856638,6.6000000000000005,0.5597618541248889
Philip Kaufman,5,0.31759723347525676,1.013618860837331,6.8,1.0
David Cronenberg,11,-0.01015088702078203,1.214831934517283,6.818181818181818,0.7082629198513528
Noel Black,1,3.0141542857142856,0.0,5.3,0.0
Martha Coolidge,6,8.225562646554835,19.760859092996306,6.3500000000000005,0.403732584763727
James L. Brooks,5,3.8604090889999996,5.408956229432632,6.82,0.9284395510748128
Lewis Teague,4,1.806271148214286,1.466610055674258,6.025,0.298607881119482
Jim McBride,2,1.367645643137255,0.4059094012851179,6.2,0.4242640687119283
Richard Franklin,2,3.1152489329268294,4.001872337194616,6.2,0.4242640687119283
Mike Nichols,12,1.445023913001829,1.6407626232705936,6.658333333333334,0.48328108390522195
Michael Chapman,2,0.6037999357142856,2.08391600097742,5.65,0.3535533905932738
Barbra Streisand,3,1.2742273738095238,1.2017121559785455,6.633333333333333,0.05773502691896289
Ralph Bakshi,2,-0.4477889333333333,0.11576483521009304,5.75,1.2020815280171302
Mel Damski,1,-0.3384615384615385,0.0,6.0,0.0
Terry Jones,2,-0.12563294765805222,1.1125765061712063,6.95,0.7778174593052021
James Sbardellati,1,25.081509846827135,0.0,4.6,0.0
Jack Clayton,1,-0.5578947368421052,0.0,6.8,0.0
Bob Fosse,1,-0.4605841666666667,0.0,6.7,0.0
Michael Apted,12,0.7522163524785248,1.1618754787557588,6.383333333333333,0.48586068585614733
Steve Carver,1,1.4465256,0.0,6.3,0.0
Curtis Hanson,8,1.907576834534058,2.6032768735561294,6.65,0.9516902257112264
Rafal Zielinski,1,1.60276875,0.0,4.7,0.0
Douglas Trumbull,1,-0.3187026666666667,0.0,6.4,0.0
Robert Vincent O'Neil,1,4.829521333333333,0.0,5.7,0.0
J. Lee Thompson,7,0.5502055797614466,0.6585756583237837,5.642857142857143,0.4577377082170634
Howard Avedis,1,16.276004,0.0,5.2,0.0
Andrew V. McLaglen,1,-0.94388152,0.0,5.0,0.0
John Herzfeld,2,0.3142005,0.5301427025928963,5.4,0.9899494936611661
Paul Nicholas,1,3.9199864,0.0,5.0,0.0
Brian G. Hutton,1,0.49715405263157897,0.0,6.1,0.0
Clive Smith,1,-0.996202625,0.0,6.5,0.0
Luigi Cozzi,1,3.2704776,0.0,4.0,0.0
Richard Fleischer,4,-0.18316737332402233,0.7257087511549454,5.05,0.7371114795831997
Sam Peckinpah,1,-0.002031230769230769,0.0,5.9,0.0
