director,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Jennifer Yuh Nelson,Jennifer Yuh Nelson,1972.0,0.0,Kung Fu Panda 2,art_department,animation_department
Steve McQueen,Steve McQueen,1930.0,1980.0,The Great Escape,actor,producer
Steve McQueen,Steve McQueen,1969.0,0.0,12 Years a Slave,director,producer
Rupert Wyatt,Rupert Wyatt,1972.0,0.0,The Escapist,producer,director
Brad Furman,,,,,,
Asghar Farhadi,Asghar Farhadi,1972.0,0.0,The Salesman,writer,director
George Nolfi,,,,,,
Gareth Evans,Gareth Evans,1980.0,0.0,The Raid: Redemption,producer,writer
J.C. Chandor,,,,,,
Chris Gorak,Chris Gorak,1969.0,0.0,Minority Report,production_designer,art_director
Steven Quale,,,,,,
Adam Wingard,Adam Wingard,1982.0,0.0,V/H/S,director,editor
Matthijs van Heijningen Jr.,,,,,,
Gary McKendry,,,,,,
James Bobin,James Bobin,1972.0,0.0,Muppets Most Wanted,writer,director
Michel Hazanavicius,Michel Hazanavicius,1967.0,0.0,The Artist,writer,director
Justin Kurzel,Justin Kurzel,1974.0,0.0,The Snowtown Murders,producer,director
Joe Cornish,Joe Cornish,1968.0,0.0,Attack the Block,writer,director
John Michael McDonagh,John Michael McDonagh,1967.0,0.0,The Guard,writer,director
Mike Cahill,Mike Cahill,1979.0,0.0,Another Earth,visual_effects,editor
Drake Doremus,Drake Doremus,1983.0,0.0,Equals,director,writer
Mark Mylod,,,,,,
Daniel Barnz,Daniel Barnz,1970.0,0.0,Cake,writer,producer
Jason Eisener,,,,,,
Christian E. Christiansen,Christian E. Christiansen,1972.0,0.0,The Roommate,director,producer
Zal Batmanglij,Zal Batmanglij,1981.0,0.0,The East,writer,producer
Madonna,Madonna,1958.0,0.0,A League of Their Own,music_artist,actress
Jesse Peretz,Jesse Peretz,1968.0,0.0,Our Idiot Brother,director,producer
Alister Grierson,,,,,,
Gorô Miyazaki,Gorô Miyazaki,1967.0,0.0,From Up on Poppy Hill,director,cinematographer
Lynn Shelton,Lynn Shelton,1965.0,2020.0,Humpday,director,actress
Gonzalo López-Gallego,,,,,,
Paul Johansson,Paul Johansson,1964.0,0.0,One Tree Hill,actor,director
Imtiaz Ali,Imtiaz Ali,1971.0,0.0,Jab We Met,writer,director
Jason Moore,Jason Moore,1970.0,0.0,Pitch Perfect 2,director,producer
Jason Moore,Jason Moore,1977.0,0.0,Wolf Girl,miscellaneous,
Jason Moore,Jason Moore,1994.0,0.0,Blood City,actor,producer
Jason Moore,Jason Moore,1975.0,0.0,"10,000 Black Men Named George",miscellaneous,
J.A. Bayona,J.A. Bayona,1975.0,0.0,Society of the Snow,director,producer
Stephen Chbosky,Stephen Chbosky,1970.0,0.0,The Perks of Being a Wallflower,writer,producer
Rupert Sanders,Rupert Sanders,1971.0,0.0,Snow White and the Huntsman,director,writer
Seth MacFarlane,Seth MacFarlane,1973.0,0.0,Family Guy,writer,producer
Mark Andrews,Mark Andrews,1969.0,0.0,The Fallout,producer,writer
Mark Andrews,Mark Andrews,1968.0,0.0,Brave,art_department,director
Genndy Tartakovsky,Genndy Tartakovsky,1970.0,0.0,Samurai Jack,producer,writer
Måns Mårlind,Måns Mårlind,1969.0,0.0,Midnight Sun,writer,director
Daniel Espinosa,Daniel Espinosa,1977.0,0.0,Morbius,director,producer
Lorene Scafaria,Lorene Scafaria,1978.0,0.0,Hustlers,producer,writer
Rich Moore,Rich Moore,1963.0,0.0,Wreck-It Ralph,director,miscellaneous
Nima Nourizadeh,Nima Nourizadeh,1977.0,0.0,Project X,director,producer
Brad Peyton,Brad Peyton,1978.0,0.0,Daybreak,producer,writer
Akiva Schaffer,Akiva Schaffer,1977.0,0.0,Popstar: Never Stop Never Stopping,writer,director
Colin Trevorrow,Colin Trevorrow,1976.0,0.0,Safety Not Guaranteed,producer,writer
Josh Trank,Josh Trank,1984.0,0.0,Fantastic Four,writer,director
Dan Bradley,,,,,,
Chris Renaud,,,,,,
Asger Leth,,,,,,
Peter Ramsey,Peter Ramsey,1962.0,0.0,Spider-Man: Into the Spider-Verse,art_department,director
Ariel Vromen,Ariel Vromen,1973.0,0.0,The Iceman,director,producer
Mark Tonderai,,,,,,
Ben Lewin,Ben Lewin,1946.0,0.0,The Sessions,writer,director
James Watkins,James Watkins,1978.0,0.0,Eden Lake,director,writer
Michael Sucsy,Michael Sucsy,1973.0,0.0,Grey Gardens,director,writer
Craig Zobel,Craig Zobel,1975.0,0.0,Compliance,director,producer
David Palmer,David Palmer,1949.0,0.0,Five Have a Mystery to Solve,actor,
David Palmer,David Palmer,1961.0,0.0,Salt,actor,composer
Mike McCoy,Mike McCoy,1953.0,2016.0,The NFL on CBS,archive_footage,
Mike McCoy,Mike McCoy,1972.0,0.0,The NFL on CBS,archive_sound,
Lisa Azuelos,Lisa Azuelos,1965.0,0.0,LOL (Laughing Out Loud),writer,director
Steve Martino,Steve Martino,1959.0,0.0,The Peanuts Movie,director,miscellaneous
Stephen Elliott,Stephen Elliott,1918.0,2005.0,Beverly Hills Cop,actor,archive_footage
Stephen Elliott,Stephen Elliott,1981.0,0.0,Nights in Rodanthe,stunts,actor
Sacha Gervasi,Sacha Gervasi,1966.0,0.0,Anvil,writer,producer
Scott Speer,,,,,,
Ole Bornedal,Ole Bornedal,1959.0,0.0,Nightwatch,writer,director
M.J. Bassett,M.J. Bassett,1968.0,0.0,Solomon Kane,director,producer
Ramaa Mosley,Ramaa Mosley,1978.0,0.0,The Brass Teapot,director,producer
Robert Lorenz,,,,,,
Chris Butler,Chris Butler,1952.0,1994.0,Chaplin,set_decorator,art_department
Chris Butler,Chris Butler,1963.0,0.0,Rescue Dawn,actor,
Chris Butler,Chris Butler,1974.0,0.0,ParaNorman,art_department,writer
Baltasar Kormákur,Baltasar Kormákur,1966.0,0.0,Jar City,producer,writer
Nicholas Jarecki,,,,,,
RZA,RZA,1969.0,0.0,The Man with the Iron Fists,actor,writer
Fisher Stevens,Fisher Stevens,1963.0,0.0,Short Circuit,actor,producer
Stefan Ruzowitzky,Stefan Ruzowitzky,1961.0,0.0,The Counterfeiters,director,writer
Brian Klugman,Brian Klugman,1975.0,0.0,The Words,actor,writer
John Hyams,John Hyams,1869.0,1940.0,Women Won't Tell,actor,archive_footage
Benh Zeitlin,Benh Zeitlin,1982.0,0.0,Beasts of the Southern Wild,director,composer
Anthony Hemingway,,,,,,
Mabrouk El Mechri,Mabrouk El Mechri,1976.0,0.0,JCVD,director,writer
Todd Lincoln,Todd Lincoln,1976.0,0.0,Gorgeous Vortex,director,producer
James Mather,,,,,,
Leslye Headland,Leslye Headland,1980.0,0.0,Bachelorette,producer,writer
Josh Radnor,Josh Radnor,1974.0,0.0,Liberal Arts,actor,director
Joachim Rønning,Joachim Rønning,1972.0,0.0,Pirates of the Caribbean: Dead Men Tell No Tales,director,producer
Henry Joost,Henry Joost,1982.0,0.0,Paranormal Activity 3,writer,producer
Dustin Hoffman,Dustin Hoffman,1937.0,0.0,Tootsie,actor,producer
Juan Solanas,Juan Solanas,1966.0,0.0,The Man Without a Head,cinematographer,writer
David Chase,David Chase,1945.0,0.0,The Sopranos,producer,writer
Henry Alex Rubin,,,,,,
Bradley Parker,,,,,,
Reema Kagti,,,,,,
Alex Kurtzman,Alex Kurtzman,1973.0,0.0,Sleepy Hollow,producer,writer
Cal Brunker,Cal Brunker,1978.0,0.0,PAW Patrol: The Movie,director,writer
Jamie Travis,Jamie Travis,1979.0,0.0,Yellowjackets,director,producer
Homi Adajania,,,,,,
Josh Schwartz,Josh Schwartz,1976.0,0.0,The O.C.,producer,writer
Josh Schwartz,Josh Schwartz,1989.0,0.0,Consti2tion,editor,editorial_department
Josh Schwartz,Josh Schwartz,1994.0,0.0,Supply Run,miscellaneous,assistant_director
Jake Schreier,,,,,,
Alan Taylor,Alan Taylor,1965.0,0.0,Game of Thrones,director,producer
Alan Taylor,Alan Taylor,1924.0,1997.0,Taylor-Made,actor,writer
James DeMonaco,James DeMonaco,1969.0,0.0,The Purge: Anarchy,writer,producer
Dan Scanlon,Dan Scanlon,1976.0,0.0,Onward,miscellaneous,producer
Joseph Gordon-Levitt,Joseph Gordon-Levitt,1981.0,0.0,Inception,actor,producer
Kirk DeMicco,Kirk DeMicco,1969.0,0.0,The Croods,writer,miscellaneous
Evan Goldberg,Evan Goldberg,1982.0,0.0,This Is the End,producer,writer
Nat Faxon,Nat Faxon,1975.0,0.0,The Way Way Back,actor,producer
Fede Alvarez,Fede Alvarez,1978.0,0.0,Don't Breathe,writer,producer
James Ward Byrkit,,,,,,
Andy Muschietti,Andy Muschietti,1973.0,0.0,Mama,producer,director
Carl Rinsch,,,,,,
Steven Knight,Steven Knight,1959.0,0.0,Locke,writer,producer
Mike Flanagan,Mike Flanagan,1978.0,0.0,The Fall of the House of Usher,director,writer
Mike Flanagan,Mike Flanagan,1984.0,0.0,BearCity 2: The Proposal,actor,
Maggie Carey,Maggie Carey,1975.0,0.0,The To Do List,director,writer
David Soren,David Soren,1946.0,0.0,Forgotten Lives,miscellaneous,writer
David Soren,David Soren,1973.0,0.0,Turbo,writer,miscellaneous
Amma Asante,Amma Asante,1969.0,0.0,Belle,actress,director
Guillaume Canet,Guillaume Canet,1973.0,0.0,Love Me If You Dare,actor,director
James Ponsoldt,James Ponsoldt,1978.0,0.0,The Spectacular Now,producer,director
Jon S. Baird,Jon S. Baird,1972.0,0.0,Tetris,director,writer
Don McKellar,Don McKellar,1963.0,0.0,Last Night,actor,director
Brian Percival,,,,,,
Rob Epstein,Rob Epstein,1955.0,0.0,The Celluloid Closet,producer,director
Daniel Schechter,,,,,,
Ken Scott,Ken Scott,1928.0,1986.0,Stopover Tokyo,actor,archive_footage
Ken Scott,Ken Scott,1947.0,0.0,Eyes of Laura Mars,director,music_department
Ken Scott,Ken Scott,1967.0,0.0,Wings for Maggie Ray,actor,
Klay Hall,Klay Hall,1958.0,0.0,Planes,director,animation_department
Cody Cameron,Cody Cameron,1970.0,0.0,Shrek,actor,miscellaneous
Jeremy Saulnier,Jeremy Saulnier,1976.0,0.0,Blue Ruin,director,writer
Allen Hughes,Allen Hughes,1972.0,0.0,The Book of Eli,director,producer
Jorge Dorado,Jorge Dorado,1976.0,0.0,Anna,director,producer
Don Scardino,Don Scardino,1949.0,0.0,The Incredible Burt Wonderstone,director,producer
Justin Zackham,,,,,,
Ric Roman Waugh,Ric Roman Waugh,1968.0,0.0,Shot Caller,producer,director
Ryan Coogler,Ryan Coogler,1986.0,0.0,Black Panther,producer,director
Jeff Tremaine,Jeff Tremaine,1966.0,0.0,Jackass Presents: Bad Grandpa,writer,producer
Joshua Michael Stern,,,,,,
Jon Lucas,Jon Lucas,1988.0,0.0,Iluminados por el fuego,actor,
Michael Tiddes,,,,,,
Peter Landesman,,,,,,
Jason Bateman,Jason Bateman,1969.0,0.0,Arrested Development,actor,producer
Keanu Reeves,Keanu Reeves,1964.0,0.0,The Matrix,actor,producer
Ritesh Batra,Ritesh Batra,1979.0,0.0,The Lunchbox,director,writer
Chad Stahelski,Chad Stahelski,1968.0,0.0,John Wick: Chapter 4,stunts,producer
Damien Chazelle,Damien Chazelle,1985.0,0.0,La La Land,producer,writer
Alex Garland,Alex Garland,1970.0,0.0,Ex Machina,writer,producer
Dan Gilroy,Dan Gilroy,1959.0,0.0,Nightcrawler,writer,director
Dan Gilroy,Dan Gilroy,1947.0,0.0,The Forest Hills,actor,composer
Wes Ball,Wes Ball,1980.0,0.0,Maze Runner: The Scorch Trials,art_department,director
Jemaine Clement,Jemaine Clement,1974.0,0.0,Flight of the Conchords,actor,writer
Morten Tyldum,Morten Tyldum,1967.0,0.0,The Imitation Game,director,producer
David Robert Mitchell,David Robert Mitchell,1974.0,0.0,It Follows,writer,director
Noam Murro,Noam Murro,1961.0,0.0,300: Rise of an Empire,director,producer
Don Hall,Don Hall,1969.0,0.0,Meet the Robinsons,writer,producer
Robert Stromberg,,,,,,
Angelina Jolie,Angelina Jolie,1975.0,0.0,Maleficent,actress,producer
Christopher Miller,Christopher Miller,1975.0,0.0,The Lego Movie,producer,writer
Josh Boone,Josh Boone,1979.0,0.0,The Fault in Our Stars,producer,writer
James Marsh,James Marsh,1963.0,0.0,The Theory of Everything,director,producer
Patrick Hughes,Patrick Hughes,1939.0,0.0,Art for All,writer,archive_footage
Michaël R. Roskam,Michaël R. Roskam,1972.0,0.0,The Drop,producer,director
Jennifer Kent,Jennifer Kent,1969.0,0.0,The Nightingale,actress,director
Damián Szifron,Damián Szifron,1975.0,0.0,Wild Tales,producer,editor
Camille Delamarre,Camille Delamarre,1979.0,0.0,Last Call,director,editor
Leigh Janiak,Leigh Janiak,1980.0,0.0,Fear Street: Part One - 1994,director,writer
Scott Waugh,Scott Waugh,1970.0,0.0,Act of Valor,director,producer
Paul King,Paul King,1926.0,1996.0,Operation Petticoat,writer,producer
Paul King,Paul King,1967.0,0.0,Forty Days of Musa Dagh,actor,
Paul King,Paul King,1960.0,0.0,MTV Live: Kasabian,composer,producer
Paul King,Paul King,1972.0,0.0,Hell's Kitchen,camera_department,cinematographer
Paul King,Paul King,1918.0,2002.0,Mannix,actor,
Jorge R. Gutiérrez,Jorge R. Gutiérrez,1975.0,0.0,Maya and the Three,director,writer
Gary Shore,Gary Shore,1981.0,0.0,Dracula Untold,director,producer
Levan Gabriadze,Levan Gabriadze,1969.0,0.0,Unfriended,director,actor
Wally Pfister,Wally Pfister,1961.0,0.0,Inception,cinematographer,camera_department
Rowan Joffe,Rowan Joffe,1972.0,0.0,The Informer,producer,writer
Philippe Falardeau,Philippe Falardeau,1968.0,0.0,The Good Lie,director,writer
Tom Gormican,,,,,,
Erik Van Looy,Erik Van Looy,1962.0,0.0,The Memory of a Killer,director,actor
Jon Watts,Jon Watts,1981.0,0.0,Cop Car,director,producer
William Eubank,William Eubank,1982.0,0.0,The Signal,cinematographer,director
R.J. Cutler,R.J. Cutler,1962.0,0.0,American High,producer,director
Richard Glatzer,Richard Glatzer,1952.0,2015.0,Still Alice,miscellaneous,producer
Bill Pohlad,,,,,,
Russell Crowe,Russell Crowe,1964.0,0.0,Les Misérables,actor,producer
Ava DuVernay,Ava DuVernay,1972.0,0.0,Queen Sugar,writer,producer
Rob Thomas,Rob Thomas,1965.0,0.0,Veronica Mars,producer,writer
Rob Thomas,Rob Thomas,1972.0,0.0,Meet the Robinsons,actor,composer
Rob Thomas,Rob Thomas,1949.0,2023.0,The Peanut Butter Falcon,actor,
Charlie McDowell,Charlie McDowell,1983.0,0.0,The One I Love,director,producer
Stuart Beattie,,,,,,
Vic Armstrong,Vic Armstrong,1946.0,0.0,Left Behind,stunts,assistant_director
Theodore Melfi,Theodore Melfi,1970.0,0.0,Hidden Figures,producer,director
Trish Sie,,,,,,
Harold Cronk,,,,,,
Akiva Goldsman,Akiva Goldsman,1962.0,0.0,A Beautiful Mind,producer,writer
Ben Falcone,Ben Falcone,1973.0,0.0,Tammy,actor,producer
Pascal Chaumeil,Pascal Chaumeil,1961.0,2015.0,Heartbreaker,director,assistant_director
David Michôd,,,,,,
Ryan Gosling,Ryan Gosling,1980.0,0.0,Blue Valentine,actor,producer
John Pogue,,,,,,
Sam Miller,Sam Miller,1962.0,0.0,I May Destroy You,actor,director
Sam Miller,Sam Miller,1995.0,0.0,Helluva Boss,animation_department,art_director
Peter Strickland,Peter Strickland,1973.0,0.0,Katalin Varga,director,writer
Sarah Gavron,,,,,,
Stiles White,,,,,,
Roberts Gannaway,,,,,,
Ramin Bahrani,Ramin Bahrani,1975.0,0.0,99 Homes,producer,director
Sam Taylor-Johnson,Sam Taylor-Johnson,1967.0,0.0,Nowhere Boy,director,producer
Robert Eggers,Robert Eggers,1983.0,0.0,The Lighthouse,production_designer,director
Lenny Abrahamson,Lenny Abrahamson,1966.0,0.0,Room,director,producer
Bryan Buckley,Bryan Buckley,1963.0,0.0,Asad,director,producer
John Francis Daley,John Francis Daley,1985.0,0.0,Dungeons & Dragons: Honor Among Thieves,actor,writer
Lee Toland Krieger,Lee Toland Krieger,1983.0,0.0,The Vicious Kind,producer,director
Marc Abraham,,,,,,
Kyle Balda,Kyle Balda,1971.0,0.0,Minions: The Rise of Gru,director,animation_department
Elizabeth Banks,Elizabeth Banks,1974.0,0.0,The Hunger Games,actress,producer
Peter Sohn,Peter Sohn,1977.0,0.0,The Good Dinosaur,actor,miscellaneous
Joel Edgerton,Joel Edgerton,1974.0,0.0,The Gift,actor,producer
Etan Cohen,Etan Cohen,1974.0,0.0,Holmes & Watson,writer,producer
Aleksander Bach,Aleksander Bach,1980.0,0.0,Hitman: Agent 47,director,writer
Doug Ellin,Doug Ellin,1968.0,0.0,Entourage,writer,producer
Christopher Landon,Christopher Landon,1911.0,1961.0,Ice Cold in Alex,writer,
Christopher Landon,Christopher Landon,1975.0,0.0,Freaky,writer,producer
Ilya Naishuller,Ilya Naishuller,1983.0,0.0,Hardcore Henry,director,producer
Paco Cabezas,Paco Cabezas,1976.0,0.0,Penny Dreadful,director,producer
Gregory Jacobs,,,,,,
Ari Sandel,,,,,,
Leigh Whannell,Leigh Whannell,1977.0,0.0,Saw,actor,writer
S.S. Rajamouli,S.S. Rajamouli,1973.0,0.0,Baahubali 2: The Conclusion,writer,producer
Jeremy Garelick,Jeremy Garelick,1975.0,0.0,The Wedding Ringer,producer,writer
Paul Tibbitt,Paul Tibbitt,1968.0,0.0,SpongeBob SquarePants,producer,writer
Cary Joji Fukunaga,Cary Joji Fukunaga,1977.0,0.0,Beasts of No Nation,producer,director
Alfonso Gomez-Rejon,,,,,,
Marielle Heller,Marielle Heller,1979.0,0.0,The Diary of a Teenage Girl,actress,director
Sean Baker,Sean Baker,1971.0,0.0,Red Rocket,writer,producer
Sean Baker,Sean Baker,1989.0,0.0,Harry Potter and the Chamber of Secrets,actor,stunts
Ciarán Foy,,,,,,
Duke Johnson,Duke Johnson,1979.0,0.0,Anomalisa,director,producer
Duke Johnson,Duke Johnson,1993.0,0.0,Ballers,actor,
Simon Curtis,Simon Curtis,1960.0,0.0,Goodbye Christopher Robin,producer,director
Simon Curtis,Simon Curtis,1986.0,0.0,Spectacular!,actor,soundtrack
Dexter Fletcher,Dexter Fletcher,1966.0,0.0,Ghosted,director,actor
Max Joseph,Max Joseph,1982.0,0.0,We Are Your Friends,writer,director
Dean Israelite,Dean Israelite,1984.0,0.0,Acholiland,director,producer
Matt Brown,Matt Brown,1974.0,0.0,Plymouth,actor,
Matt Brown,Matt Brown,1980.0,0.0,Cold Day in Hell,cinematographer,camera_department
Matt Brown,Matt Brown,1976.0,0.0,Guy in the Sky,actor,director
Matt Brown,Matt Brown,1970.0,0.0,Somewhere Confidential,actor,
Matt Brown,Matt Brown,1979.0,0.0,Ride of the Night,actor,producer
Matt Brown,Matt Brown,1981.0,0.0,Black Diamond Tavern,actor,archive_footage
Michael Dougherty,Michael Dougherty,1974.0,0.0,Trick 'r Treat,writer,producer
Wilson Yip,,,,,,
David Gelb,David Gelb,1983.0,0.0,Street Food: Asia,producer,writer
Patricia Riggen,Patricia Riggen,1970.0,0.0,The 33,director,producer
Joachim Trier,Joachim Trier,1974.0,0.0,Thelma,director,writer
Travis Cluff,,,,,,
John Maclean,,,,,,
Jerry Jameson,Jerry Jameson,1934.0,0.0,Land of the Free,editorial_department,director
Michael Showalter,Michael Showalter,1970.0,0.0,Wet Hot American Summer,writer,producer
Dan Fogelman,Dan Fogelman,1976.0,0.0,This Is Us,writer,producer
Daniel Lee,Daniel Lee,1985.0,0.0,Bloody Cuts,actor,
Daniel Lee,Daniel Lee,1987.0,0.0,In Memoriam,actor,producer
Daniel Lee,Daniel Lee,1982.0,0.0,The M Riders,actor,
Tim Miller,Tim Miller,1944.0,2019.0,Muppet Treasure Island,miscellaneous,animation_department
Tim Miller,Tim Miller,1970.0,0.0,Planet of the Apes,visual_effects,
Tim Miller,Tim Miller,1958.0,0.0,The Larry Sanders Show,actor,
Tim Miller,Tim Miller,1964.0,0.0,"Love, Death & Robots",producer,writer
Thea Sharrock,,,,,,
Matt Ross,Matt Ross,1970.0,0.0,Captain Fantastic,actor,director
Matt Ross,Matt Ross,1990.0,0.0,Two and a Half Men,producer,writer
Cedric Nicolas-Troyan,Cedric Nicolas-Troyan,1969.0,0.0,Kate,director,visual_effects
Alessandro Carloni,,,,,,
Anna Foerster,,,,,,
Greg Tiernan,Greg Tiernan,1965.0,0.0,Sausage Party,director,animation_department
Barry Jenkins,Barry Jenkins,1944.0,0.0,Zodiac,actor,soundtrack
Barry Jenkins,Barry Jenkins,1979.0,0.0,If Beale Street Could Talk,producer,director
Dan Trachtenberg,Dan Trachtenberg,1981.0,0.0,Prey,music_department,director
Garth Davis,Garth Davis,1973.0,0.0,Lion,director,actor
David F. Sandberg,David F. Sandberg,1981.0,0.0,Shazam!,director,writer
Deon Taylor,,,,,,
Christian Ditter,Christian Ditter,1977.0,0.0,How to Be Single,director,writer
Ana Lily Amirpour,Ana Lily Amirpour,1976.0,0.0,A Girl Walks Home Alone at Night,director,writer
Luke Scott,Luke Scott,1968.0,0.0,Morgan,director,writer
Luke Scott,Luke Scott,1994.0,0.0,Spider-Man: No Way Home,stunts,actor
Luke Scott,Luke Scott,1993.0,2016.0,Pan,miscellaneous,
Kelly Fremon Craig,Kelly Fremon Craig,1980.0,0.0,The Edge of Seventeen,writer,director
Babak Najafi,Babak Najafi,1975.0,0.0,Sebbe,director,writer
Dan Mazer,Dan Mazer,1971.0,0.0,I Give It a Year,writer,producer
Dan Kwan,,,,,,
Jake Szymanski,Jake Szymanski,1981.0,0.0,Mike and Dave Need Wedding Dates,director,assistant_director
Mike Thurmeier,,,,,,
Dave Green,Dave Green,1942.0,0.0,Blue Ice,music_department,actor
David L. Hunt,,,,,,
Clay Kaytis,Clay Kaytis,1973.0,0.0,A Christmas Story Christmas,director,writer
Dennis Gansel,Dennis Gansel,1973.0,0.0,The Wave,director,writer
Pablo Larraín,Pablo Larraín,1976.0,0.0,No,producer,writer
David Lowery,David Lowery,1959.0,0.0,War for the Planet of the Apes,art_department,producer
David Lowery,David Lowery,1960.0,0.0,The Cable Guy,actor,composer
David Lowery,David Lowery,1980.0,0.0,A Ghost Story,producer,editor
Peter Atencio,Peter Atencio,1983.0,0.0,The Machine,director,producer
Travis Knight,Travis Knight,1973.0,0.0,Kubo and the Two Strings,director,producer
Travis Knight,Travis Knight,1967.0,0.0,Gina's Very Merry Christmas Orgy,actor,director
Sam Liu,,,,,,
Jason Zada,Jason Zada,1974.0,0.0,The Forest,director,writer
John Krasinski,John Krasinski,1979.0,0.0,Tom Clancy's Jack Ryan,actor,producer
Olivier Assayas,Olivier Assayas,1955.0,0.0,Personal Shopper,writer,director
Jonathan Jakubowicz,Jonathan Jakubowicz,1978.0,0.0,Hands of Stone,director,writer
Taika Waititi,Taika Waititi,1975.0,0.0,What We Do in the Shadows,producer,writer
Michael Gracey,,,,,,
Hallie Meyers-Shyer,Hallie Meyers-Shyer,1987.0,0.0,Home Again,actress,writer
Jordan Peele,Jordan Peele,1979.0,0.0,Nope,director,writer
Sebastián Lelio,Sebastián Lelio,1974.0,0.0,A Fantastic Woman,director,writer
Jordan Vogt-Roberts,Jordan Vogt-Roberts,1984.0,0.0,The Kings of Summer,director,producer
David Leitch,David Leitch,1975.0,0.0,Bullet Train,director,producer
Taylor Sheridan,Taylor Sheridan,1969.0,0.0,Hell or High Water,writer,producer
Greta Gerwig,Greta Gerwig,1983.0,0.0,Barbie,actress,writer
Benny Safdie,Benny Safdie,1986.0,0.0,Good Time,writer,actor
Aaron Sorkin,Aaron Sorkin,1961.0,0.0,The West Wing,writer,producer
Nikolaj Arcel,Nikolaj Arcel,1972.0,0.0,A Royal Affair,writer,director
Armando Iannucci,Armando Iannucci,1963.0,0.0,The Death of Stalin,writer,producer
Dean Devlin,Dean Devlin,1962.0,0.0,Independence Day,producer,writer
Brian Fee,Brian Fee,1975.0,0.0,Cars 3,animation_department,art_department
Lucia Aniello,Lucia Aniello,1983.0,0.0,Hacks,producer,writer
Dax Shepard,Dax Shepard,1975.0,0.0,Hit and Run,podcaster,actor
Destin Daniel Cretton,Destin Daniel Cretton,1978.0,0.0,Shang-Chi and the Legend of the Ten Rings,producer,director
Chris McKay,Chris McKay,1973.0,0.0,Renfield,director,producer
Cory Finley,,,,,,
James Franco,James Franco,1978.0,0.0,Spring Breakers,actor,producer
Johannes Roberts,Johannes Roberts,1976.0,0.0,Resident Evil: Welcome to Raccoon City,director,writer
Stella Meghie,,,,,,
Trey Edward Shults,Trey Edward Shults,1988.0,0.0,Waves,director,writer
Ry Russo-Young,Ry Russo-Young,1981.0,0.0,Nuclear Family,director,producer
Denise Di Novi,Denise Di Novi,1956.0,0.0,Heathers,producer,director
Hany Abu-Assad,Hany Abu-Assad,1961.0,0.0,Omar,director,writer
Brett Haley,Brett Haley,1983.0,0.0,Hearts Beat Loud,director,writer
Stuart Hazeldine,Stuart Hazeldine,1971.0,0.0,The Shack,writer,producer
F. Javier Gutiérrez,F. Javier Gutiérrez,1973.0,0.0,The Wait,director,producer
Charlie Bean,Charlie Bean,1970.0,0.0,Lady and the Tramp,director,art_department
Andrew Jay Cohen,Andrew Jay Cohen,1977.0,0.0,Neighbors 2: Sorority Rising,writer,producer
Benny Boom,,,,,,
Baran bo Odar,Baran bo Odar,1978.0,0.0,Who Am I,writer,director
Richie Keen,,,,,,
Ken Marino,Ken Marino,1968.0,0.0,The State,actor,producer
Michael Carney,,,,,,
Jayson Thiessen,,,,,,
Jeffrey Blitz,Jeffrey Blitz,1969.0,0.0,Spellbound,producer,director
Lawrence Sher,Lawrence Sher,1970.0,0.0,Joker,cinematographer,director
Luis Prieto,Luis Prieto,1970.0,0.0,White Lines,director,writer
Jonathan Teplitzky,,,,,,
Isabel Coixet,Isabel Coixet,1960.0,0.0,My Life Without Me,director,writer
Dallas Jenkins,Dallas Jenkins,1975.0,0.0,The Chosen,writer,producer
Stacy Title,Stacy Title,1964.0,2021.0,Let the Devil Wear Black,director,producer
Ari Aster,Ari Aster,1986.0,0.0,Hereditary,director,producer
Bob Persichetti,,,,,,
Yann Demange,Yann Demange,1977.0,0.0,'71,producer,director
Christian Gudegast,Christian Gudegast,1970.0,0.0,Den of Thieves,writer,director
Bradley Cooper,Bradley Cooper,1975.0,0.0,A Star Is Born,actor,producer
Bo Burnham,Bo Burnham,1990.0,0.0,Bo Burnham: Inside,actor,writer
Luca Guadagnino,Luca Guadagnino,1971.0,0.0,Call Me by Your Name,director,producer
Yorgos Lanthimos,Yorgos Lanthimos,1973.0,0.0,The Lobster,director,writer
Panos Cosmatos,,,,,,
Stefano Sollima,Stefano Sollima,1966.0,0.0,Without Remorse,director,writer
Gerard McMurray,,,,,,
Claire McCarthy,,,,,,
Corin Hardy,Corin Hardy,1975.0,0.0,The Hallow,director,producer
Jeff Tomsic,,,,,,
Donovan Marsh,,,,,,
Otto Bathurst,Otto Bathurst,1971.0,0.0,Robin Hood,director,producer
Felix van Groeningen,Felix van Groeningen,1977.0,0.0,Beautiful Boy,director,writer
Nadine Labaki,Nadine Labaki,1974.0,0.0,Where Do We Go Now?,actress,director
Nicolai Fuglsig,Nicolai Fuglsig,1972.0,0.0,12 Strong,director,writer
Susanna Fogel,Susanna Fogel,1980.0,0.0,Booksmart,writer,producer
Josie Rourke,,,,,,
Phil Johnston,Phil Johnston,1971.0,0.0,Zootopia,writer,producer
Julius Avery,,,,,,
Roar Uthaug,Roar Uthaug,1973.0,0.0,Troll,director,writer
Christian Rivers,,,,,,
Steven Caple Jr.,,,,,,
Jonah Hill,Jonah Hill,1983.0,0.0,21 Jump Street,actor,producer
Aneesh Chaganty,,,,,,
Kay Cannon,Kay Cannon,1974.0,0.0,30 Rock,producer,writer
