actor,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Bruce Dern,Bruce Dern,1936.0,0.0,Nebraska,actor,producer
Christoph Waltz,Christoph Waltz,1956.0,0.0,Django Unchained,actor,producer
Mark Strong,Mark Strong,1884.0,1953.0,The Tiger's Trail,actor,
Mark Strong,Mark Strong,1963.0,0.0,1917,actor,producer
Neil Patrick Harris,Neil Patrick Harris,1973.0,0.0,How I Met Your Mother,actor,producer
Michael B. Jordan,Michael B. Jordan,1987.0,0.0,Black Panther,actor,producer
Johnny Knoxville,Johnny Knoxville,1971.0,0.0,Jackass Presents: Bad Grandpa,writer,producer
Amy Seimetz,Amy Seimetz,1981.0,0.0,Upstream Color,actress,writer
Liam Hemsworth,Liam Hemsworth,1990.0,0.0,The Hunger Games,actor,miscellaneous
Bérénice Bejo,Bérénice Bejo,1976.0,0.0,The Artist,actress,cinematographer
Benedict Cumberbatch,Benedict Cumberbatch,1976.0,0.0,The Imitation Game,actor,producer
Tiger Hu Chen,Tiger Hu Chen,1975.0,0.0,The Matrix Reloaded,actor,stunts
Irrfan Khan,Irrfan Khan,1967.0,2020.0,The Lunchbox,actor,director
Chris Pratt,Chris Pratt,1979.0,0.0,Guardians of the Galaxy,actor,producer
Alicia Vikander,Alicia Vikander,1988.0,0.0,Ex Machina,actress,producer
Shailene Woodley,Shailene Woodley,1991.0,0.0,Divergent,actress,producer
Jon Favreau,Jon Favreau,1966.0,0.0,Chef,producer,actor
Jon Favreau,Jon Favreau,1981.0,0.0,Wind of Change,producer,writer
Jemaine Clement,Jemaine Clement,1974.0,0.0,Flight of the Conchords,actor,writer
Frank Grillo,Frank Grillo,1965.0,0.0,The Grey,actor,producer
Maika Monroe,Maika Monroe,1993.0,0.0,It Follows,actress,producer
Brenton Thwaites,Brenton Thwaites,1989.0,0.0,Pirates of the Caribbean: Dead Men Tell No Tales,actor,director
Sullivan Stapleton,Sullivan Stapleton,1977.0,0.0,Animal Kingdom,actor,producer
Ryan Potter,Ryan Potter,1995.0,0.0,Big Hero 6,actor,producer
Jack O'Connell,Jack O'Connell,1990.0,0.0,Unbroken,actor,archive_footage
Perdita Weeks,Perdita Weeks,1985.0,0.0,"As Above, So Below",actress,director
Ward Horton,Ward Horton,1976.0,0.0,Annabelle,actor,producer
Ellar Coltrane,Ellar Coltrane,1994.0,0.0,Boyhood,actor,art_department
Eddie Redmayne,Eddie Redmayne,1982.0,0.0,Les Misérables,actor,producer
Essie Davis,Essie Davis,1970.0,0.0,The Babadook,actress,producer
Darío Grandinetti,Darío Grandinetti,1959.0,0.0,Talk to Her,actor,archive_footage
Dan Stevens,Dan Stevens,1982.0,0.0,Downton Abbey,actor,producer
Joel Kinnaman,Joel Kinnaman,1979.0,0.0,The Killing,actor,producer
Zoey Deutch,Zoey Deutch,1994.0,0.0,Not Okay,actress,producer
Rose Leslie,Rose Leslie,1987.0,0.0,Honeymoon,actress,archive_footage
Aaron Paul,Aaron Paul,1979.0,0.0,Breaking Bad,actor,producer
Seth MacFarlane,Seth MacFarlane,1973.0,0.0,Family Guy,writer,producer
Hugh Bonneville,Hugh Bonneville,1963.0,0.0,Downton Abbey,actor,soundtrack
Richard Armitage,Richard Armitage,1971.0,0.0,The Hobbit: An Unexpected Journey,actor,producer
Richard Armitage,Richard Armitage,1945.0,0.0,Last Days in Vietnam,archive_footage,
Tom McGrath,Tom McGrath,1940.0,2009.0,Play for Tomorrow,writer,
Tom McGrath,Tom McGrath,1964.0,0.0,Madagascar,director,writer
Heather Sossaman,Heather Sossaman,1987.0,0.0,Unfriended,actress,
Gabriella Wilde,Gabriella Wilde,1989.0,0.0,The Three Musketeers,actress,archive_footage
Kit Harington,Kit Harington,1986.0,0.0,Game of Thrones,actor,writer
Kaitlyn Dever,Kaitlyn Dever,1996.0,0.0,Booksmart,actress,producer
Jake Johnson,Jake Johnson,1997.0,0.0,Man Up!,actor,
Jake Johnson,Jake Johnson,1978.0,0.0,Safety Not Guaranteed,actor,producer
Jake Johnson,Jake Johnson,1999.0,0.0,Talladega Nights: The Ballad of Ricky Bobby,actor,archive_footage
Jake Johnson,Jake Johnson,1989.0,0.0,Moms Teach Sex,actor,
Andy Powers,,,,,,
Sharon Leal,Sharon Leal,1972.0,0.0,Dreamgirls,actress,producer
David Oyelowo,David Oyelowo,1976.0,0.0,Lawmen: Bass Reeves,actor,producer
Jon Hamm,Jon Hamm,1971.0,0.0,Mad Men,actor,producer
John Lloyd Young,John Lloyd Young,1975.0,0.0,Jersey Boys,actor,soundtrack
Kellan Lutz,Kellan Lutz,1985.0,0.0,The Twilight Saga: Eclipse,actor,producer
Ryan Guzman,Ryan Guzman,1987.0,0.0,The Boy Next Door,actor,soundtrack
Shane Harper,Shane Harper,1993.0,0.0,Hightown,actor,director
Ty Burrell,Ty Burrell,1967.0,0.0,Modern Family,actor,producer
Melissa McCarthy,Melissa McCarthy,1970.0,0.0,The Heat,actress,producer
Christina Hendricks,Christina Hendricks,1975.0,0.0,Ginger & Rosa,actress,producer
Jared Harris,Jared Harris,1961.0,0.0,Chernobyl,actor,director
Taraji P. Henson,Taraji P. Henson,1970.0,0.0,The Curious Case of Benjamin Button,actress,producer
Sidse Babett Knudsen,Sidse Babett Knudsen,1968.0,0.0,Borgen,actress,producer
Olivia Cooke,Olivia Cooke,1993.0,0.0,Ready Player One,actress,producer
Kevin Hart,Kevin Hart,1979.0,0.0,Ride Along,producer,writer
Dakota Johnson,Dakota Johnson,1989.0,0.0,Fifty Shades of Grey,actress,producer
Anya Taylor-Joy,Anya Taylor-Joy,1996.0,0.0,The Queen's Gambit,actress,soundtrack
Brie Larson,Brie Larson,1989.0,0.0,Room,actress,producer
Mark Ruffalo,Mark Ruffalo,1967.0,0.0,Spotlight,actor,producer
Lily James,Lily James,1989.0,0.0,Cinderella,actress,producer
Daisy Ridley,Daisy Ridley,1992.0,0.0,Star Wars: Episode VII - The Force Awakens,actress,producer
Melissa Rauch,Melissa Rauch,1980.0,0.0,The Big Bang Theory,actress,producer
Jason Clarke,Jason Clarke,1969.0,0.0,Zero Dark Thirty,actor,producer
Olivia DeJonge,Olivia DeJonge,1998.0,0.0,The Visit,actress,
Ed Helms,Ed Helms,1974.0,0.0,The Hangover,actor,producer
Blake Lively,Blake Lively,1987.0,0.0,Gossip Girl,actress,producer
Jim Parsons,Jim Parsons,1973.0,0.0,The Big Bang Theory,actor,producer
Tom Hiddleston,Tom Hiddleston,1981.0,0.0,The Avengers,actor,producer
Amy Schumer,Amy Schumer,1981.0,0.0,Trainwreck,writer,actress
O'Shea Jackson Jr.,O'Shea Jackson Jr.,1991.0,0.0,Straight Outta Compton,actor,archive_footage
Lake Bell,Lake Bell,1979.0,0.0,In a World...,actress,writer
Edgar Ramírez,Edgar Ramírez,1977.0,0.0,Gold,actor,producer
Rupert Friend,Rupert Friend,1981.0,0.0,Hitman: Agent 47,actor,producer
Adrian Grenier,Adrian Grenier,1976.0,0.0,The Devil Wears Prada,actor,producer
Tye Sheridan,Tye Sheridan,1996.0,0.0,Mud,actor,producer
Levi Miller,Levi Miller,2002.0,0.0,Pan,actor,archive_footage
Mae Whitman,Mae Whitman,1988.0,0.0,One Fine Day,actress,art_department
Bryan Cranston,Bryan Cranston,1956.0,0.0,Breaking Bad,actor,producer
Scott Eastwood,Scott Eastwood,1986.0,0.0,Suicide Squad,actor,producer
Prabhas,Prabhas,1979.0,0.0,Baahubali: The Beginning,actor,archive_footage
Nat Wolff,Nat Wolff,1994.0,0.0,Paper Towns,actor,composer
Abraham Attah,Abraham Attah,2002.0,0.0,Beasts of No Nation,actor,producer
Bel Powley,Bel Powley,1992.0,0.0,The Diary of a Teenage Girl,actress,producer
Kitana Kiki Rodriguez,,,,,,
James Ransone,James Ransone,1979.0,0.0,It Chapter Two,actor,soundtrack
Ben Mendelsohn,Ben Mendelsohn,1969.0,0.0,Rogue One: A Star Wars Story,actor,producer
Taron Egerton,Taron Egerton,1989.0,0.0,Kingsman: The Secret Service,actor,producer
Lily Tomlin,Lily Tomlin,1939.0,0.0,Nashville,actress,producer
Amy Landecker,Amy Landecker,1969.0,0.0,Dan in Real Life,actress,director
Shameik Moore,Shameik Moore,1995.0,0.0,Spider-Man: Into the Spider-Verse,actor,soundtrack
Adam Scott,Adam Scott,1973.0,0.0,Parks and Recreation,actor,producer
Adam Scott,Adam Scott,1980.0,0.0,PGA Tour Golf,archive_footage,
Donnie Yen,Donnie Yen,1963.0,0.0,Ip Man,actor,stunts
Noah Schnapp,Noah Schnapp,2004.0,0.0,Stranger Things,actor,soundtrack
Olivia Wilde,Olivia Wilde,1984.0,0.0,Tron: Legacy,actress,producer
Reese Mishler,,,,,,
Aubrey Peeples,,,,,,
Kate Mara,Kate Mara,1983.0,0.0,Fantastic Four,actress,producer
Rob Corddry,Rob Corddry,1971.0,0.0,Warm Bodies,actor,writer
Priscilla C. Shirer,Priscilla C. Shirer,1974.0,0.0,War Room,actress,archive_footage
Travis Fimmel,Travis Fimmel,1979.0,0.0,Warcraft,actor,producer
Emilia Clarke,Emilia Clarke,1986.0,0.0,Game of Thrones,actress,producer
Auli'i Cravalho,Auli'i Cravalho,2000.0,0.0,Moana,actress,producer
Vera Farmiga,Vera Farmiga,1973.0,0.0,Up in the Air,actress,producer
Eva Green,Eva Green,1980.0,0.0,Casino Royale,actress,producer
Mahershala Ali,Mahershala Ali,1974.0,0.0,Leave the World Behind,actor,producer
Neel Sethi,Neel Sethi,2003.0,0.0,The Jungle Book,actor,soundtrack
Ellen DeGeneres,Ellen DeGeneres,1958.0,0.0,The Ellen DeGeneres Show,producer,writer
Teresa Palmer,Teresa Palmer,1986.0,0.0,Warm Bodies,actress,producer
Mike Epps,Mike Epps,1970.0,0.0,Resident Evil: Apocalypse,actor,producer
Suki Waterhouse,Suki Waterhouse,1992.0,0.0,Daisy Jones & The Six,actress,producer
Hailee Steinfeld,Hailee Steinfeld,1996.0,0.0,True Grit,actress,producer
Adam Driver,Adam Driver,1983.0,0.0,Star Wars: Episode VII - The Force Awakens,actor,producer
Lauren Cohan,Lauren Cohan,1982.0,0.0,The Boy,actress,producer
Louis C.K.,Louis C.K.,1967.0,0.0,Louie,writer,producer
Andy Samberg,Andy Samberg,1978.0,0.0,Popstar: Never Stop Never Stopping,actor,producer
Blake Jenner,Blake Jenner,1992.0,0.0,The Edge of Seventeen,actor,producer
Neal McDonough,Neal McDonough,1966.0,0.0,Minority Report,actor,producer
John Gallagher Jr.,John Gallagher Jr.,1984.0,0.0,10 Cloverfield Lane,actor,producer
Jack Huston,Jack Huston,1982.0,0.0,Kill Your Darlings,actor,soundtrack
Keegan-Michael Key,Keegan-Michael Key,1971.0,0.0,Keanu,actor,writer
Lewis MacDougall,Lewis MacDougall,2002.0,0.0,A Monster Calls,actor,archive_footage
James Allen McCune,James Allen McCune,1990.0,0.0,Blair Witch,producer,actor
James Arnold Taylor,James Arnold Taylor,1969.0,0.0,Star Wars: The Clone Wars,actor,producer
Elizabeth Reaser,Elizabeth Reaser,1975.0,0.0,Twilight,actress,
Natalie Dormer,Natalie Dormer,1982.0,0.0,Game of Thrones,actress,producer
Lucas Till,Lucas Till,1990.0,0.0,X-Men: First Class,actor,producer
Joe Alwyn,Joe Alwyn,1991.0,0.0,The Favourite,actor,soundtrack
Ruth Negga,Ruth Negga,1981.0,0.0,Loving,actress,producer
Stephan James,Stephan James,1993.0,0.0,Race,actor,producer
Bill Skarsgård,Bill Skarsgård,1990.0,0.0,It,actor,producer
Tom Holland,Tom Holland,1943.0,0.0,Fright Night,actor,writer
Tom Holland,Tom Holland,1968.0,0.0,Timewatch,writer,actor
Tom Holland,Tom Holland,1947.0,0.0,The Bible: A History,writer,
Tom Holland,Tom Holland,1996.0,0.0,Spider-Man: Homecoming,actor,producer
Daniel Kaluuya,Daniel Kaluuya,1989.0,0.0,Get Out,actor,producer
Fionn Whitehead,Fionn Whitehead,1997.0,0.0,Dunkirk,actor,soundtrack
Anthony Gonzalez,Anthony Gonzalez,1980.0,0.0,Oblivion,composer,producer
Anthony Gonzalez,Anthony Gonzalez,2004.0,0.0,Coco,actor,soundtrack
Ansel Elgort,Ansel Elgort,1994.0,0.0,The Fault in Our Stars,actor,producer
Gal Gadot,Gal Gadot,1985.0,0.0,Wonder Woman,actress,producer
Jacob Tremblay,Jacob Tremblay,2006.0,0.0,Room,actor,soundtrack
Sally Hawkins,Sally Hawkins,1976.0,0.0,The Shape of Water,actress,writer
Emma Watson,Emma Watson,1990.0,0.0,The Perks of Being a Wallflower,actress,director
Frances McDormand,Frances McDormand,1957.0,0.0,"Three Billboards Outside Ebbing, Missouri",actress,producer
Margot Robbie,Margot Robbie,1990.0,0.0,Suicide Squad,actress,producer
Jessica Rothe,Jessica Rothe,1987.0,0.0,Happy Death Day,actress,producer
Scott Shepherd,Scott Shepherd,1966.0,0.0,Bridge of Spies,actor,archive_footage
Scott Shepherd,Scott Shepherd,1965.0,0.0,La Femme Nikita,sound_department,music_department
Brooklynn Prince,Brooklynn Prince,2010.0,0.0,The Florida Project,actress,director
Vicky Krieps,Vicky Krieps,1983.0,0.0,Phantom Thread,actress,producer
Anthony LaPaglia,Anthony LaPaglia,1959.0,0.0,Without a Trace,actor,producer
Andy Serkis,Andy Serkis,1964.0,0.0,War for the Planet of the Apes,actor,producer
Michael Peña,Michael Peña,1976.0,0.0,American Hustle,actor,producer
Kumail Nanjiani,Kumail Nanjiani,1978.0,0.0,The Big Sick,actor,writer
Katie Leung,Katie Leung,1987.0,0.0,Harry Potter and the Order of the Phoenix,actress,archive_footage
Matt Passmore,Matt Passmore,1973.0,0.0,The Glades,actor,producer
Amandla Stenberg,Amandla Stenberg,1998.0,0.0,The Hunger Games,actress,miscellaneous
Dacre Montgomery,Dacre Montgomery,1994.0,0.0,Stranger Things,actor,director
Joel Edgerton,Joel Edgerton,1974.0,0.0,The Gift,actor,producer
T.J. Miller,T.J. Miller,1981.0,0.0,Silicon Valley,actor,writer
Rosario Dawson,Rosario Dawson,1979.0,0.0,Rent,actress,producer
Regina Hall,Regina Hall,1975.0,0.0,Secret Paris,actress,miscellaneous
Regina Hall,Regina Hall,1970.0,0.0,Girls Trip,actress,producer
Sam Elliott,Sam Elliott,1944.0,0.0,A Star Is Born,actor,producer
Josh Gad,Josh Gad,1981.0,0.0,Frozen,actor,producer
Matilda Anna Ingrid Lutz,Matilda Anna Ingrid Lutz,1991.0,0.0,Revenge,actress,
Demetrius Shipp Jr.,,,,,,
Demi Lovato,Demi Lovato,1992.0,0.0,Camp Rock,music_artist,actress
Eugenio Derbez,Eugenio Derbez,1962.0,0.0,Instructions Not Included,actor,producer
Jason Drucker,,,,,,
Emily Mortimer,Emily Mortimer,1971.0,0.0,Mary Poppins Returns,actress,writer
Brett Dalton,Brett Dalton,1983.0,0.0,Agents of S.H.I.E.L.D.,actor,archive_footage
Douglas Smith,Douglas Smith,1985.0,0.0,Big Little Lies,actor,composer
Rami Malek,Rami Malek,1981.0,0.0,Bohemian Rhapsody,actor,producer
Constance Wu,Constance Wu,1982.0,0.0,Crazy Rich Asians,actress,producer
John David Washington,John David Washington,1984.0,0.0,Tenet,actor,producer
Boyd Holbrook,Boyd Holbrook,1981.0,0.0,Logan,actor,producer
Alden Ehrenreich,Alden Ehrenreich,1989.0,0.0,"Hail, Caesar!",actor,director
Bella Thorne,Bella Thorne,1997.0,0.0,The DUFF,actress,director
Lady Gaga,Lady Gaga,1986.0,0.0,A Star Is Born,music_artist,actress
Elsie Fisher,Elsie Fisher,2003.0,0.0,Eighth Grade,actress,music_department
Olivia Colman,Olivia Colman,1974.0,0.0,The Favourite,actress,producer
Benicio Del Toro,Benicio Del Toro,1967.0,0.0,Sicario,actor,producer
Y'lan Noel,,,,,,
Demián Bichir,Demián Bichir,1963.0,0.0,The Hateful Eight,actor,producer
Zain Al Rafeea,Zain Al Rafeea,2004.0,0.0,Capernaum,actor,archive_footage
Nick Robinson,Nick Robinson,1986.0,0.0,Tom's Midnight Garden,actor,
Nick Robinson,Nick Robinson,1963.0,0.0,Bodyguard,actor,producer
Nick Robinson,Nick Robinson,1995.0,0.0,Jurassic World,actor,producer
James Corden,James Corden,1978.0,0.0,The Late Late Show with James Corden,producer,writer
Justin Theroux,Justin Theroux,1971.0,0.0,Mulholland Drive,actor,producer
Logan Marshall-Green,Logan Marshall-Green,1976.0,0.0,The Invitation,actor,producer
Jovan Adepo,Jovan Adepo,1988.0,0.0,Fences,actor,soundtrack
Claire Foy,Claire Foy,1984.0,0.0,First Man,actress,producer
Hera Hilmar,Hera Hilmar,1988.0,0.0,See,actress,miscellaneous
Sunny Suljic,Sunny Suljic,2005.0,0.0,Mid90s,actor,
Viola Davis,Viola Davis,1965.0,0.0,Fences,actress,producer
Leslie Mann,Leslie Mann,1972.0,0.0,Knocked Up,actress,archive_footage
Angourie Rice,Angourie Rice,2001.0,0.0,The Nice Guys,actress,producer
LaKeith Stanfield,LaKeith Stanfield,1991.0,0.0,Sorry to Bother You,actor,producer
Lucy Hale,Lucy Hale,1989.0,0.0,Truth or Dare,actress,producer
Storm Reid,Storm Reid,2003.0,0.0,A Wrinkle in Time,actress,executive
Amber Heard,Amber Heard,1986.0,0.0,Aquaman,actress,producer
Ayushmann Khurrana,Ayushmann Khurrana,1984.0,0.0,Andhadhun,actor,music_department
Aldis Hodge,Aldis Hodge,1986.0,0.0,Black Adam,actor,producer
Lin Shaye,Lin Shaye,1943.0,0.0,Insidious,actress,producer
Lucas Hedges,Lucas Hedges,1996.0,0.0,Manchester by the Sea,actor,soundtrack
Alex Roe,Alex Roe,1990.0,0.0,The 5th Wave,actor,producer
Odessa Young,Odessa Young,1998.0,0.0,The Professor,actress,soundtrack
Colin Woodell,Colin Woodell,1991.0,0.0,The Continental,actor,
Mackenzie Foy,Mackenzie Foy,2000.0,0.0,Interstellar,actress,soundtrack
Cynthea Mercado,,,,,,
Kyrie Irving,Kyrie Irving,1992.0,0.0,Uncle Drew: Chapter 4,actor,director
Shay Mitchell,Shay Mitchell,1987.0,0.0,Pretty Little Liars,actress,producer
KiKi Layne,KiKi Layne,1991.0,0.0,If Beale Street Could Talk,actress,producer
Alek Skarlatos,,,,,,
Steve Coogan,Steve Coogan,1965.0,0.0,Philomena,actor,producer
Trevor Jackson,Trevor Jackson,1996.0,0.0,SuperFly,actor,director
J. Michael Finley,,,,,,
Masako Nozawa,Masako Nozawa,1936.0,0.0,Dragon Ball Z: Battle of Gods,actress,soundtrack
Myles Truitt,Myles Truitt,2002.0,0.0,Dragged Across Concrete,actor,miscellaneous
Wendi McLendon-Covey,Wendi McLendon-Covey,1969.0,0.0,Bridesmaids,actress,producer
Tiffany Haddish,Tiffany Haddish,1979.0,0.0,Girls Trip,actress,producer
Florence Pugh,Florence Pugh,1996.0,0.0,The Falling,actress,producer
Taylor Russell,Taylor Russell,1994.0,0.0,Bones and All,actress,director
Himesh Patel,Himesh Patel,1990.0,0.0,Yesterday,actor,writer
Josephine Langford,Josephine Langford,1997.0,0.0,The Other Zoey,actress,
Roman Griffin Davis,Roman Griffin Davis,2007.0,0.0,Jojo Rabbit,actor,
Zachary Levi,Zachary Levi,1980.0,0.0,Shazam!,actor,producer
Dean-Charles Chapman,Dean-Charles Chapman,1997.0,0.0,1917,actor,archive_footage
Rosa Salazar,Rosa Salazar,1985.0,0.0,Alita: Battle Angel,actress,producer
Lupita Nyong'o,Lupita Nyong'o,1983.0,0.0,12 Years a Slave,actress,producer
Samara Weaving,Samara Weaving,1992.0,0.0,Ready or Not,actress,producer
David Harbour,David Harbour,1975.0,0.0,Hellboy,actor,producer
Linda Hamilton,Linda Hamilton,1956.0,0.0,Terminator 2: Judgment Day,actress,soundtrack
Stephen Campbell Moore,Stephen Campbell Moore,1979.0,0.0,The Bank Job,actor,archive_footage
Isabela Merced,Isabela Merced,2001.0,0.0,Transformers: The Last Knight,actress,music_department
Donald Glover,Donald Glover,1983.0,0.0,Solo: A Star Wars Story,actor,writer
Kyle Chandler,Kyle Chandler,1965.0,0.0,Super 8,actor,producer
Elizabeth Banks,Elizabeth Banks,1974.0,0.0,The Hunger Games,actress,producer
Zack Gottsagen,Zack Gottsagen,1985.0,0.0,The Peanut Butter Falcon,actor,stunts
Octavia Spencer,Octavia Spencer,1970.0,0.0,Hidden Figures,actress,producer
Haley Lu Richardson,Haley Lu Richardson,1995.0,0.0,Five Feet Apart,actress,producer
Kaya Scodelario,Kaya Scodelario,1992.0,0.0,Pirates of the Caribbean: Dead Men Tell No Tales,actress,archive_footage
Oakes Fegley,Oakes Fegley,2004.0,0.0,Pete's Dragon,actor,
Patton Oswalt,Patton Oswalt,1969.0,0.0,Young Adult,actor,writer
Linda Cardellini,Linda Cardellini,1975.0,0.0,Scooby-Doo,actress,producer
Zoe Margaret Colletti,,,,,,
Michael Ealy,Michael Ealy,1973.0,0.0,Barbershop,actor,producer
Kotaro Daigo,Kotaro Daigo,2000.0,0.0,Weathering with You,actor,
Jake Schur,,,,,,
Dave Bautista,Dave Bautista,1969.0,0.0,Guardians of the Galaxy,actor,producer
Billy Barratt,Billy Barratt,2007.0,0.0,Responsible Child,actor,
Chloe Bennet,Chloe Bennet,1992.0,0.0,Agents of S.H.I.E.L.D.,actress,producer
Rebel Wilson,Rebel Wilson,1980.0,0.0,Senior Year,actress,writer
Gina Rodriguez,Gina Rodriguez,1984.0,0.0,Deepwater Horizon,actress,producer
Gina Rodriguez,Gina Rodriguez,1967.0,0.0,Mama June: Road to Redemption,producer,actress
Sofia Mali,,,,,,
Tony Jaa,Tony Jaa,1976.0,0.0,Ong Bak 3,actor,stunts
Jing Wu,Jing Wu,1974.0,0.0,The Wandering Earth,actor,producer
Jing Wu,Jing Wu,1950.0,0.0,Cai Yue he ta de qing ren,actress,
Louis Ashbourne Serkis,,,,,,
Marcel Ruiz,Marcel Ruiz,2003.0,0.0,One Day at a Time,actor,archive_footage
Yara Shahidi,Yara Shahidi,2000.0,0.0,Salt,actress,producer
Melanie Martinez,Melanie Martinez,1995.0,0.0,K-12,music_artist,actress
Ashley Bratcher,Ashley Bratcher,1986.0,0.0,Untitled Frances Kelsey Biopic,actress,producer
Terry Serpico,Terry Serpico,1964.0,0.0,Law & Order: Special Victims Unit,actor,stunts
Ace Young,Ace Young,1980.0,0.0,Sing It!,actor,composer
Elisabeth Moss,Elisabeth Moss,1982.0,0.0,The Invisible Man,actress,producer
Ben Schwartz,Ben Schwartz,1999.0,0.0,Abducted Anonymous,director,editor
Ben Schwartz,Ben Schwartz,1981.0,0.0,Parks and Recreation,actor,writer
Zhi-zhong Huang,,,,,,
