primaryName,birthYear,deathYear,knownForTitle,primaryProfession,secondaryProfession
Rawson Marshall Thurber,1975.0,0.0,Red Notice,director,producer
Ray Liotta,1954.0,2022.0,Narc,actor,producer
Ray Romano,1957.0,0.0,Everybody Loves Raymond,actor,writer
Ray Stevenson,1964.0,2023.0,The Three Musketeers,actor,soundtrack
Ray Winstone,1957.0,0.0,The Departed,actor,producer
Raymond Burr,1917.0,1993.0,Rear Window,actor,production_manager
Raymond De Felitta,1964.0,0.0,Two Family House,director,writer
Reb Braddock,1965.0,0.0,Curdled,camera_department,producer
Rebecca De Mornay,1959.0,0.0,The Hand That Rocks the Cradle,actor,producer
Rebecca Hall,1982.0,0.0,Vicky Cristina Barcelona,actor,producer
Rebecca Miller,1962.0,0.0,Maggie's Plan,actor,writer
Rebecca Romijn,1972.0,0.0,X-Men,actor,producer
Rebel Wilson,1980.0,0.0,Senior Year,actor,writer
Reema Kagti,,,,,
Reese Mishler,,,,,
Reese Witherspoon,1976.0,0.0,Wild,producer,actor
Reggie Rock Bythewood,1965.0,0.0,Dancing in September,producer,writer
Regina Hall,1970.0,0.0,Girls Trip,actor,producer
Reginald Hudlin,1961.0,0.0,Marshall,producer,director
Reiko Aylesworth,1972.0,0.0,Aliens vs. Predator: Requiem,actor,director
Renny Harlin,1959.0,0.0,Driven,producer,director
Renée Zellweger,1969.0,0.0,Chicago,actor,producer
Rhona Mitra,1976.0,0.0,Underworld: Rise of the Lycans,actor,none
Rhys Ifans,1967.0,0.0,The Amazing Spider-Man,actor,producer
Rhys Wakefield,1988.0,0.0,True Detective,actor,writer
Rian Johnson,1973.0,0.0,Knives Out,producer,writer
Ric Roman Waugh,1968.0,0.0,Shot Caller,producer,director
Ricardo Darín,1957.0,0.0,Nine Queens,actor,producer
Rich Moore,1963.0,0.0,Wreck-It Ralph,director,miscellaneous
Richard Armitage,1971.0,0.0,The Hobbit: An Unexpected Journey,actor,producer
Richard Attenborough,1923.0,2014.0,Jurassic Park,actor,producer
Richard Baskin,1948.0,0.0,Nashville,composer,music_department
Richard Benjamin,1938.0,0.0,Westworld,actor,director
Richard Brooks,1912.0,1992.0,In Cold Blood,writer,director
Richard C. Sarafian,1930.0,2013.0,Vanishing Point,director,actor
Richard Chamberlain,1934.0,0.0,The Towering Inferno,actor,producer
Richard Curtis,1956.0,0.0,Love Actually,writer,producer
Richard Donner,1930.0,2021.0,Superman,director,producer
Richard Dreyfuss,1947.0,0.0,The Goodbye Girl,actor,producer
Richard Eyre,1943.0,0.0,Notes on a Scandal,director,producer
Richard Farnsworth,1920.0,2000.0,The Straight Story,actor,stunts
Richard Fleischer,1916.0,2006.0,Soylent Green,director,producer
Richard Franklin,1948.0,2007.0,Hotel Sorrento,director,producer
Richard Gere,1949.0,0.0,Chicago,actor,producer
Richard Glatzer,1952.0,2015.0,Still Alice,miscellaneous,producer
Richard Grieco,1965.0,0.0,If Looks Could Kill,actor,producer
Richard J. Lewis,,,,,
Richard Jenkins,1947.0,0.0,The Shape of Water,actor,producer
Richard Jordan,1937.0,1993.0,The Hunt for Red October,actor,producer
Richard Kelly,1975.0,0.0,Donnie Darko,writer,producer
Richard Kind,1956.0,0.0,Argo,actor,writer
Richard Kwietniowski,1957.0,0.0,Love and Death on Long Island,director,producer
Richard LaGravenese,1959.0,0.0,Freedom Writers,writer,producer
Richard Lester,1932.0,0.0,A Hard Day's Night,director,producer
Richard Linklater,1960.0,0.0,Waking Life,producer,director
Richard Loncraine,1946.0,0.0,Richard III,director,writer
Richard Marquand,1937.0,1987.0,Star Wars: Episode VI - Return of the Jedi,director,producer
Richard Pearce,1943.0,0.0,Heartland,director,cinematographer
Richard Pryor,1940.0,2005.0,Superman III,actor,writer
Richard Rich,,,,,
Richard Rush,1929.0,2021.0,The Stunt Man,director,writer
Richard Shepard,1965.0,0.0,The Matador,director,producer
Richard Stanley,1966.0,0.0,Color Out of Space,writer,director
Richard Wenk,1956.0,0.0,The Equalizer,writer,director
Richard Williams,1933.0,2019.0,Who Framed Roger Rabbit,animation_department,director
Richie Keen,,,,,
Rick Famuyiwa,1973.0,0.0,Dope,producer,director
Rick Friedberg,1944.0,0.0,Spy Hard,producer,director
Rick Hill,1953.0,0.0,Cheers,actor,director
Rick Moranis,1953.0,0.0,Parenthood,actor,writer
Rick Rosenthal,1949.0,0.0,Bad Boys,director,producer
Ricky Gervais,1961.0,0.0,The Office,writer,producer
Ridley Scott,1937.0,0.0,The Martian,producer,director
Ringo Lam,1955.0,2018.0,City on Fire,director,writer
Rintaro,,,,,
Risa Bramon Garcia,1956.0,0.0,200 Cigarettes,casting_director,casting_department
Ritesh Batra,1979.0,0.0,The Lunchbox,director,writer
River Phoenix,1970.0,1993.0,My Own Private Idaho,actor,soundtrack
Roar Uthaug,1973.0,0.0,Troll,director,writer
Rob Bowman,1960.0,0.0,Reign of Fire,producer,director
Rob Brown,1984.0,0.0,Finding Forrester,actor,soundtrack
Rob Cohen,1949.0,0.0,DragonHeart,producer,director
Rob Corddry,1971.0,0.0,Warm Bodies,actor,writer
Rob Epstein,1955.0,0.0,The Celluloid Closet,producer,director
Rob Greenberg,,,,,
Rob Hedden,1954.0,0.0,Friday the 13th Part VIII: Jason Takes Manhattan,writer,director
Rob Letterman,,,,,
Rob Lowe,1964.0,0.0,St. Elmo's Fire,actor,producer
Rob Marshall,1960.0,0.0,Mary Poppins Returns,director,miscellaneous
Rob McKittrick,1973.0,0.0,Waiting...,writer,director
Rob Minkoff,1962.0,0.0,The Lion King,producer,director
Rob Pritts,,,,,
Rob Reiner,1947.0,0.0,All in the Family,actor,writer
Rob Schmidt,1965.0,0.0,Wrong Turn,director,camera_department
Rob Schneider,1963.0,0.0,Deuce Bigalow: Male Gigolo,actor,writer
Rob Thomas,1965.0,0.0,Veronica Mars,producer,writer
Rob Zombie,1965.0,0.0,Grindhouse,music_artist,writer
Robby Benson,1956.0,0.0,Beauty and the Beast,actor,director
Robert Altman,1925.0,2006.0,Gosford Park,director,producer
Robert Arkins,,,,,
Robert B. Weide,1959.0,0.0,Curb Your Enthusiasm,producer,director
Robert Ben Garant,1970.0,0.0,Reno 911!,producer,writer
Robert Benton,1932.0,0.0,Kramer vs. Kramer,writer,director
Robert Bierman,,,,,
Robert Butler,1927.0,2023.0,Remington Steele,miscellaneous,director
Robert C. Ramirez,,,,,
Robert Carlyle,1961.0,0.0,The Full Monty,actor,director
Robert Carradine,1954.0,0.0,Revenge of the Nerds,actor,producer
Robert De Niro,1943.0,0.0,Cape Fear,actor,producer
Robert Downey Jr.,1965.0,0.0,Iron Man,actor,producer
Robert Duvall,1931.0,0.0,The Apostle,actor,producer
Robert Eggers,1983.0,0.0,The Lighthouse,production_designer,director
Robert Ellis Miller,1927.0,2017.0,The Buttercup Chain,director,writer
Robert Englund,1947.0,0.0,A Nightmare on Elm Street,actor,miscellaneous
Robert Glaudini,,,,,
Robert Greenwald,1945.0,0.0,Xanadu,producer,director
Robert Harmon,,,,,
Robert Hays,1947.0,0.0,Airplane!,actor,producer
Robert Hoffman,1985.0,0.0,Step Up 2: The Streets,actor,miscellaneous
Robert Iscove,1947.0,0.0,From Justin to Kelly,director,miscellaneous
Robert John Burke,1960.0,0.0,RoboCop 3,actor,archive_footage
Robert Klane,1941.0,2023.0,Weekend at Bernie's,writer,producer
Robert Kurtzman,1964.0,0.0,From Dusk Till Dawn,make_up_department,special_effects
Robert Lee King,,,,,
Robert Lieberman,1947.0,2023.0,Fire in the Sky,director,producer
Robert Longo,1953.0,0.0,Johnny Mnemonic,director,actor
Robert Lorenz,,,,,
Robert Luketic,1973.0,0.0,The Ugly Truth,director,writer
Robert Mandel,1945.0,0.0,Big Shots,director,producer
Robert Patrick,1958.0,0.0,Terminator 2: Judgment Day,actor,producer
Robert Pattinson,1986.0,0.0,Twilight,actor,producer
Robert Radler,,,,,
Robert Redford,1936.0,0.0,The Natural,producer,actor
Robert Resnikoff,,,,,
Robert Rodriguez,1968.0,0.0,El Mariachi,producer,writer
Robert Schwentke,1968.0,0.0,The Captain,writer,director
Robert Stromberg,,,,,
Robert Towne,1934.0,0.0,Chinatown,writer,producer
Robert Townsend,1957.0,0.0,Hollywood Shuffle,director,actor
Robert Urich,1946.0,2002.0,Lonesome Dove,actor,producer
Robert Vincent O'Neil,1930.0,2022.0,Angel,writer,producer
Robert Wisdom,1953.0,0.0,The Dark Knight Rises,actor,soundtrack
Robert Zemeckis,1952.0,0.0,Back to the Future,producer,writer
Roberto Benigni,1952.0,0.0,Life Is Beautiful,actor,writer
Roberts Gannaway,,,,,
Robin Bissell,1968.0,0.0,The Hunger Games,producer,director
Robin Budd,,,,,
Robin Shou,1960.0,0.0,Mortal Kombat: Annihilation,actor,director
Robin Tunney,1972.0,0.0,The Craft,actor,soundtrack
Robin Williams,1951.0,2014.0,Mrs. Doubtfire,actor,writer
Robin Wright,1966.0,0.0,Forrest Gump,actor,producer
Rod Amateau,1923.0,2003.0,The Garbage Pail Kids Movie,producer,director
Rod Daniel,1942.0,2016.0,WKRP in Cincinnati,director,producer
Rod Lurie,1962.0,0.0,The Outpost,producer,writer
Roddy Piper,1954.0,2015.0,They Live,actor,producer
Rodman Flender,1962.0,0.0,The Office,director,producer
Rodney Dangerfield,1921.0,2004.0,Back to School,actor,writer
Rodrigo Cortés,1973.0,0.0,Buried,director,editor
Rodrigo García,1959.0,0.0,Nine Lives,producer,writer
Roger Allers,1949.0,0.0,The Lion King,director,writer
Roger Avary,1965.0,0.0,Pulp Fiction,producer,writer
Roger Christian,1944.0,0.0,Star Wars: Episode IV - A New Hope,art_department,director
Roger Corman,1926.0,0.0,The Silence of the Lambs,producer,director
Roger Donaldson,1945.0,0.0,The World's Fastest Indian,director,producer
Roger Kumble,1966.0,0.0,Cruel Intentions,director,producer
Roger Michell,1956.0,2021.0,Notting Hill,director,writer
Roger Moore,1927.0,2017.0,Moonraker,actor,miscellaneous
Roger Spottiswoode,1945.0,0.0,48 Hrs.,director,producer
Roger Young,1942.0,0.0,Lou Grant,director,producer
Roland Emmerich,1955.0,0.0,Independence Day,writer,producer
Roland Joffé,1945.0,0.0,The Mission,producer,director
Roman Griffin Davis,2007.0,0.0,Jojo Rabbit,actor,none
Roman Polanski,1933.0,0.0,Chinatown,director,actor
Romola Garai,1982.0,0.0,Atonement,actor,director
Ron Clements,1953.0,0.0,Hercules,writer,director
Ron Fazio,,,,,
Ron Howard,1954.0,0.0,Arrested Development,producer,actor
Ron Livingston,1967.0,0.0,The Conjuring,actor,camera_department
Ron Maxwell,1949.0,0.0,Gettysburg,director,producer
Ron Perlman,1950.0,0.0,Hand of God,actor,producer
Ron Shelton,1945.0,0.0,Bull Durham,writer,director
Ron Silver,1946.0,2009.0,Timecop,actor,director
Ron Underwood,1953.0,0.0,Tremors,director,writer
Rongguang Yu,1958.0,0.0,Shanghai Noon,actor,director
Ronny Yu,1950.0,0.0,The Bride with White Hair,director,producer
Rooney Mara,1985.0,0.0,The Girl with the Dragon Tattoo,actor,producer
Rory Calhoun,1922.0,1999.0,Motel Hell,actor,producer
Rory Culkin,1989.0,0.0,Signs,actor,producer
Rosa Salazar,1985.0,0.0,Alita: Battle Angel,actor,producer
Rosanna Arquette,1959.0,0.0,Pulp Fiction,actor,producer
Rosario Dawson,1979.0,0.0,Rent,actor,producer
Rose Leslie,1987.0,0.0,Honeymoon,actor,archive_footage
Rose McGowan,1973.0,0.0,Planet Terror,actor,producer
Rowan Atkinson,1955.0,0.0,Johnny English,actor,writer
Rowan Joffe,1972.0,0.0,The Informer,producer,writer
Rowdy Herrington,1951.0,0.0,Road House,writer,director
Roxann Dawson,1958.0,0.0,Breakthrough,actor,director
Roy Scheider,1932.0,2008.0,Jaws,actor,producer
Ruben Fleischer,1974.0,0.0,Zombieland,producer,director
Rubén Blades,1948.0,0.0,Once Upon a Time in Mexico,actor,composer
Rudy De Luca,,,,,
Rufus Sewell,1967.0,0.0,Dark City,actor,soundtrack
Ruggero Deodato,1939.0,2022.0,Deathcember,director,assistant_director
Rupert Everett,1959.0,0.0,My Best Friend's Wedding,actor,producer
Rupert Friend,1981.0,0.0,Hitman: Agent 47,actor,producer
Rupert Sanders,1971.0,0.0,Snow White and the Huntsman,director,writer
Rupert Wainwright,1962.0,0.0,Stigmata,director,writer
Rupert Wyatt,1972.0,0.0,The Escapist,producer,director
Russell Brand,1975.0,0.0,Arthur,producer,writer
Russell Crowe,1964.0,0.0,Les Misérables,actor,producer
Russell Mulcahy,1953.0,0.0,Highlander,director,producer
Rusty Cundieff,1960.0,0.0,Chappelle's Show,director,actor
Rutger Hauer,1944.0,2019.0,Hobo with a Shotgun,actor,producer
Ruth Negga,1981.0,0.0,Loving,actor,producer
Ry Russo-Young,1981.0,0.0,Nuclear Family,director,producer
Ryan Coogler,1986.0,0.0,Black Panther,producer,director
Ryan Fleck,1976.0,0.0,Half Nelson,director,writer
Ryan Gosling,1980.0,0.0,Blue Valentine,actor,producer
Ryan Guzman,1987.0,0.0,The Boy Next Door,actor,soundtrack
Ryan Kwanten,1976.0,0.0,True Blood,actor,producer
Ryan Little,1971.0,0.0,Saints and Soldiers,director,cinematographer
Ryan Murphy,1965.0,0.0,Glee,producer,writer
Ryan O'Neal,1941.0,2023.0,Love Story,actor,producer
Ryan Phillippe,1974.0,0.0,Crash,actor,producer
Ryan Potter,1995.0,0.0,Big Hero 6,actor,producer
Ryan Reynolds,1976.0,0.0,Deadpool 2,actor,producer
Ryûhei Kitamura,1969.0,0.0,The Midnight Meat Train,director,writer
S.R. Bindler,1970.0,0.0,Hands on a Hardbody: The Documentary,cinematographer,editor
S.S. Rajamouli,1973.0,0.0,Baahubali 2: The Conclusion,writer,producer
Sacha Baron Cohen,1971.0,0.0,Borat,actor,writer
Sacha Gervasi,1966.0,0.0,Anvil,writer,producer
Saif Ali Khan,1970.0,0.0,Kal Ho Naa Ho,actor,producer
Sally Field,1946.0,0.0,Forrest Gump,actor,producer
Sally Hawkins,1976.0,0.0,The Shape of Water,actor,writer
Sally Mattison,,,,,
Sally Potter,1949.0,0.0,The Tango Lesson,director,writer
Salma Hayek,1966.0,0.0,Frida,actor,producer
Sam Elliott,1944.0,0.0,A Star Is Born,actor,producer
Sam Fell,1965.0,0.0,Flushed Away,director,writer
Sam Firstenberg,1950.0,0.0,One More Chance,director,assistant_director
Sam Levinson,1985.0,0.0,Euphoria,writer,producer
Sam Liu,,,,,
Sam Mendes,1965.0,0.0,1917,producer,director
Sam Miller,1962.0,0.0,I May Destroy You,actor,director
Sam Neill,1947.0,0.0,Jurassic Park,actor,producer
Sam Peckinpah,1925.0,1984.0,The Wild Bunch,writer,director
Sam Raimi,1959.0,0.0,Spider-Man,producer,writer
Sam Riley,1980.0,0.0,Control,actor,soundtrack
Sam Rockwell,1968.0,0.0,Moon,actor,producer
Sam Shepard,1943.0,2017.0,August: Osage County,actor,writer
Sam Taylor-Johnson,1967.0,0.0,Nowhere Boy,director,producer
Sam Waterston,1940.0,0.0,The Killing Fields,actor,producer
Sam Weisman,1947.0,0.0,George of the Jungle,director,actor
Sam Worthington,1976.0,0.0,Avatar,actor,producer
Samantha Mathis,1970.0,0.0,Broken Arrow,actor,executive
Samara Weaving,1992.0,0.0,Ready or Not,actor,producer
Sammi Davis,1964.0,0.0,Four Rooms,actor,camera_department
Samuel Bayer,1962.0,0.0,Pony,director,cinematographer
Samuel L. Jackson,1948.0,0.0,Pulp Fiction,actor,producer
Samuel Le Bihan,1965.0,0.0,Brotherhood of the Wolf,actor,writer
Samy Naceri,1961.0,0.0,Taxi,actor,director
Sanaa Hamri,,,,,
Sanaa Lathan,1971.0,0.0,Alien vs. Predator,actor,producer
Sandra Bullock,1964.0,0.0,The Proposal,producer,actor
Saoirse Ronan,1994.0,0.0,Hanna,actor,producer
Sara Foster,1981.0,0.0,D.E.B.S.,actor,producer
Sara Paxton,1988.0,0.0,The Innkeepers,actor,writer
Sara Sugarman,1965.0,0.0,Vinyl,actor,director
Sarah Bolger,1991.0,0.0,In America,actor,soundtrack
Sarah Butler,1985.0,0.0,I Spit on Your Grave,actor,producer
Sarah Gavron,,,,,
Sarah Jessica Parker,1965.0,0.0,Sex and the City,actor,producer
Sarah Michelle Gellar,1977.0,0.0,Buffy the Vampire Slayer,actor,producer
Sarah Miles,1941.0,0.0,Ryan's Daughter,actor,soundtrack
Sarah Patterson,1972.0,0.0,Snow White,actor,none
Sarah Polley,1979.0,0.0,My Life Without Me,actor,director
Sasha Grey,1988.0,0.0,The Girlfriend Experience,actor,producer
Savage Steve Holland,1960.0,0.0,Better Off Dead,animation_department,director
Scarlett Johansson,1984.0,0.0,Her,actor,producer
Schuyler Fisk,1982.0,0.0,Orange County,actor,soundtrack
Scoot McNairy,1977.0,0.0,Argo,actor,producer
Scott Bakula,1954.0,0.0,Quantum Leap,actor,producer
Scott Cooper,1970.0,0.0,Crazy Heart,actor,director
Scott Derrickson,1966.0,0.0,The Black Phone,producer,writer
Scott Eastwood,1986.0,0.0,Suicide Squad,actor,producer
Scott Frank,1960.0,0.0,Logan,writer,producer
Scott Glenn,1939.0,0.0,The Hunt for Red October,actor,producer
Scott Grimes,1971.0,0.0,American Dad!,actor,composer
Scott Hicks,1953.0,0.0,Shine,director,writer
Scott Kalvert,1964.0,2014.0,The Basketball Diaries,director,producer
Scott McGehee,,,,,
Scott McGinnis,1958.0,0.0,Star Trek III: The Search for Spock,actor,director
Scott Mechlowicz,1981.0,0.0,Mean Creek,actor,none
Scott Patterson,1958.0,0.0,Saw V,actor,producer
Scott Sanders,1968.0,0.0,Black Dynamite,writer,director
Scott Shepherd,1966.0,0.0,Bridge of Spies,actor,archive_footage
Scott Silver,,,,,
Scott Speedman,1975.0,0.0,Underworld,actor,soundtrack
Scott Speer,,,,,
Scott Stewart,1965.0,0.0,Wild West Chronicles,actor,editorial_department
Scott Waugh,1970.0,0.0,Act of Valor,director,producer
Scott Weinger,1975.0,0.0,Fuller House,actor,producer
Scout Taylor-Compton,1989.0,0.0,Halloween,actor,miscellaneous
Sean Anders,,,,,
Sean Astin,1971.0,0.0,The Lord of the Rings: The Two Towers,actor,producer
Sean Baker,1971.0,0.0,Red Rocket,writer,producer
Sean Bean,1959.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,producer
Sean Connery,1930.0,2020.0,The Rock,actor,producer
Sean Faris,1982.0,0.0,Never Back Down,actor,producer
Sean Gullette,1968.0,0.0,Pi,actor,director
Sean Hayes,1970.0,0.0,Will & Grace,actor,producer
Sean Maguire,1976.0,0.0,Meet the Spartans,actor,soundtrack
Sean McNamara,1962.0,0.0,Hoovey,producer,director
Sean Nelson,1980.0,0.0,Fresh,actor,producer
Sean Patrick Flanery,1965.0,0.0,Powder,actor,producer
Sean Penn,1960.0,0.0,Mystic River,actor,producer
Sean S. Cunningham,1941.0,0.0,Friday the 13th,producer,writer
Sean Young,1959.0,0.0,Blade Runner,actor,miscellaneous
Seann William Scott,1976.0,0.0,American Pie,actor,producer
Sebastián Lelio,1974.0,0.0,A Fantastic Woman,director,writer
Selena Gomez,1992.0,0.0,Spring Breakers,music_artist,actor
Sergei Bodrov,1948.0,0.0,Mongol: The Rise of Genghis Khan,writer,director
Sergio Leone,1929.0,1989.0,Once Upon a Time in America,assistant_director,writer
Seth Gordon,1972.0,0.0,Dawson's 20-Load Weekend,composer,none
Seth Kearsley,1971.0,0.0,The Secret Life of Pets,director,producer
Seth MacFarlane,1973.0,0.0,Family Guy,writer,producer
Seth Rogen,1982.0,0.0,This Is the End,producer,actor
Seung-Yun Lee,,,,,
Shad Moss,1987.0,0.0,The Fast and the Furious: Tokyo Drift,music_artist,actor
Shah Rukh Khan,1965.0,0.0,Don 2,actor,producer
Shailene Woodley,1991.0,0.0,Divergent,actor,producer
Shameik Moore,1995.0,0.0,Spider-Man: Into the Spider-Verse,actor,soundtrack
Shana Feste,1976.0,0.0,Endless Love,writer,director
Shane Acker,,,,,
Shane Black,1961.0,0.0,The Nice Guys,writer,actor
Shane Brolly,1970.0,0.0,Underworld,actor,writer
Shane Carruth,1972.0,0.0,Upstream Color,composer,actor
Shane Harper,1993.0,0.0,Hightown,actor,director
Shane McDermott,1976.0,0.0,Airborne,actor,none
Shane West,1978.0,0.0,A Walk to Remember,actor,producer
Shannen Doherty,1971.0,0.0,"Beverly Hills, 90210",actor,producer
Shannon Elizabeth,1973.0,0.0,American Pie,actor,producer
Shaquille O'Neal,1972.0,0.0,Steel,actor,producer
Shar-Ron Corley,1973.0,0.0,New Jersey Drive,actor,none
Shari Springer Berman,1963.0,0.0,American Splendor,director,writer
Sharlto Copley,1973.0,0.0,District 9,actor,producer
Sharni Vinson,1983.0,0.0,You're Next,actor,producer
Sharon Leal,1972.0,0.0,Dreamgirls,actor,producer
Sharon Maguire,1960.0,0.0,Bridget Jones's Baby,director,producer
Sharon Stone,1958.0,0.0,Basic Instinct,actor,producer
Shawn Ashmore,1979.0,0.0,X2,actor,producer
Shawn Hatosy,1975.0,0.0,Animal Kingdom,actor,director
Shawn Levy,1968.0,0.0,Free Guy,producer,director
Shawn Wayans,1971.0,0.0,White Chicks,actor,writer
Shawnee Smith,1969.0,0.0,The Blob,actor,producer
Shay Mitchell,1987.0,0.0,Pretty Little Liars,actor,producer
Sheila E.,1957.0,0.0,Man of Steel,music_department,actor
Shekhar Kapur,1945.0,0.0,Elizabeth,director,actor
Sheldon Lettich,1951.0,0.0,Max,writer,director
Shelley Long,1949.0,0.0,Cheers,actor,producer
Sheri Moon Zombie,1970.0,0.0,The Devil's Rejects,actor,producer
Sheryl Lee,1967.0,0.0,Twin Peaks: Fire Walk with Me,actor,miscellaneous
Shia LaBeouf,1986.0,0.0,Honey Boy,actor,writer
Shirley MacLaine,1934.0,0.0,Terms of Endearment,actor,writer
Shuki Levy,1947.0,0.0,Turbo: A Power Rangers Movie,composer,music_department
Shô Kosugi,1948.0,0.0,Ninja Assassin,actor,miscellaneous
Sid Haig,1939.0,2019.0,House of 1000 Corpses,actor,producer
Sidney J. Furie,1933.0,0.0,Superman IV: The Quest for Peace,director,writer
Sidney Lumet,1924.0,2011.0,12 Angry Men,director,writer
Sidney Poitier,1927.0,2022.0,In the Heat of the Night,actor,director
Sidse Babett Knudsen,1968.0,0.0,Borgen,actor,producer
Sienna Miller,1981.0,0.0,G.I. Joe: The Rise of Cobra,actor,miscellaneous
Sigourney Weaver,1949.0,0.0,Alien Resurrection,actor,producer
Simon Curtis,1960.0,0.0,Goodbye Christopher Robin,producer,director
Simon J. Smith,,,,,
Simon Kinberg,1973.0,0.0,The Martian,producer,writer
Simon Moore,1958.0,0.0,Traffic,writer,producer
Simon Pegg,1970.0,0.0,Shaun of the Dead,actor,writer
Simon Rex,1974.0,0.0,Red Rocket,actor,producer
Simon Wells,1961.0,0.0,The Time Machine,art_department,animation_department
Simon West,1961.0,0.0,Lara Croft: Tomb Raider,director,producer
Simon Wincer,1943.0,0.0,The Phantom,director,assistant_director
Sinbad,1956.0,0.0,Jingle All the Way,actor,writer
Sissy Spacek,1949.0,0.0,In the Bedroom,actor,art_department
Skyler Shaye,1986.0,0.0,Grey's Anatomy,actor,soundtrack
Sngmoo Lee,,,,,
Snoop Dogg,1971.0,0.0,Training Day,music_artist,actor
Sofia Coppola,1971.0,0.0,The Godfather Part III,director,actor
Sofia Mali,,,,,
Sondra Locke,1944.0,2018.0,Every Which Way But Loose,actor,director
Sonny Bono,1935.0,1998.0,The Sonny and Cher Show,actor,composer
Sook-Yin Lee,1966.0,0.0,Shortbus,actor,writer
Sophia Loren,1934.0,0.0,Two Women,actor,soundtrack
Sophie Marceau,1966.0,0.0,The Party,actor,director
Sophie Nélisse,2000.0,0.0,The Book Thief,actor,none
Spencer Susser,,,,,
Spike Jonze,1969.0,0.0,Her,producer,writer
Spike Lee,1957.0,0.0,Do the Right Thing,director,producer
Sriram Raghavan,1963.0,0.0,Andhadhun,writer,director
Stacy Title,1964.0,2021.0,Let the Devil Wear Black,director,producer
Stan Dragoti,1932.0,2018.0,Mr. Mom,director,writer
Stan Lathan,1945.0,0.0,Real Husbands of Hollywood,director,producer
Stan Winston,1946.0,2008.0,Terminator 2: Judgment Day,make_up_department,special_effects
Stanley Kubrick,1928.0,1999.0,2001: A Space Odyssey,director,writer
Stanley Tong,1960.0,0.0,Rumble in the Bronx,producer,stunts
Stefan Ruzowitzky,1961.0,0.0,The Counterfeiters,director,writer
Stefano Sollima,1966.0,0.0,Without Remorse,director,writer
Stefen Fangmeier,1960.0,0.0,The Perfect Storm,visual_effects,director
Stella Meghie,,,,,
Stellan Skarsgård,1951.0,0.0,Good Will Hunting,actor,producer
Stephan Elliott,1964.0,0.0,"The Adventures of Priscilla, Queen of the Desert",director,writer
Stephan James,1993.0,0.0,Race,actor,producer
Stephanie Leonidas,1984.0,0.0,Mirrormask,actor,none
Stephen Caffrey,1959.0,0.0,Tour of Duty,actor,director
Stephen Campbell Moore,1979.0,0.0,The Bank Job,actor,archive_footage
Stephen Carpenter,1973.0,0.0,Law Abiding Citizen,actor,composer
Stephen Chbosky,1970.0,0.0,The Perks of Being a Wallflower,writer,producer
Stephen Chow,1962.0,0.0,Kung Fu Hustle,actor,producer
Stephen Cornwell,,,,,
Stephen Daldry,1960.0,0.0,The Reader,producer,director
Stephen Dillane,1957.0,0.0,The Hours,actor,soundtrack
Stephen Dorff,1973.0,0.0,Blade,actor,producer
Stephen Dunham,1964.0,2012.0,The Mummy,actor,stunts
Stephen Elliott,1971.0,0.0,About Cherry,writer,director
Stephen Frears,1941.0,0.0,Dangerous Liaisons,director,producer
Stephen Fry,1957.0,0.0,Gosford Park,actor,writer
Stephen Gaghan,1965.0,0.0,Syriana,writer,miscellaneous
Stephen Gyllenhaal,1949.0,0.0,CBS Afternoon Playhouse,director,producer
Stephen Herek,1958.0,0.0,Critters,producer,director
Stephen Hillenburg,1961.0,2018.0,SpongeBob SquarePants,writer,producer
Stephen Hopkins,1958.0,0.0,Lost in Space,producer,director
Stephen J. Anderson,1970.0,0.0,Meet the Robinsons,animation_department,director
Stephen Kay,1963.0,0.0,Get Carter,director,producer
Stephen Kessler,,,,,
Stephen King,1947.0,0.0,Maximum Overdrive,writer,producer
Stephen Lang,1952.0,0.0,Avatar,actor,producer
Stephen McHattie,1947.0,0.0,Pontypool,actor,director
Stephen Merchant,1974.0,0.0,Extras,producer,writer
Stephen Milburn Anderson,1947.0,2015.0,South Central,producer,writer
Stephen Norrington,1964.0,0.0,The League of Extraordinary Gentlemen,special_effects,make_up_department
Stephen Sommers,1962.0,0.0,G.I. Joe: The Rise of Cobra,producer,writer
Stephen Spinella,1956.0,0.0,Ravenous,actor,archive_footage
Stephen Surjik,,,,,
Stephen Susco,,,,,
Steve 'Spaz' Williams,1963.0,0.0,The Mask,visual_effects,actor
Steve Antin,1958.0,0.0,The Goonies,actor,writer
Steve Barron,1956.0,0.0,The Durrells,director,producer
Steve Beck,,,,,
Steve Bendelack,,,,,
Steve Box,1967.0,0.0,Wallace & Gromit: The Curse of the Were-Rabbit,writer,animation_department
Steve Boyum,1952.0,0.0,Apocalypse Now,director,producer
Steve Buscemi,1957.0,0.0,Fargo,actor,director
Steve Carell,1962.0,0.0,The Office,actor,producer
Steve Carr,,,,,
Steve Carver,1945.0,2021.0,Lone Wolf McQuade,director,cinematographer
Steve Coogan,1965.0,0.0,Philomena,actor,producer
Steve De Jarnatt,,,,,
Steve Gomer,,,,,
Steve Gordon,1938.0,1982.0,Arthur,writer,director
Steve Guttenberg,1958.0,0.0,Three Men and a Baby,actor,producer
Steve Howey,1977.0,0.0,Bride Wars,actor,producer
Steve Irwin,1962.0,2006.0,Dr. Dolittle 2,writer,actor
Steve James,1955.0,0.0,Hoop Dreams,director,writer
