primaryName,birthYear,deathYear,knownForTitle,primaryProfession,secondaryProfession
David Nutter,1960.0,0.0,Game of Thrones,director,producer
David O. Russell,1958.0,0.0,American Hustle,producer,director
David Oyelowo,1976.0,0.0,Lawmen: Bass Reeves,actor,producer
David Palmer,1984.0,0.0,Hit and Run,director,none
David Paul,1957.0,2020.0,The Barbarians,actor,director
David Price,1961.0,0.0,Dr. Jekyll and Ms. Hyde,director,actor
David R. Ellis,1952.0,2013.0,The Matrix Reloaded,stunts,assistant_director
David Rasche,1944.0,0.0,In the Loop,actor,soundtrack
David Raynr,1961.0,0.0,Colors,actor,miscellaneous
David Robert Mitchell,1974.0,0.0,It Follows,writer,director
David S. Goyer,1965.0,0.0,Dark City,writer,producer
David S. Ward,1945.0,0.0,The Sting,writer,director
David Schwimmer,1966.0,0.0,Friends,actor,director
David Seltzer,1940.0,0.0,Shining Through,writer,miscellaneous
David Silverman,1957.0,0.0,The Simpsons,producer,animation_department
David Slade,1969.0,0.0,Hard Candy,director,producer
David Soren,1973.0,0.0,Turbo,writer,miscellaneous
David Spade,1964.0,0.0,Joe Dirt,actor,writer
David Strathairn,1949.0,0.0,"Good Night, and Good Luck.",actor,producer
David Thewlis,1963.0,0.0,Naked,actor,writer
David Twohy,1955.0,0.0,The Fugitive,writer,director
David Von Ancken,1964.0,2021.0,Seraphim Falls,producer,director
David Wain,1969.0,0.0,Wet Hot American Summer,director,actor
David Yarovesky,,,,,
David Yates,1963.0,0.0,Harry Potter and the Order of the Phoenix,director,producer
David Zucker,1947.0,0.0,Airplane!,writer,producer
Davis Guggenheim,1963.0,0.0,Training Day,producer,director
Dax Shepard,1975.0,0.0,Hit and Run,podcaster,actor
Dean DeBlois,1970.0,0.0,Lilo & Stitch,writer,art_department
Dean Devlin,1962.0,0.0,Independence Day,producer,writer
Dean Israelite,1984.0,0.0,Acholiland,director,producer
Dean Parisot,,,,,
Dean Semler,1943.0,0.0,Apocalypto,cinematographer,camera_department
Dean-Charles Chapman,1997.0,0.0,1917,actor,archive_footage
Debbie Harry,1945.0,0.0,Videodrome,actor,composer
Debi Derryberry,1960.0,0.0,Jimmy Neutron: Boy Genius,actor,miscellaneous
Deborah Foreman,1962.0,0.0,Real Genius,actor,archive_footage
Deborah Kampmeier,1964.0,0.0,The Gilded Age,director,writer
Deborah Winters,1953.0,0.0,The Winds of War,actor,casting_director
Debra Granik,1963.0,0.0,Leave No Trace,director,writer
Debra Winger,1955.0,0.0,Terms of Endearment,actor,producer
Dee Wallace,1948.0,0.0,E.T. the Extra-Terrestrial,actor,producer
Delbert Mann,1920.0,2007.0,Marty,director,producer
Demetrius Shipp Jr.,,,,,
Demi Lovato,1992.0,0.0,Camp Rock,music_artist,actor
Demi Moore,1962.0,0.0,G.I. Jane,actor,producer
Demian Lichtenstein,,,,,
Demián Bichir,1963.0,0.0,The Hateful Eight,actor,producer
Denis Leary,1957.0,0.0,Rescue Me,writer,actor
Denis Villeneuve,1967.0,0.0,Dune,director,writer
Denise Di Novi,1956.0,0.0,Heathers,producer,director
Denise Richards,1971.0,0.0,The World Is Not Enough,actor,producer
Dennie Gordon,1953.0,0.0,Tom Clancy's Jack Ryan,director,producer
Dennis Dugan,1946.0,0.0,Happy Gilmore,actor,director
Dennis Gansel,1973.0,0.0,The Wave,director,writer
Dennis Hopper,1936.0,2010.0,Easy Rider,actor,director
Dennis Iliadis,,,,,
Dennis Miller,1953.0,0.0,The Net,writer,producer
Dennis Quaid,1954.0,0.0,Far from Heaven,actor,producer
Denzel Washington,1954.0,0.0,Fences,actor,producer
Deon Taylor,,,,,
Deran Sarafian,1958.0,0.0,Swamp Thing,producer,director
Derek Cianfrance,1974.0,0.0,Blue Valentine,director,writer
Derek Richardson,1976.0,0.0,Hostel,actor,archive_footage
Dermot Mulroney,1963.0,0.0,My Best Friend's Wedding,actor,music_department
Derrick Borte,1967.0,0.0,Unhinged,director,writer
Des McAnuff,1952.0,0.0,The Iron Giant,miscellaneous,director
Desmond Davis,1926.0,2021.0,Time Lost and Time Remembered,camera_department,director
Desmond Nakano,1953.0,0.0,American Pastime,writer,director
Destin Daniel Cretton,1978.0,0.0,Shang-Chi and the Legend of the Ten Rings,producer,director
Dev Patel,1990.0,0.0,Slumdog Millionaire,actor,producer
Devon Sawa,1978.0,0.0,Final Destination,actor,producer
Dewey Nicks,1961.0,0.0,Slackers,director,actor
Dexter Fletcher,1966.0,0.0,Ghosted,director,actor
Diane English,1948.0,0.0,Murphy Brown,writer,producer
Diane Keaton,1946.0,0.0,Annie Hall,actor,producer
Diane Ladd,1935.0,0.0,Wild at Heart,actor,producer
Diane Lane,1965.0,0.0,Unfaithful,actor,soundtrack
Dick Durock,1937.0,2009.0,Stand by Me,actor,stunts
Dick Richards,1936.0,0.0,Tootsie,director,writer
Diederik Van Rooijen,1975.0,0.0,Legacy,director,writer
Diedrich Bader,1966.0,0.0,Office Space,actor,producer
Diego Luna,1979.0,0.0,Rogue One: A Star Wars Story,actor,producer
Director X.,1975.0,0.0,SuperFly,director,none
Djimon Hounsou,1964.0,0.0,Blood Diamond,actor,producer
Dolph Lundgren,1957.0,0.0,Rocky IV,actor,producer
Dom DeLuise,1933.0,2009.0,The Cannonball Run,actor,director
Dome Karukoski,1976.0,0.0,Tom of Finland,director,producer
Domhnall Gleeson,1983.0,0.0,Ex Machina,actor,writer
Dominic Cooper,1978.0,0.0,The Devil's Double,actor,producer
Dominic Sena,1949.0,0.0,Kalifornia,director,cinematographer
Dominique Othenin-Girard,1958.0,0.0,Halloween 5: The Revenge of Michael Myers,director,writer
Don Adams,1923.0,2005.0,Get Smart,actor,director
Don Ameche,1908.0,1993.0,Cocoon,actor,director
Don Bluth,1937.0,0.0,Anastasia,animation_department,director
Don Cheadle,1964.0,0.0,Crash,actor,producer
Don Coscarelli,1954.0,0.0,Bubba Ho-Tep,writer,director
Don Francks,1932.0,2016.0,Heavy Metal,actor,writer
Don Hall,1969.0,0.0,Meet the Robinsons,writer,producer
Don Johnson,1949.0,0.0,Miami Vice,actor,producer
Don Mancini,1963.0,0.0,Chucky,writer,producer
Don McKellar,1963.0,0.0,Last Night,actor,director
Don Michael Paul,1963.0,0.0,Harley Davidson and the Marlboro Man,actor,director
Don Roos,1955.0,0.0,The Opposite of Sex,writer,director
Don Scardino,1949.0,0.0,The Incredible Burt Wonderstone,director,producer
Don Siegel,1912.0,1991.0,Dirty Harry,director,producer
Don Taylor,1920.0,1998.0,Stalag 17,director,actor
Donald Glover,1983.0,0.0,Solo: A Star Wars Story,actor,writer
Donald Petrie,1954.0,0.0,How to Lose a Guy in 10 Days,director,actor
Donald Pleasence,1919.0,1995.0,Halloween II,actor,writer
Donald Shebib,1938.0,2023.0,Goin' Down the Road,director,editor
Donald Sutherland,1935.0,0.0,The Hunger Games: Catching Fire,actor,producer
Donna Deitch,1945.0,0.0,Desert Hearts,director,editor
Donnie Wahlberg,1969.0,0.0,Saw II,actor,producer
Donnie Yen,1963.0,0.0,Ip Man,actor,stunts
Donovan Marsh,,,,,
Doug Atchison,,,,,
Doug Bradley,1954.0,0.0,Hellraiser III: Hell on Earth,actor,make_up_department
Doug Ellin,1968.0,0.0,Entourage,writer,producer
Doug Lefler,,,,,
Doug Liman,1965.0,0.0,Edge of Tomorrow,producer,director
Doug McHenry,,,,,
Douglas Aarniokoski,,,,,
Douglas Barr,1949.0,0.0,Dead Badge,actor,director
Douglas Cheek,,,,,
Douglas Day Stewart,,,,,
Douglas McGrath,1958.0,2022.0,Emma,writer,actor
Douglas Smith,1985.0,0.0,Big Little Lies,actor,composer
Douglas Trumbull,1942.0,2022.0,Blade Runner,producer,director
Dr. Dre,1965.0,0.0,Training Day,music_artist,actor
Drake Bell,1986.0,0.0,Drake & Josh,actor,music_department
Drake Doremus,1983.0,0.0,Equals,director,writer
Drew Barrymore,1975.0,0.0,Charlie's Angels,producer,actor
Drew Goddard,1975.0,0.0,The Martian,producer,writer
Drew Pearce,1975.0,0.0,Hotel Artemis,producer,writer
Duane Martin,1965.0,0.0,Scream 2,actor,producer
Dudley Moore,1935.0,2002.0,Arthur,actor,writer
Duke Johnson,1979.0,0.0,Anomalisa,director,producer
Duncan Gibbins,1952.0,1993.0,Eve of Destruction,director,writer
Duncan Jones,1971.0,0.0,Moon,director,writer
Duncan Tucker,,,,,
Dustin Hoffman,1937.0,0.0,Tootsie,actor,producer
Duwayne Dunham,1952.0,0.0,Twin Peaks,editor,director
Dwayne Adway,1969.0,0.0,Bad As I Wanna Be: The Dennis Rodman Story,actor,producer
Dwayne Johnson,1972.0,0.0,Black Adam,actor,producer
Dwight H. Little,1956.0,0.0,Tekken,director,writer
Dylan Brown,1977.0,0.0,Wonder Park,animation_department,miscellaneous
Dylan McDermott,1961.0,0.0,The Practice,actor,producer
Dylan O'Brien,1991.0,0.0,Teen Wolf,actor,producer
E. Elias Merhige,1964.0,0.0,Shadow of the Vampire,director,writer
Ed Begley Jr.,1949.0,0.0,A Mighty Wind,actor,producer
Ed Decter,1959.0,0.0,There's Something About Mary,writer,producer
Ed Harris,1950.0,0.0,Appaloosa,actor,producer
Ed Helms,1974.0,0.0,The Hangover,actor,producer
Ed O'Neill,1946.0,0.0,Married... with Children,actor,soundtrack
Ed Speleers,1988.0,0.0,Star Trek: Picard,actor,producer
Eddie Deezen,1957.0,0.0,WarGames,actor,writer
Eddie Griffin,1968.0,0.0,Deuce Bigalow: Male Gigolo,actor,music_department
Eddie Mensore,,,,,
Eddie Murphy,1961.0,0.0,The Nutty Professor,actor,writer
Eddie Redmayne,1982.0,0.0,Les Misérables,actor,producer
Edgar Ramírez,1977.0,0.0,Gold,actor,producer
Edgar Wright,1974.0,0.0,Shaun of the Dead,director,writer
Edith Meeks,,,,,
Edward Asner,1929.0,2021.0,Up,actor,producer
Edward Burns,1968.0,0.0,Saving Private Ryan,writer,actor
Edward Furlong,1977.0,0.0,Terminator 2: Judgment Day,actor,producer
Edward James Olmos,1947.0,0.0,Battlestar Galactica,actor,producer
Edward Norton,1969.0,0.0,Fight Club,actor,producer
Edward Zwick,1952.0,0.0,The Last Samurai,producer,writer
Eileen Brennan,1932.0,2013.0,Clue,actor,writer
Elaine May,1932.0,0.0,Small Time Crooks,actor,writer
Elaine Stritch,1925.0,2014.0,30 Rock,actor,music_department
Elayn J. Taylor,,,,,
Eli Marienthal,1986.0,0.0,The Iron Giant,actor,none
Eli Roth,1972.0,0.0,Thanksgiving,director,writer
Elias Koteas,1961.0,0.0,The Thin Red Line,actor,producer
Elias McConnell,,,,,
Elijah Wood,1981.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,producer
Elisabeth Moss,1982.0,0.0,The Invisible Man,actor,producer
Elisabeth Shue,1963.0,0.0,Leaving Las Vegas,actor,producer
Elisha Cuthbert,1982.0,0.0,The Girl Next Door,actor,director
Eliza Dushku,1980.0,0.0,Bring It On,actor,producer
Elizabeth Allen Rosenbaum,,,,,
Elizabeth Banks,1974.0,0.0,The Hunger Games,actor,producer
Elizabeth Berkley,1972.0,0.0,Showgirls,actor,producer
Elizabeth Daily,1961.0,0.0,Pee-wee's Big Adventure,actor,producer
Elizabeth Hartman,1943.0,1987.0,A Patch of Blue,actor,writer
Elizabeth Olsen,1989.0,0.0,Martha Marcy May Marlene,actor,producer
Elizabeth Reaser,1975.0,0.0,Twilight,actor,none
Ellar Coltrane,1994.0,0.0,Boyhood,actor,art_department
Elle Fanning,1998.0,0.0,Super 8,actor,producer
Ellen Barkin,1954.0,0.0,The Fan,actor,producer
Ellen Burstyn,1932.0,0.0,Requiem for a Dream,actor,producer
Ellen DeGeneres,1958.0,0.0,The Ellen DeGeneres Show,producer,writer
Elliot Page,1987.0,0.0,Juno,actor,producer
Elliott Gould,1938.0,0.0,M*A*S*H,actor,producer
Ellory Elkayem,1970.0,0.0,Eight Legged Freaks,director,writer
Elsie Fisher,2003.0,0.0,Eighth Grade,actor,music_department
Embeth Davidtz,1965.0,0.0,Bicentennial Man,actor,archive_footage
Emile Ardolino,1943.0,1993.0,Dirty Dancing,director,producer
Emile Hirsch,1985.0,0.0,Into the Wild,actor,writer
Emilia Clarke,1986.0,0.0,Game of Thrones,actor,producer
Emilio Echevarría,,,,,
Emilio Estevez,1962.0,0.0,The Way,actor,director
Emily Baldoni,1984.0,0.0,Coherence,actor,miscellaneous
Emily Bergl,1975.0,0.0,The Rage: Carrie 2,actor,producer
Emily Blunt,1983.0,0.0,Edge of Tomorrow,actor,producer
Emily Browning,1988.0,0.0,A Series of Unfortunate Events,actor,soundtrack
Emily Lloyd,1970.0,0.0,Wish You Were Here,actor,archive_footage
Emily Mortimer,1971.0,0.0,Mary Poppins Returns,actor,writer
Emily Perkins,1977.0,0.0,Ginger Snaps,actor,archive_footage
Emily Watson,1967.0,0.0,Gosford Park,actor,producer
Eminem,1972.0,0.0,8 Mile,music_artist,actor
Emir Kusturica,1954.0,0.0,Underground,director,writer
Emma Roberts,1991.0,0.0,We're the Millers,actor,producer
Emma Stone,1988.0,0.0,La La Land,actor,producer
Emma Thompson,1959.0,0.0,Sense and Sensibility,actor,writer
Emma Watson,1990.0,0.0,The Perks of Being a Wallflower,actor,director
Eric Balfour,1977.0,0.0,The Offer,actor,producer
Eric Bana,1968.0,0.0,Dirty John,actor,writer
Eric Blakeney,1959.0,0.0,Wiseguy,writer,producer
Eric Bogosian,1953.0,0.0,Talk Radio,actor,writer
Eric Bress,,,,,
Eric Brevig,1957.0,0.0,Men in Black,visual_effects,assistant_director
Eric Christian Olsen,1977.0,0.0,Dumb and Dumberer: When Harry Met Lloyd,actor,producer
Eric Darnell,1961.0,0.0,Madagascar: Escape 2 Africa,writer,miscellaneous
Eric Karson,,,,,
Eric Leighton,1962.0,0.0,Legend of the Guardians: The Owls of Ga'Hoole,animation_department,visual_effects
Eric Red,1961.0,0.0,100 Feet,writer,director
Eric Roberts,1956.0,0.0,Runaway Train,actor,producer
Eric Schaeffer,1962.0,0.0,Boy Meets Girl,actor,writer
Eric Stoltz,1961.0,0.0,Pulp Fiction,actor,producer
Eric Till,1929.0,0.0,Luther,director,producer
Eric Valette,1967.0,0.0,"Saturday, Sunday and Monday Too",director,writer
Erich Anderson,,,,,
Ericson Core,,,,,
Erik Van Looy,1962.0,0.0,The Memory of a Killer,director,actor
Ernest R. Dickerson,1951.0,0.0,Juice,director,cinematographer
Ernest Thompson,1949.0,0.0,On Golden Pond,actor,writer
Essie Davis,1970.0,0.0,The Babadook,actor,producer
Etan Cohen,1974.0,0.0,Holmes & Watson,writer,producer
Ethan Coen,1957.0,0.0,The Ballad of Buster Scruggs,producer,writer
Ethan Hawke,1970.0,0.0,Training Day,actor,producer
Ethan Maniquis,,,,,
Eugene Levy,1946.0,0.0,A Mighty Wind,actor,writer
Eugenio Derbez,1962.0,0.0,Instructions Not Included,actor,producer
Euzhan Palcy,1953.0,0.0,Siméon,writer,director
Eva Green,1980.0,0.0,Casino Royale,actor,producer
Evan Goldberg,1982.0,0.0,This Is the End,producer,writer
Evan McGuire,,,,,
Evan Rachel Wood,1987.0,0.0,Thirteen,actor,director
Everett McGill,1945.0,0.0,Twin Peaks,actor,soundtrack
Everett Silas,,,,,
Everlyn Sampi,1988.0,0.0,Rabbit-Proof Fence,actor,none
Ewan McGregor,1971.0,0.0,Moulin Rouge!,actor,producer
F. Gary Gray,1969.0,0.0,Set It Off,director,producer
F. Javier Gutiérrez,1973.0,0.0,The Wait,director,producer
F. Murray Abraham,1939.0,0.0,Amadeus,actor,soundtrack
Fabián Bielinsky,1959.0,2006.0,Nine Queens,assistant_director,writer
Farhad Mann,,,,,
Faye Dunaway,1941.0,0.0,Network,actor,producer
Fede Alvarez,1978.0,0.0,Don't Breathe,writer,producer
Federico Luppi,1934.0,2017.0,Cronos,actor,director
Felicity Huffman,1962.0,0.0,Transamerica,actor,producer
Felicity Jones,1983.0,0.0,Rogue One: A Star Wars Story,actor,producer
Felix van Groeningen,1977.0,0.0,Beautiful Boy,director,writer
Fenton Bailey,,,,,
Ferdinand Fairfax,1944.0,2008.0,Winston Churchill: The Wilderness Years,director,writer
Fernanda Andrade,1984.0,0.0,Moon Knight,actor,producer
Fernanda Montenegro,1929.0,0.0,Central Station,actor,soundtrack
Fernando Meirelles,1955.0,0.0,The Constant Gardener,director,writer
Fina Torres,1951.0,0.0,Oriana,writer,director
Fionn Whitehead,1997.0,0.0,Dunkirk,actor,soundtrack
Fisher Stevens,1963.0,0.0,Short Circuit,actor,producer
Flex Alexander,1970.0,0.0,Snakes on a Plane,actor,producer
Florence Pugh,1996.0,0.0,The Falling,actor,producer
Florent-Emilio Siri,1965.0,0.0,Hostage,director,writer
Floria Sigismondi,1965.0,0.0,The Runaways,director,writer
Florian Henckel von Donnersmarck,1973.0,0.0,The Lives of Others,director,writer
Floyd Mutrux,1941.0,0.0,Dick Tracy,writer,producer
Forest Whitaker,1961.0,0.0,The Last King of Scotland,actor,producer
Fran Drescher,1957.0,0.0,The Nanny,writer,actor
Fran Rubel Kuzui,1945.0,0.0,Buffy the Vampire Slayer,producer,director
Franc Roddam,1946.0,0.0,Moby Dick,writer,producer
Frances McDormand,1957.0,0.0,"Three Billboards Outside Ebbing, Missouri",actor,producer
Francesca Gregorini,1968.0,0.0,The Truth About Emanuel,director,writer
Francine McDougall,,,,,
Francis Ford Coppola,1939.0,0.0,Apocalypse Now,producer,director
Francis Lawrence,1971.0,0.0,The Hunger Games: Catching Fire,director,producer
Francis Veber,1937.0,0.0,Le Dîner de Cons,writer,director
Franck Khalfoun,,,,,
Franco Zeffirelli,1923.0,2019.0,Romeo and Juliet,miscellaneous,production_designer
Frank Coraci,1966.0,0.0,The Wedding Singer,director,actor
Frank Darabont,1959.0,0.0,The Shawshank Redemption,writer,producer
Frank Grillo,1965.0,0.0,The Grey,actor,producer
Frank Henenlotter,1950.0,0.0,Bad Biology,director,writer
Frank LaLoggia,1954.0,0.0,Lady in White,actor,director
Frank Langella,1938.0,0.0,Frost/Nixon,actor,producer
Frank Marshall,1946.0,0.0,Congo,producer,miscellaneous
Frank Miller,1957.0,0.0,Sin City,writer,producer
Frank Oz,1944.0,0.0,The Muppet Show,actor,miscellaneous
Frank Perry,1930.0,1995.0,Mommie Dearest,director,producer
Franka Potente,1974.0,0.0,Run Lola Run,actor,director
Frankie Muniz,1985.0,0.0,Agent Cody Banks,actor,producer
Franklin J. Schaffner,1920.0,1989.0,Planet of the Apes,director,producer
Frant Gwo,,,,,
François Girard,1963.0,0.0,The Red Violin,director,writer
Fraser C. Heston,1955.0,0.0,The Ten Commandments,producer,director
Fred Dekker,1959.0,0.0,The Monster Squad,writer,producer
Fred Savage,1976.0,0.0,The Wonder Years,actor,director
Fred Schepisi,1939.0,0.0,Empire Falls,director,producer
Fred Walton,1865.0,1936.0,Babes in the Woods,actor,director
Fred Willard,1933.0,2020.0,Best in Show,actor,writer
Fred Wolf,1964.0,0.0,Grown Ups,writer,actor
Fred Zinnemann,1907.0,1997.0,A Man for All Seasons,director,assistant_director
Freddie Highmore,1992.0,0.0,Finding Neverland,actor,producer
Freddie Prinze Jr.,1976.0,0.0,She's All That,actor,producer
Frederic Forrest,1936.0,2023.0,Apocalypse Now,actor,soundtrack
Frederik Du Chau,1965.0,0.0,Racing Stripes,animation_department,director
French Stewart,1964.0,0.0,3rd Rock from the Sun,actor,producer
Fritz Kiersch,1951.0,0.0,Children of the Corn,director,writer
Félix Enríquez Alcalá,1951.0,0.0,Third Watch,director,cinematographer
G.W. Bailey,1944.0,0.0,Police Academy,actor,soundtrack
Gabor Csupo,1952.0,0.0,Rugrats,producer,writer
Gabourey Sidibe,1983.0,0.0,Precious,actor,director
Gabriel Byrne,1950.0,0.0,The Usual Suspects,actor,producer
Gabriel Damon,1976.0,0.0,RoboCop 2,actor,producer
Gabriel Macht,1972.0,0.0,The Good Shepherd,actor,producer
Gabriele Muccino,1967.0,0.0,Seven Pounds,director,writer
Gabriella Wilde,1989.0,0.0,The Three Musketeers,actor,archive_footage
Gabrielle Anwar,1970.0,0.0,The Three Musketeers,actor,producer
Gabrielle Union,1972.0,0.0,Bring It On,actor,producer
Gael García Bernal,1978.0,0.0,Mozart in the Jungle,actor,producer
Gail Mancuso,1958.0,0.0,Modern Family,director,miscellaneous
Gal Gadot,1985.0,0.0,Wonder Woman,actor,producer
Gareth Edwards,1975.0,0.0,Monsters,visual_effects,director
Gareth Evans,1980.0,0.0,The Raid: Redemption,producer,writer
Garret Dillahunt,1964.0,0.0,12 Years a Slave,actor,producer
Garrett Hedlund,1984.0,0.0,Tron: Legacy,actor,producer
Garry Marshall,1934.0,2016.0,A League of Their Own,writer,producer
Garry Shandling,1949.0,2016.0,The Larry Sanders Show,writer,actor
Garth Davis,1973.0,0.0,Lion,director,actor
Garth Jennings,1972.0,0.0,Sing,director,actor
Gary Busey,1944.0,0.0,The Buddy Holly Story,actor,producer
Gary Chapman,1957.0,0.0,Maverick,actor,composer
Gary Dauberman,,,,,
Gary David Goldberg,1944.0,2013.0,Family Ties,writer,producer
Gary Fleder,1965.0,0.0,Things to Do in Denver When You're Dead,producer,director
Gary Goddard,1954.0,0.0,Masters of the Universe,writer,producer
Gary Graham,1950.0,2024.0,Robot Jox,actor,producer
Gary Halvorson,,,,,
Gary McKendry,,,,,
Gary Nelson,1934.0,2022.0,The Black Hole,director,assistant_director
Gary Oldman,1958.0,0.0,The Dark Knight,actor,producer
Gary Ross,1956.0,0.0,The Hunger Games,writer,producer
Gary Sherman,1945.0,0.0,Missing Persons,writer,producer
Gary Shore,1981.0,0.0,Dracula Untold,director,producer
Gary Sinyor,1962.0,0.0,Hapless,producer,director
Gary Trousdale,1960.0,0.0,The Hunchback of Notre Dame,director,writer
Gary Winick,1961.0,2011.0,Tadpole,producer,director
Gaspar Noé,1963.0,0.0,Enter the Void,director,producer
Gaspard Ulliel,1984.0,2022.0,A Very Long Engagement,actor,soundtrack
Gavin Hood,1963.0,0.0,Official Secrets,actor,director
Gavin O'Connor,1963.0,0.0,The Accountant,producer,director
Geena Davis,1956.0,0.0,Thelma & Louise,actor,producer
Gemma Arterton,1986.0,0.0,Prince of Persia: The Sands of Time,actor,producer
Gena Rowlands,1930.0,0.0,The Notebook,actor,miscellaneous
Gene Hackman,1930.0,0.0,The French Connection,actor,producer
Gene Quintano,1946.0,0.0,Loaded Weapon 1,writer,director
Gene Saks,1921.0,2015.0,Deconstructing Harry,actor,director
Gene Stupnitsky,1977.0,0.0,The Office,producer,writer
Gene Wilder,1933.0,2016.0,Willy Wonka & the Chocolate Factory,actor,writer
Geneviève Bujold,1942.0,0.0,Dead Ringers,actor,writer
Genndy Tartakovsky,1970.0,0.0,Samurai Jack,producer,writer
Geoff Burrowes,1945.0,0.0,Return to Snowy River,producer,director
Geoff Murphy,1938.0,2018.0,The Quiet Earth,director,actor
Geoffrey Rush,1951.0,0.0,The King's Speech,actor,producer
Geoffrey Sax,1949.0,0.0,Tipping the Velvet,director,miscellaneous
George A. Romero,1940.0,2017.0,Land of the Dead,producer,writer
George Armitage,1942.0,0.0,Grosse Pointe Blank,producer,writer
George C. Scott,1927.0,1999.0,Patton,actor,director
George C. Wolfe,1954.0,0.0,Rustin,director,writer
George Clooney,1961.0,0.0,The Ides of March,actor,producer
George Dzundza,1945.0,0.0,Crimson Tide,actor,assistant_director
George Gallo,1956.0,0.0,Bad Boys,writer,director
George Hearn,1934.0,0.0,Sweeney Todd: The Demon Barber of Fleet Street,actor,soundtrack
George Hickenlooper,1963.0,2010.0,Dogtown,director,writer
George Huang,,,,,
George Jackson,1958.0,2000.0,New Jack City,producer,music_department
George Kennedy,1925.0,2016.0,Cool Hand Luke,actor,miscellaneous
George Lucas,1944.0,0.0,Star Wars: Episode IV - A New Hope,writer,producer
George Miller,1945.0,0.0,Mad Max: Fury Road,producer,writer
George Nolfi,,,,,
George P. Cosmatos,1941.0,2005.0,Rambo: First Blood Part II,director,assistant_director
George Roy Hill,1921.0,2002.0,The Sting,director,actor
George Scribner,,,,,
George Segal,1934.0,2021.0,Who's Afraid of Virginia Woolf?,actor,producer
George Strait,1952.0,0.0,Pure Country,music_artist,actor
George Tillman Jr.,1969.0,0.0,The Hate U Give,producer,director
Georgia Engel,1948.0,2019.0,Everybody Loves Raymond,actor,soundtrack
Gerard Butler,1969.0,0.0,300,actor,producer
Gerard McMurray,,,,,
Gerardo Taracena,1970.0,0.0,Apocalypto,actor,producer
Gil Junger,1954.0,0.0,10 Things I Hate About You,writer,director
Gil Kenan,1976.0,0.0,Monster House,director,writer
Gilbert Adler,1946.0,0.0,Tales from the Crypt,producer,writer
Gillian Anderson,1968.0,0.0,The X-Files,actor,producer
Gillian Armstrong,1950.0,0.0,My Brilliant Career,director,producer
Gillies MacKinnon,1948.0,0.0,Small Faces,director,writer
Gina Carano,1982.0,0.0,The Mandalorian,actor,producer
Gina Philips,1970.0,0.0,Jeepers Creepers,actor,producer
Gina Prince-Bythewood,1969.0,0.0,Love & Basketball,writer,producer
Gina Rodriguez,1984.0,0.0,Deepwater Horizon,actor,producer
Ginnifer Goodwin,1978.0,0.0,Zootopia,actor,producer
Giovanni Ribisi,1974.0,0.0,Boiler Room,actor,producer
Giuseppe Tornatore,1956.0,0.0,The Best Offer,director,writer
Glen Campbell,1936.0,2017.0,True Grit,music_artist,actor
Glen Hansard,1970.0,0.0,Once,composer,actor
Glen Morgan,1961.0,0.0,The X-Files,producer,writer
Glenn Close,1947.0,0.0,Fatal Attraction,actor,producer
Glenn Ficarra,,,,,
Glenn Gordon Caron,1954.0,0.0,Moonlighting,producer,writer
Glenn Jacobs,1967.0,0.0,See No Evil,actor,producer
Glenn Plummer,1961.0,0.0,Strange Days,actor,director
Goldie Hawn,1945.0,0.0,Private Benjamin,actor,producer
Gonzalo López-Gallego,,,,,
Goran Dukic,,,,,
Gordon Chan,1960.0,0.0,Beast Cops,writer,producer
Gore Verbinski,1964.0,0.0,Rango,director,producer
Gorô Miyazaki,1967.0,0.0,From Up on Poppy Hill,director,cinematographer
Graeme Clifford,1942.0,0.0,Don't Look Now,director,editor
Graham Baker,1938.0,0.0,Alien Nation,director,writer
Graham Chapman,1941.0,1989.0,Monty Python and the Holy Grail,writer,actor
Grant Bardsley,,,,,
Grant Heslov,1963.0,0.0,Argo,producer,actor
Greg Beeman,1962.0,0.0,Heroes,producer,director
Greg Berlanti,1972.0,0.0,"Love, Simon",producer,writer
Greg Coolidge,1972.0,0.0,The Continental,director,writer
Greg Evigan,1953.0,0.0,DeepStar Six,actor,music_department
Greg Kinnear,1963.0,0.0,As Good as It Gets,actor,producer
Greg McLean,,,,,
Greg Mottola,1964.0,0.0,Adventureland,producer,director
Greg Stebner,,,,,
Greg Tiernan,1965.0,0.0,Sausage Party,director,animation_department
Gregg Araki,1959.0,0.0,Mysterious Skin,writer,director
Gregg Champion,1956.0,0.0,Stakeout,director,producer
Gregor Jordan,1966.0,0.0,Two Hands,director,writer
Gregory Dark,1957.0,0.0,New Wave Hookers,director,producer
Gregory Hines,1946.0,2003.0,History of the World: Part I,actor,miscellaneous
Gregory Hoblit,1944.0,0.0,Hill Street Blues,producer,director
Gregory Jacobs,,,,,
Gregory Nava,1949.0,0.0,Selena,writer,director
Gregory Plotkin,,,,,
Gregory Poirier,1961.0,0.0,Knox Goes Away,writer,producer
Gregory Widen,1958.0,0.0,The Prophecy,writer,producer
Greta Gerwig,1983.0,0.0,Barbie,actor,writer
Griffin Dunne,1955.0,0.0,After Hours,actor,director
Gugu Mbatha-Raw,1983.0,0.0,Belle,actor,producer
Guillaume Canet,1973.0,0.0,Love Me If You Dare,actor,director
Guillermo Arriaga,1958.0,0.0,The Three Burials of Melquiades Estrada,writer,producer
